"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"388",0.73,0.739302198777815,0.46,3.44310408684052,0.498,0.034,"14","SPIB"
"389",0.749,0.95647671132476,0.498,3.43841017472381,0.555,0.063,"17","LGALS3BP"
"390",0.743,1.011493971413,0.486,3.43362304734609,0.547,0.072,"16","POLB"
"391",0.733,0.712891218551264,0.466,3.43057957123903,0.517,0.052,"17","RCN1"
"392",0.771,1.11406817083686,0.542,3.42880542185131,0.612,0.075,"8","CPVL"
"393",0.722,0.643849008182063,0.444,3.42225543270221,0.483,0.04,"17","TCEAL9"
"394",0.84,1.11397614234284,0.68,3.41663735657183,0.749,0.062,"14","CD19"
"395",0.716,0.925857037618098,0.432,3.41069592112804,0.488,0.067,"2","NCF2"
"396",0.734,1.23093534349076,0.468,3.40731854963326,0.537,0.085,"2","SLC25A37"
"397",0.93,1.95647621830403,0.86,3.40446838248939,0.944,0.184,"18","STMN1"
"398",0.705,0.425557513162333,0.41,3.40281229157503,0.437,0.022,"15","AURKB"
"399",0.768,1.60532561022628,0.536,3.3946298523572,0.625,0.119,"16","SOX4"
"400",0.718,0.773136409928637,0.436,3.39396494398485,0.485,0.052,"6","HNMT"
"401",0.794,0.791142541158359,0.588,3.386769326651,0.641,0.045,"15","TK1"
"402",0.808,1.23858986410626,0.616,3.38457737065956,0.694,0.097,"16","LILRB4"
"403",0.897,1.82794511575224,0.794,3.38020092688734,0.893,0.239,"14","MARCKSL1"
"404",0.759,1.15195467384386,0.518,3.37769988308207,0.585,0.084,"16","MPEG1"
"405",0.718,0.897430516183774,0.436,3.37657219033321,0.484,0.05,"6","PMP22"
"406",0.711,0.876256280462671,0.422,3.37180913447983,0.47,0.052,"7","ATAD2"
"407",0.827,1.98287676668885,0.654,3.3667906697683,0.821,0.293,"18","HIST1H4C"
"408",0.838,1.46633527725034,0.676,3.36496519696579,0.767,0.149,"6","CTSZ"
"409",0.801,1.19482754769141,0.602,3.3618780535527,0.68,0.102,"6","CREG1"
"410",0.753,0.798943112676197,0.506,3.35657275403623,0.558,0.046,"14","RRAS2"
"411",0.771,1.03828965154471,0.542,3.3460517331109,0.609,0.072,"6","CSF1R"
"412",0.79,1.44603467734192,0.58,3.34129922384053,0.676,0.14,"2","ATP2B1-AS1"
"413",0.721,0.962187907555576,0.442,3.33824059221928,0.503,0.076,"2","HCK"
"414",0.711,0.707733095694514,0.422,3.32895041752569,0.47,0.049,"17","CLEC11A"
"415",0.924,1.85767830770329,0.848,3.328491787291,0.939,0.141,"14","CD79A"
"416",0.751,0.920626094631371,0.502,3.32633616652054,0.549,0.044,"18","TOP2A"
"417",0.822,1.38500560126214,0.644,3.32157583109134,0.727,0.102,"6","MS4A7"
"418",0.856,1.19225073320731,0.712,3.31569082079619,0.793,0.086,"14","BCAS4"
"419",0.861,2.00115349974049,0.722,3.31316826175554,0.809,0.094,"15","C1QC"
"420",0.771,0.78339069324977,0.542,3.30724837030404,0.592,0.042,"15","CDK1"
"421",0.728,0.863760692932825,0.456,3.30575791946,0.507,0.054,"7","CENPM"
"422",0.704,0.968579151551062,0.408,3.29766529487814,0.467,0.069,"2","ITGAX"
"423",0.737,0.936815766115486,0.474,3.29586687523092,0.542,0.074,"17","LRP1"
"424",0.722,0.639899893811938,0.444,3.28255728691973,0.487,0.041,"18","ASF1B"
"425",0.746,0.609342983194421,0.492,3.27929314901836,0.529,0.031,"15","RRM2"
"426",0.741,0.850837167617712,0.482,3.27573106174538,0.54,0.06,"6","TIMP2"
"427",0.785,1.25921891254631,0.57,3.27133656656724,0.656,0.112,"16","TRAF4"
"428",0.757,1.29473223592887,0.514,3.26381582313873,0.585,0.082,"2","MAFB"
"429",0.855,1.05971809802306,0.71,3.26191825061021,0.78,0.062,"15","PCLAF"
"430",0.72,0.508945234528935,0.44,3.26001290863103,0.471,0.026,"15","CCNB2"
"431",0.818,1.49839605353579,0.636,3.25822774316187,0.712,0.087,"2","CD14"
"432",0.718,0.487220926173734,0.436,3.25188913692762,0.468,0.027,"15","PKMYT1"
"433",0.752,1.0230299707719,0.504,3.25110393739103,0.577,0.09,"16","FCHSD2"
"434",0.792,0.907569358459528,0.584,3.25019495344052,0.643,0.049,"14","BLK"
"435",0.787,0.980821798350036,0.574,3.249680842974,0.636,0.059,"18","NUSAP1"
"436",0.773,1.14410148055869,0.546,3.2476366204162,0.624,0.087,"6","TGFBI"
"437",0.816,2.03110455873564,0.632,3.24589068338338,0.807,0.394,"12","HSPB1"
"438",0.762,1.96868761297708,0.524,3.2421153425184,0.647,0.153,"2","CCL3L1"
"439",0.854,1.21027227790546,0.708,3.23646058697385,0.782,0.066,"15","TYMS"
"440",0.811,1.42584688902331,0.622,3.229359149237,0.707,0.102,"6","TMEM176B"
"441",0.731,0.753935892393992,0.462,3.22769401756098,0.513,0.05,"18","TK1"
"442",0.833,1.53707930170919,0.666,3.22401723504508,0.771,0.144,"2","LST1"
"443",0.961,2.01793384155628,0.922,3.21780106879153,0.98,0.608,"9","SSR4"
"444",0.748,0.798036340168196,0.496,3.21341992247557,0.549,0.047,"14","AFF3"
"445",0.716,0.992362155788153,0.432,3.21264162996891,0.453,0.021,"17","SELENOP"
"446",0.761,0.577618885180796,0.522,3.21255859841042,0.571,0.043,"15","GGH"
"447",0.733,0.768956718816249,0.466,3.21021193803225,0.513,0.044,"18","TPX2"
"448",0.753,1.16643340960203,0.506,3.20997913584378,0.594,0.106,"6","LIPA"
"449",0.705,1.07276495194439,0.41,3.20171723628884,0.477,0.078,"2","MNDA"
"450",0.948,2.03018793972142,0.896,3.19816291139098,0.985,0.396,"8","HLA-DQA1"
"451",0.754,0.739508254677466,0.508,3.19484506280378,0.569,0.061,"18","CENPW"
"452",0.781,1.23507472177062,0.562,3.19289841355315,0.647,0.109,"2","ETS2"
"453",0.863,1.94664310157678,0.726,3.18911391433676,0.816,0.094,"15","C1QB"
"454",0.871,1.94329992949523,0.742,3.18730871740192,0.883,0.357,"16","GPR183"
"455",0.707,0.394822798411988,0.414,3.1869899403031,0.442,0.023,"15","CEP55"
"456",0.715,0.475246714156075,0.43,3.16641927699617,0.467,0.032,"15","RAD51AP1"
"457",0.91,1.80521681814942,0.82,3.16405749720202,0.93,0.317,"7","HMGB2"
"458",0.864,1.59416789561588,0.728,3.16199524597096,0.832,0.17,"16","ITM2C"
"459",0.777,1.17284130312485,0.554,3.16125767696225,0.637,0.105,"2","CLEC7A"
"460",0.708,0.627057254442724,0.416,3.15824441821797,0.46,0.041,"14","OGG1"
"461",0.788,1.31153728903164,0.576,3.15182105845505,0.673,0.108,"6","FCGR2A"
"462",0.776,1.22808394428955,0.552,3.15064328133412,0.654,0.133,"6","PLD3"
"463",0.749,1.00115183683654,0.498,3.14629544045104,0.577,0.099,"16","CYB561A3"
"464",0.767,0.895042502519916,0.534,3.14562087537586,0.602,0.072,"14","MYO1E"
"465",0.821,1.55205862622782,0.642,3.14555484827176,0.74,0.117,"6","MS4A6A"
"466",0.702,0.633468430171385,0.404,3.14333177938284,0.458,0.056,"17","TUBB6"
"467",0.78,1.18244650489546,0.56,3.14216428111927,0.646,0.108,"7","SMC4"
"468",0.774,0.954286379780848,0.548,3.13708977340968,0.617,0.067,"14","RUBCNL"
"469",0.773,0.945042631766392,0.546,3.12182736497714,0.621,0.075,"18","CENPM"
"470",0.736,0.722646013666619,0.472,3.11011897523982,0.528,0.054,"18","DHFR"
"471",0.962,2.03906282072239,0.924,3.11001501888998,0.995,0.542,"8","HLA-DPB1"
"472",0.798,1.29327262837915,0.596,3.10893952464635,0.68,0.093,"6","TMEM176A"
"473",0.703,0.390444093025116,0.406,3.10687899659231,0.435,0.023,"15","GTSE1"
"474",0.764,0.895568270563337,0.528,3.09286449186143,0.603,0.085,"14","DEF8"
"475",0.775,1.71316608272962,0.55,3.08964488329566,0.715,0.272,"7","HIST1H4C"
"476",0.728,0.85012866873922,0.456,3.08211475892879,0.521,0.067,"6","KCTD12"
"477",0.719,0.972610181968701,0.438,3.08142540432886,0.511,0.088,"2","FGR"
"478",0.891,1.65044490753412,0.782,3.08132273479911,0.91,0.29,"9","XBP1"
"479",0.769,1.17254652309312,0.538,3.0812465047523,0.596,0.074,"2","CSTA"
"480",0.863,1.7444737106096,0.726,3.07880380003724,0.838,0.163,"2","IER3"
"481",0.799,1.00626960055542,0.598,3.07228242906195,0.686,0.1,"14","SWAP70"
"482",0.747,0.778652735979967,0.494,3.06734656301291,0.565,0.079,"14","CLIC4"
"483",0.727,0.746147986511723,0.454,3.05954408214511,0.513,0.06,"8","IL18"
"484",0.711,1.15199351728495,0.422,3.053661434526,0.518,0.097,"18","HIST1H1E"
"485",0.743,0.7602397142068,0.486,3.04540662799849,0.549,0.066,"14","DCAF12"
"486",0.736,0.709792471877875,0.472,3.04393269271261,0.527,0.051,"14","BCL11A"
"487",0.958,2.09093772140079,0.916,3.0412847711587,0.999,0.937,"6","FTL"
"488",0.701,0.55890028838378,0.402,3.04041569895905,0.446,0.04,"18","CLSPN"
"489",0.748,1.05203769012177,0.496,3.03116543730857,0.579,0.095,"7","PCNA"
"490",0.716,1.23665660370682,0.432,3.02036725157012,0.517,0.112,"13","HERC5"
"491",0.835,1.34084755232436,0.67,3.01505340786519,0.785,0.153,"6","FCGRT"
"492",0.933,1.88460721439486,0.866,3.01487422089598,0.979,0.317,"17","IFITM3"
"493",0.792,0.96033733238314,0.584,3.01321568229049,0.67,0.09,"8","ALDH2"
"494",0.703,1.0162051815013,0.406,3.0084560460547,0.479,0.097,"3","SMIM14"
"495",0.701,0.621495284779667,0.402,3.00691211074123,0.445,0.039,"17","PDLIM4"
"496",0.797,1.03800251260441,0.594,3.00502213813734,0.656,0.058,"18","MKI67"
"497",0.739,1.75660074679673,0.478,3.00271122369918,0.582,0.123,"2","C15orf48"
"498",0.715,0.769682193291929,0.43,2.99947303804206,0.485,0.055,"7","CENPK"
"499",0.712,1.15369306873581,0.424,2.99769301193356,0.521,0.121,"2","THAP2"
"500",0.886,1.72571427930683,0.772,2.9975523296075,0.904,0.349,"7","TUBB"
"501",0.712,1.1374638965236,0.424,2.99567885766419,0.516,0.117,"2","BASP1"
"502",0.803,1.18248158136867,0.606,2.99462953315956,0.733,0.147,"17","CD59"
"503",0.786,0.643035352683676,0.572,2.99419050731926,0.636,0.057,"15","CENPW"
"504",0.703,0.958111545692155,0.406,2.99306180170668,0.479,0.075,"6","HMOX1"
"505",0.864,1.76956827309087,0.728,2.99044911715094,0.827,0.101,"15","C1QA"
"506",0.78,1.00165620167863,0.56,2.98865392881496,0.646,0.094,"18","CKS1B"
"507",0.801,0.962109557406768,0.602,2.98536023031204,0.678,0.075,"17","BEX3"
"508",0.736,0.848020692967153,0.472,2.98417597633083,0.544,0.071,"14","RNGTT"
"509",0.794,0.878315053433763,0.588,2.98346272256412,0.667,0.079,"14","PLCG2"
"510",0.892,1.53630813112329,0.784,2.98288048092303,0.898,0.288,"14","UBE2J1"
"511",0.745,0.806695083948778,0.49,2.98101417943688,0.559,0.073,"14","HMCES"
"512",0.754,1.22966245716767,0.508,2.97919678968107,0.627,0.143,"16","DUSP5"
"513",0.722,1.02811546721862,0.444,2.97297820598192,0.526,0.109,"3","MEF2C"
"514",0.904,1.84519988688442,0.808,2.97246578176446,0.934,0.386,"13","ISG15"
"515",0.798,1.27492927819243,0.596,2.967440772376,0.683,0.105,"6","GSN"
"516",0.764,1.46004709137059,0.528,2.96667095180469,0.632,0.149,"13","IFI44L"
"517",0.869,1.33910271767385,0.738,2.96446088597751,0.861,0.154,"9","FKBP11"
"518",0.719,0.778614521775704,0.438,2.96017243422797,0.508,0.071,"17","VAT1"
"519",0.744,0.931241498817224,0.488,2.95799097702648,0.566,0.086,"7","TMEM106C"
"520",0.79,1.43860067806084,0.58,2.95354214345537,0.678,0.119,"5","KLRD1"
"521",0.743,0.497592599469638,0.486,2.95329619743237,0.525,0.03,"15","CCNA2"
"522",0.768,0.737258691367036,0.536,2.9507629370324,0.586,0.04,"15","TOP2A"
"523",0.93,1.81947814577211,0.86,2.94827555129097,0.974,0.366,"8","HLA-DQB1"
"524",0.761,1.24465320475103,0.522,2.94520092222877,0.62,0.118,"2","IFI30"
"525",0.714,0.966387074446854,0.428,2.9448044634755,0.494,0.067,"8","LGALS2"
"526",0.769,0.954414330385377,0.538,2.9438354101363,0.61,0.07,"17","TSC22D1"
"527",0.703,0.758553563992168,0.406,2.94374602206507,0.466,0.064,"7","EZH2"
"528",0.819,1.56412087939393,0.638,2.94128006731428,0.76,0.226,"13","MX1"
"529",0.863,1.22792595756621,0.726,2.94076843920828,0.836,0.145,"14","MEF2C"
"530",0.716,0.867115498183886,0.432,2.93741006877829,0.503,0.077,"7","MCM7"
"531",0.867,1.95128798032993,0.734,2.92989051914386,0.883,0.223,"10","CXCL8"
"532",0.708,0.545709245488086,0.416,2.9282088093146,0.469,0.048,"9","GAS6"
"533",0.739,1.00780098094917,0.478,2.92662500300734,0.535,0.055,"16","DERL3"
"534",0.701,1.12413208652945,0.402,2.92631386778442,0.49,0.12,"13","OAS1"
"535",0.744,0.590405148643469,0.488,2.92440690457084,0.538,0.041,"15","CDKN3"
"536",0.703,0.738278428479767,0.406,2.92403734542094,0.469,0.064,"6","RASSF4"
"537",0.741,0.835398287663288,0.482,2.92247155925586,0.555,0.078,"17","RAB13"
"538",0.766,1.34326029519197,0.532,2.92127320175264,0.662,0.185,"2","PPIF"
"539",0.735,0.841575748575933,0.47,2.92068443918064,0.523,0.049,"18","CENPF"
"540",0.742,0.88829447648733,0.484,2.91654741159171,0.564,0.08,"17","SPTBN1"
"541",0.857,1.53232119915321,0.714,2.91126165827716,0.84,0.225,"6","GRN"
"542",0.728,1.69442084387941,0.456,2.90789257258097,0.671,0.3,"12","FABP5"
"543",0.724,0.713201179921569,0.448,2.90642020993097,0.504,0.047,"14","TNFRSF13C"
"544",0.899,1.73863549300002,0.798,2.90499597806429,0.938,0.367,"2","NAMPT"
"545",0.707,0.781095053519692,0.414,2.90462322282095,0.487,0.077,"6","SCARB2"
"546",0.749,0.728638827728181,0.498,2.90307688107988,0.567,0.069,"14","SYVN1"
"547",0.726,0.649944112500704,0.452,2.89829914588856,0.513,0.057,"18","CENPU"
"548",0.847,1.29026124749886,0.694,2.89625973111497,0.8,0.114,"8","GSN"
"549",0.746,1.36489229440268,0.492,2.89608954440196,0.606,0.137,"17","ID3"
"550",0.758,0.749073716557119,0.516,2.89156529248338,0.581,0.053,"9","POU2AF1"
"551",0.753,1.31734578165545,0.506,2.88517846181654,0.615,0.163,"13","SAMD9L"
"552",0.831,1.54475446302346,0.662,2.87589441955946,0.805,0.249,"16","C12orf75"
"553",0.715,0.944979471889014,0.43,2.87206424507253,0.522,0.101,"14","GMDS"
"554",0.884,1.58367654888699,0.768,2.87055819339873,0.89,0.149,"2","AIF1"
"555",0.777,0.580776394611605,0.554,2.86853296409714,0.61,0.044,"15","ZWINT"
"556",0.883,1.69128156291673,0.766,2.86674388910782,0.906,0.349,"6","PSAP"
"557",0.826,1.0779531586154,0.652,2.86575436457005,0.761,0.13,"14","TPD52"
"558",0.955,1.92474272133007,0.91,2.85251050469941,0.997,0.512,"8","HLA-DRA"
"559",0.757,0.920952570459071,0.514,2.8510998922732,0.604,0.097,"16","GRASP"
"560",0.8,0.909155642294264,0.6,2.85070792589948,0.693,0.087,"14","TMEM156"
"561",0.923,1.76026118322755,0.846,2.85001395474006,0.975,0.213,"2","FCER1G"
"562",0.955,1.85905498785123,0.91,2.84135716065039,0.994,0.561,"8","HLA-DPA1"
"563",0.713,1.1572823281028,0.426,2.83874621062378,0.523,0.135,"13","MX2"
"564",0.776,0.987859598398923,0.552,2.83601248369924,0.648,0.111,"16","RNASE6"
"565",0.706,0.620960004914389,0.412,2.83600162923361,0.473,0.058,"14","KLHL5"
"566",0.805,1.3873821451267,0.61,2.83492656708677,0.721,0.118,"6","CD14"
"567",0.724,0.885721647969387,0.448,2.8315461048951,0.528,0.082,"6","IGSF6"
"568",0.824,1.44592943535011,0.648,2.83046211188709,0.801,0.23,"16","NR4A3"
"569",0.751,0.572049658989474,0.502,2.82296516570841,0.563,0.055,"15","HMGB3"
"570",0.75,1.23927913917261,0.5,2.82022537547755,0.603,0.148,"13","GBP1"
"571",0.726,1.24177544464544,0.452,2.81763666114925,0.561,0.15,"13","OASL"
"572",0.747,1.03848992496163,0.494,2.81590667184874,0.596,0.115,"8","HLA-DQA2"
"573",0.907,1.64360196535978,0.814,2.81409971274538,0.933,0.308,"6","NPC2"
"574",0.772,1.10031934767315,0.544,2.80340541094552,0.646,0.121,"2","RAB31"
"575",0.722,0.609745291501922,0.444,2.80122922320396,0.497,0.047,"18","CDK1"
"576",0.835,1.44665830975121,0.67,2.79818783783539,0.818,0.246,"16","LDLRAD4"
"577",0.718,0.731745877277008,0.436,2.79563181352777,0.509,0.072,"6","PLXDC2"
"578",0.732,1.27675324202157,0.464,2.79442431699121,0.577,0.161,"13","SAMD9"
"579",0.742,1.07657580573256,0.484,2.78092022128828,0.582,0.114,"2","CYBB"
"580",0.715,0.72297574560678,0.43,2.77991332110531,0.503,0.075,"6","SLC7A7"
"581",0.833,0.88229921495063,0.666,2.77807468253614,0.764,0.089,"15","CKS1B"
"582",0.856,1.23707715474131,0.712,2.771823509026,0.833,0.161,"14","IRF8"
"583",0.836,1.59854371041931,0.672,2.77089733396613,0.822,0.269,"4","BATF"
"584",0.739,0.579531805992996,0.478,2.76939206071986,0.539,0.051,"15","DHFR"
"585",0.704,0.537987973685811,0.408,2.76660204902051,0.462,0.051,"18","FEN1"
"586",0.734,0.817728518882416,0.468,2.76427979361847,0.553,0.091,"16","CD2AP"
"587",0.705,0.604126075007147,0.41,2.76326098349898,0.475,0.063,"8","NECTIN2"
"588",0.773,0.819375381118593,0.546,2.76153597489932,0.631,0.075,"15","MS4A4A"
"589",0.719,0.839485206847704,0.438,2.75768352375959,0.518,0.079,"6","ABCA1"
"590",0.765,1.26103935518262,0.53,2.75630582097466,0.679,0.211,"2","STXBP2"
"591",0.72,0.716593396827084,0.44,2.75407231937043,0.514,0.075,"14","KLHL6"
"592",0.704,0.602206264172296,0.408,2.75146835665637,0.467,0.055,"18","UBE2T"
"593",0.749,1.05213954187369,0.498,2.73925907478642,0.605,0.132,"2","MXD1"
"594",0.708,0.781621223988267,0.416,2.7389860070592,0.475,0.054,"15","TREM2"
"595",0.807,1.42983924019541,0.614,2.73223311818854,0.766,0.32,"11","LAPTM4A"
"596",0.707,0.979331348193665,0.414,2.730212736875,0.508,0.108,"2","TNFSF13B"
"597",0.917,1.60006307047019,0.834,2.72052509221615,0.964,0.346,"18","HMGB2"
"598",0.724,0.443395832776376,0.448,2.71712001347002,0.493,0.037,"15","ASF1B"
"599",0.862,1.61238418198619,0.724,2.71658256453531,0.882,0.375,"18","TUBB"
"600",0.774,1.15713111228144,0.548,2.7152819951073,0.649,0.103,"6","MAFB"
"601",0.702,0.974144440556694,0.404,2.71444485935462,0.512,0.124,"16","ATF5"
"602",0.709,1.17300262633281,0.418,2.71019726311198,0.533,0.137,"2","RBKS"
"603",0.761,1.68621009997061,0.522,2.70763144748355,0.695,0.253,"11","AREG"
"604",0.883,1.22262521568891,0.766,2.70735547518053,0.853,0.063,"19","FGFBP2"
"605",0.734,1.17362246620067,0.468,2.70662719176761,0.574,0.111,"16","CLIC3"
"606",0.827,1.11428046552305,0.654,2.69833550530527,0.753,0.092,"19","SPON2"
"607",0.752,1.04772565428023,0.504,2.69453958541731,0.62,0.144,"2","APLP2"
"608",0.796,1.00908137278264,0.592,2.69233241123746,0.72,0.148,"17","CD151"
"609",0.88,1.54401197444114,0.76,2.68437265311479,0.805,0.065,"16","JCHAIN"
"610",0.923,1.48156055864489,0.846,2.68349433739566,0.98,0.178,"15","STMN1"
"611",0.725,1.00357339691932,0.45,2.68251321156771,0.554,0.123,"2","GK"
"612",0.718,0.926056066109922,0.436,2.67958905677592,0.53,0.105,"16","SMIM3"
"613",0.767,1.0292610273759,0.534,2.67665804456301,0.647,0.138,"7","TMPO"
"614",0.8,1.67787820603656,0.6,2.67549183374423,0.807,0.259,"16","AREG"
"615",0.707,1.42665103676094,0.414,2.6720609926042,0.527,0.132,"1","IFNG"
"616",0.715,0.59849840749494,0.43,2.66934944088916,0.5,0.066,"8","IL13RA1"
"617",0.745,0.725774938638991,0.49,2.66536907082344,0.574,0.082,"18","PHF19"
"618",0.876,1.62004596713378,0.752,2.65940431549426,0.928,0.455,"7","TUBA1B"
"619",0.725,0.569242349152715,0.45,2.65920606020238,0.515,0.056,"15","C1orf54"
"620",0.861,1.57855570759979,0.722,2.6529494069633,0.892,0.325,"3","CD83"
"621",0.74,0.985631931902834,0.48,2.64801738923422,0.593,0.133,"16","PRMT9"
"622",0.733,0.696527178141137,0.466,2.64666205090707,0.551,0.085,"17","NFIC"
"623",0.753,0.925911439832681,0.506,2.64622032648724,0.621,0.136,"16","THEMIS2"
"624",0.751,0.891666860836971,0.502,2.64269294863636,0.606,0.106,"17","TCF4"
"625",0.736,0.872448872090963,0.472,2.63820312025584,0.579,0.127,"16","CCDC88A"
"626",0.916,1.74214745949043,0.832,2.63342554975039,0.967,0.378,"5","NKG7"
"627",0.826,1.03082771573807,0.652,2.62830669148429,0.78,0.146,"14","GGA2"
"628",0.726,0.951086020642793,0.452,2.62738689576457,0.492,0.046,"2","CFD"
"629",0.846,1.14314234808678,0.692,2.62594441277483,0.826,0.196,"14","PARP1"
"630",0.785,0.878870128883856,0.57,2.62254897716627,0.681,0.11,"8","CD86"
"631",0.936,1.75620945060356,0.872,2.62195532884972,0.995,0.613,"8","HLA-DRB1"
"632",0.765,0.809850282303445,0.53,2.61986318404164,0.638,0.114,"14","SYK"
"633",0.813,1.30384977131776,0.626,2.60574126178927,0.787,0.266,"7","DUT"
"634",0.806,0.929717134716188,0.612,2.60533924329898,0.731,0.123,"14","SEL1L3"
"635",0.725,0.776340535873809,0.45,2.59993908131022,0.551,0.109,"17","CALU"
"636",0.775,1.07428137079888,0.55,2.59984326673723,0.669,0.132,"6","CYBB"
"637",0.792,1.6766846705357,0.584,2.59946384218463,0.777,0.248,"2","CCL3"
"638",0.789,1.3005239900829,0.578,2.59780163551917,0.698,0.134,"8","MS4A6A"
"639",0.766,1.56292260456512,0.532,2.58656578054985,0.63,0.097,"15","APOC1"
"640",0.723,0.700444513753943,0.446,2.58406441529394,0.533,0.086,"14","ZNF581"
"641",0.856,1.51938852934209,0.712,2.58359469615526,0.88,0.265,"6","GLUL"
"642",0.779,1.15561435583611,0.558,2.58069481034641,0.679,0.139,"6","IFI30"
"643",0.721,0.611879959778915,0.442,2.57992032125797,0.525,0.084,"17","CLIC4"
"644",0.781,1.01343681552603,0.562,2.57970796647348,0.693,0.158,"6","MFSD1"
"645",0.918,1.59234716132575,0.836,2.57921416903418,0.973,0.604,"16","SEC61B"
"646",0.737,0.669146541125366,0.474,2.57824359911713,0.544,0.06,"15","PLAU"
"647",0.755,1.14905860179329,0.51,2.57690969305688,0.645,0.166,"2","PLEK"
"648",0.746,0.724247629375189,0.492,2.57020409557821,0.587,0.095,"14","CYB561A3"
"649",0.78,1.03889231923442,0.56,2.56820117241337,0.677,0.127,"6","CXCL16"
"650",0.777,0.949733094187778,0.554,2.56440192854182,0.676,0.137,"14","LPP"
"651",0.709,0.973885425312182,0.418,2.56125772348918,0.507,0.095,"2","MS4A7"
"652",0.76,1.14249356923938,0.52,2.56016145776548,0.62,0.104,"6","CD9"
"653",0.829,1.33840945631936,0.658,2.55968981833342,0.825,0.281,"2","CTSS"
"654",0.704,0.567846983646726,0.408,2.55471086654039,0.477,0.064,"18","CENPN"
"655",0.745,1.20122666949082,0.49,2.55329091580152,0.621,0.19,"13","XAF1"
"656",0.832,1.55833165090312,0.664,2.55192868962537,0.894,0.435,"6","CSTB"
"657",0.915,1.4978954759645,0.83,2.55150759099898,0.978,0.371,"15","TUBB"
"658",0.761,0.767815750695697,0.522,2.54578817633948,0.618,0.086,"14","TMEM131L"
"659",0.809,1.06444170130831,0.618,2.54567995258892,0.753,0.137,"8","CXCL16"
"660",0.922,1.63139846374714,0.844,2.54295922696922,0.99,0.267,"2","TYROBP"
"661",0.779,0.655642469894456,0.558,2.54207122401431,0.627,0.055,"15","NUSAP1"
"662",0.739,0.966416268601611,0.478,2.53917379187642,0.565,0.091,"2","FCGR2A"
"663",0.75,0.731618528710392,0.5,2.53631903806454,0.596,0.093,"14","ANKRD13A"
"664",0.79,1.08196114151128,0.58,2.53365184654994,0.727,0.183,"16","RAB11FIP1"
"665",0.801,1.07227926578709,0.602,2.53345471219276,0.738,0.156,"6","RNF130"
"666",0.71,0.62100769074411,0.42,2.53068473645556,0.493,0.067,"14","FAM76B"
"667",0.815,1.5532400283099,0.63,2.52221663193796,0.901,0.48,"16","TXN"
"668",0.741,0.745798485719879,0.482,2.52202414617479,0.581,0.095,"14","ST6GAL1"
"669",0.844,1.53073604790745,0.688,2.51732319341256,0.86,0.36,"13","IFI6"
"670",0.834,1.14673009760408,0.668,2.51688644773823,0.796,0.136,"15","GSN"
"671",0.757,1.07638695149883,0.514,2.51600270822933,0.624,0.106,"6","FCGR3A"
"672",0.736,0.900964846703739,0.472,2.51593350434331,0.587,0.129,"16","SEL1L3"
"673",0.71,0.814503192929517,0.42,2.50349222117921,0.492,0.068,"17","GPNMB"
"674",0.949,1.71678555841146,0.898,2.5008560531629,1,0.848,"8","CD74"
"675",0.77,0.830374566045475,0.54,2.49913705233085,0.651,0.108,"18","TMEM106C"
"676",0.755,1.07586525855456,0.51,2.49597802924632,0.64,0.16,"2","ICAM1"
"677",0.821,1.11630970259632,0.642,2.49080383798696,0.789,0.218,"14","HMGA1"
"678",0.797,1.51081587246778,0.594,2.49076527984864,0.734,0.151,"8","C15orf48"
"679",0.761,0.798187741397503,0.522,2.48193719166446,0.622,0.1,"14","TCF4"
"680",0.753,0.52859907274643,0.506,2.48032975539107,0.574,0.053,"15","MAD2L1"
"681",0.704,1.062145759981,0.408,2.47993702235148,0.495,0.089,"2","CTSL"
"682",0.759,0.933946463034252,0.518,2.47907882277571,0.641,0.139,"6","BRI3"
"683",0.869,1.53740090022709,0.738,2.47708475236188,0.923,0.477,"18","TUBA1B"
"684",0.705,0.942495016024697,0.41,2.47653683520895,0.515,0.128,"3","IRF8"
"685",0.73,0.487150045967903,0.46,2.47520162933602,0.513,0.041,"15","TPX2"
"686",0.711,0.448398225250381,0.422,2.47432010731566,0.488,0.057,"15","ADAP2"
"687",0.803,1.14826410942242,0.606,2.46748175577152,0.744,0.159,"2","SPI1"
"688",0.917,1.52557375483307,0.834,2.46639484995527,0.989,0.473,"15","TUBA1B"
"689",0.744,0.860733959235806,0.488,2.46451700949118,0.612,0.132,"6","LY96"
"690",0.87,1.40077960165392,0.74,2.46313165931955,0.911,0.186,"6","AIF1"
"691",0.809,1.26960204023173,0.618,2.46285585410385,0.797,0.276,"16","SLC7A5"
"692",0.713,0.700194660765942,0.426,2.45904818441894,0.508,0.075,"17","PAM"
"693",0.716,0.98278289293992,0.432,2.45625418098077,0.53,0.092,"17","SPON2"
"694",0.773,1.26847495655607,0.546,2.45398673835159,0.682,0.168,"5","CTSW"
"695",0.817,0.761290975818715,0.634,2.45331474862474,0.705,0.054,"15","MKI67"
"696",0.774,1.28693512642695,0.548,2.45264994876717,0.636,0.08,"17","IFI27"
"697",0.771,0.88554966641049,0.542,2.44989343042332,0.676,0.142,"8","PEA15"
"698",0.915,1.52551322316102,0.83,2.44723051624018,0.973,0.578,"7","HMGN2"
"699",0.785,0.924149391242465,0.57,2.44477607891104,0.702,0.14,"14","POU2F2"
