"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"700",0.834,1.37277249985699,0.668,2.44454746588129,0.895,0.314,"8","HLA-DRB5"
"701",0.723,0.619549388403507,0.446,2.44310812627465,0.529,0.078,"14","PXK"
"702",0.776,1.08991340883567,0.552,2.44248881207015,0.698,0.168,"7","PTTG1"
"703",0.703,1.18231425064742,0.406,2.43973221058519,0.53,0.129,"17","MT1E"
"704",0.733,0.479243842792484,0.466,2.43860540624244,0.534,0.054,"15","CENPU"
"705",0.783,1.20676285029874,0.566,2.43783766344511,0.725,0.164,"8","KLF4"
"706",0.745,0.899638187886929,0.49,2.4358363932299,0.618,0.135,"6","CD81"
"707",0.704,0.563856526707528,0.408,2.42666856409148,0.492,0.083,"17","HEBP1"
"708",0.715,0.628267447184256,0.43,2.42500032667767,0.504,0.067,"14","TSPAN13"
"709",0.723,0.746821482952142,0.446,2.42329513618336,0.544,0.097,"18","MCM7"
"710",0.737,0.859739373892808,0.474,2.42031839662138,0.591,0.131,"16","N4BP2L1"
"711",0.768,0.958586610540337,0.536,2.42021793190413,0.671,0.154,"16","GNA15"
"712",0.731,1.11737007854679,0.462,2.4198458738628,0.59,0.148,"4","ICOS"
"713",0.775,1.59282678998031,0.55,2.41799017531372,0.691,0.173,"10","S100A8"
"714",0.715,0.645845542557516,0.43,2.41221906602356,0.515,0.078,"8","CLEC4A"
"715",0.805,0.900980088972885,0.61,2.41066654205789,0.739,0.136,"8","SPINT2"
"716",0.75,0.950747120731987,0.5,2.40554650760552,0.644,0.175,"16","BID"
"717",0.735,1.10163596154399,0.47,2.4044625322029,0.607,0.201,"13","EIF2AK2"
"718",0.798,1.3780163644549,0.596,2.40419106229623,0.822,0.321,"17","RHOB"
"719",0.76,1.01872451095333,0.52,2.40269410211566,0.671,0.182,"16","SLC20A1"
"720",0.796,0.933005891339806,0.592,2.4017551639039,0.739,0.163,"14","LAT2"
"721",0.738,0.960375758780793,0.476,2.40152920115328,0.608,0.155,"2","PTPRE"
"722",0.705,0.576215531948828,0.41,2.39433444839473,0.492,0.08,"17","PGRMC1"
"723",0.909,1.55089705894639,0.818,2.39248302112403,0.983,0.304,"6","TYROBP"
"724",0.852,1.26253214751975,0.704,2.39229156948345,0.904,0.265,"15","YWHAH"
"725",0.726,0.617031016831378,0.452,2.3872247227777,0.533,0.071,"18","ATAD2"
"726",0.757,1.22135189224956,0.514,2.38204777544245,0.678,0.186,"17","KLF4"
"727",0.716,0.721888784866943,0.432,2.38188508674738,0.525,0.089,"8","CSF1R"
"728",0.779,1.27446156507377,0.558,2.38073938379523,0.726,0.278,"13","STAT1"
"729",0.774,1.23547139770825,0.548,2.37778479414149,0.713,0.207,"6","SGK1"
"730",0.924,1.50328545520047,0.848,2.37501507193318,0.985,0.596,"18","HMGN2"
"731",0.759,1.09163886258127,0.518,2.37398191203704,0.669,0.176,"17","CEBPD"
"732",0.717,1.5250159228448,0.434,2.37310144394737,0.514,0.081,"15","SPP1"
"733",0.786,0.605701446323502,0.572,2.37190402189918,0.673,0.085,"15","DTYMK"
"734",0.811,1.52895320945102,0.622,2.37084566475241,0.822,0.33,"16","GZMB"
"735",0.72,0.613866562902524,0.44,2.37045304972436,0.533,0.09,"18","DTYMK"
"736",0.814,1.09190466203815,0.628,2.37000268823768,0.81,0.239,"9","SEC11C"
"737",0.851,1.17639472727913,0.702,2.36895344111397,0.876,0.197,"8","SPI1"
"738",0.725,0.742962330293837,0.45,2.36671809807783,0.548,0.092,"8","IGSF6"
"739",0.713,0.712828007736155,0.426,2.3654878026209,0.526,0.097,"8","RNASE6"
"740",0.89,1.48468181303387,0.78,2.36542140604783,0.964,0.253,"6","FCER1G"
"741",0.753,1.20888292559347,0.506,2.36050208696994,0.713,0.252,"8","YWHAH"
"742",0.747,1.16309001922199,0.494,2.35997365747076,0.635,0.165,"4","CTLA4"
"743",0.926,1.62066028550917,0.852,2.3541243939316,0.999,0.973,"2","FTH1"
"744",0.772,0.789557698251617,0.544,2.35071779316569,0.669,0.125,"14","EHMT1"
"745",0.707,0.58972059207836,0.414,2.34197977098597,0.497,0.078,"14","HVCN1"
"746",0.887,1.53268210383645,0.774,2.34104779169621,0.955,0.223,"6","CST3"
"747",0.742,0.973618094201614,0.484,2.33937421740871,0.615,0.147,"2","C1orf162"
"748",0.723,0.754942536917955,0.446,2.33743174116311,0.558,0.109,"6","LAIR1"
"749",0.707,0.58624376740377,0.414,2.33122703607233,0.501,0.082,"14","DAPP1"
"750",0.733,1.15377324545473,0.466,2.32545353230218,0.625,0.237,"13","EPSTI1"
"751",0.75,1.17129988885142,0.5,2.32398471650614,0.643,0.174,"5","HOPX"
"752",0.746,0.582085049372426,0.492,2.32075233895093,0.55,0.046,"15","CENPF"
"753",0.701,0.70277902797635,0.402,2.31943030985365,0.495,0.09,"14","CD72"
"754",0.725,1.52006878115548,0.45,2.31583069706038,0.805,0.45,"17","MT2A"
"755",0.801,1.38540047774636,0.602,2.31360970848336,0.799,0.339,"11","LMNA"
"756",0.907,1.54631634866438,0.814,2.31036013381334,0.993,0.726,"2","SAT1"
"757",0.831,1.05786683387246,0.662,2.30628704577358,0.835,0.231,"17","DSTN"
"758",0.72,0.600211587663594,0.44,2.3035656994631,0.536,0.089,"8","PAK1"
"759",0.748,0.601709557547708,0.496,2.30203727044071,0.597,0.088,"15","CAMK1"
"760",0.819,1.25913247048931,0.638,2.29962385117625,0.829,0.292,"6","CAPG"
"761",0.701,0.830952883557597,0.402,2.29951204318484,0.532,0.152,"2","IFNGR2"
"762",0.834,1.16831548548654,0.668,2.29831984963445,0.827,0.15,"15","MS4A6A"
"763",0.769,1.42249665853699,0.538,2.29405868322865,0.797,0.459,"12","CSTB"
"764",0.813,0.935041735507363,0.626,2.29390294795929,0.79,0.18,"14","RFTN1"
"765",0.719,0.877865493944197,0.438,2.29190385177642,0.553,0.117,"6","MARCKS"
"766",0.731,0.888928244248505,0.462,2.29186352821307,0.579,0.114,"8","PHLDA2"
"767",0.72,0.456032329299783,0.44,2.28859502528195,0.523,0.071,"15","MGST2"
"768",0.769,1.12621032334043,0.538,2.28404870554334,0.715,0.235,"2","NINJ1"
"769",0.851,1.53466711257281,0.702,2.28075022965727,0.888,0.236,"5","GNLY"
"770",0.787,0.747661053032773,0.574,2.27729270463981,0.696,0.105,"15","IGSF6"
"771",0.757,1.41146982846359,0.514,2.27593196237292,0.629,0.118,"7","CXCL13"
"772",0.719,0.462619258778571,0.438,2.26952495463861,0.508,0.058,"15","MMP14"
"773",0.769,1.26869815724947,0.538,2.26605718076813,0.692,0.188,"1","CD8A"
"774",0.773,0.79845595512009,0.546,2.26415293457362,0.687,0.145,"14","MBD4"
"775",0.709,1.35051344884306,0.418,2.26352072079064,0.593,0.221,"2","AREG"
"776",0.775,0.879148418019811,0.55,2.2627532422053,0.686,0.158,"16","SPINT2"
"777",0.789,1.1624605317805,0.578,2.26075026413604,0.774,0.29,"18","DUT"
"778",0.847,1.14830662381543,0.694,2.2606889686822,0.88,0.265,"14","NCF1"
"779",0.707,0.706579332847187,0.414,2.25661831938934,0.52,0.107,"7","DNAJC9"
"780",0.809,1.33745697419026,0.618,2.25338420225773,0.851,0.408,"16","RGS2"
"781",0.83,1.46633791092716,0.66,2.24518087588406,0.884,0.292,"1","GZMA"
"782",0.788,0.856264873770031,0.576,2.24507890372191,0.731,0.157,"14","NCOA3"
"783",0.73,0.50939638868348,0.46,2.24391530528767,0.549,0.075,"15","HNMT"
"784",0.758,1.0506813271302,0.516,2.24351260460423,0.743,0.255,"8","PPA1"
"785",0.77,0.996478551244606,0.54,2.24197778223464,0.637,0.097,"16","MZB1"
"786",0.723,0.518295033543683,0.446,2.24176856214977,0.533,0.074,"15","IL18"
"787",0.751,1.36070749852942,0.502,2.23782323482299,0.788,0.477,"12","TXN"
"788",0.74,0.708236942573103,0.48,2.23551950765248,0.607,0.122,"14","LY86"
"789",0.842,1.37719479278541,0.684,2.23298382621481,0.891,0.513,"13","ISG20"
"790",0.848,1.47442693987431,0.696,2.23070145539153,0.941,0.268,"17","CST3"
"791",0.748,1.30234617347818,0.496,2.22447068360458,0.721,0.268,"2","IFITM3"
"792",0.714,1.35448111351884,0.428,2.22427611683075,0.51,0.079,"15","APOE"
"793",0.714,0.995447505701815,0.428,2.22107660672896,0.6,0.227,"12","DSTN"
"794",0.738,1.12224841260699,0.476,2.22010876207957,0.639,0.185,"16","KLF4"
"795",0.747,0.747378705126881,0.494,2.21956586398782,0.626,0.126,"18","DNAJC9"
"796",0.711,0.606475541738695,0.422,2.21655926449773,0.507,0.07,"19","CD19"
"797",0.798,1.37135133549949,0.596,2.21598771253152,0.806,0.422,"10","NAMPT"
"798",0.799,0.945442184158676,0.598,2.2128813107683,0.773,0.212,"14","SEC14L1"
"799",0.797,1.39035739874164,0.594,2.2121007807891,0.936,0.593,"14","HMGN2"
"800",0.73,0.639799935711738,0.46,2.20937164635266,0.54,0.062,"19","VPREB3"
"801",0.742,0.766485726919675,0.484,2.20698124381999,0.605,0.117,"18","PCNA"
"802",0.722,0.414523592131359,0.444,2.20694087999057,0.51,0.052,"15","UBE2T"
"803",0.717,0.756106333922331,0.434,2.20244545876553,0.552,0.122,"7","LMNB1"
"804",0.708,0.730362798883164,0.416,2.20053723327716,0.535,0.123,"7","USP1"
"805",0.729,0.630752257278932,0.458,2.19650468558207,0.573,0.115,"14","GRHPR"
"806",0.782,1.04363304530896,0.564,2.19588070944825,0.748,0.234,"6","ASAH1"
"807",0.707,0.71575155222067,0.414,2.19496242993671,0.532,0.127,"16","MAPKAPK2"
"808",0.792,0.903164719102555,0.584,2.19394179939706,0.752,0.193,"14","SYPL1"
"809",0.719,0.89862785550537,0.438,2.19314064846462,0.574,0.137,"16","CXCR3"
"810",0.708,1.31795815926616,0.416,2.19254286699689,0.856,0.466,"8","TXN"
"811",0.887,1.31166612582639,0.774,2.19114065289793,0.958,0.504,"14","LIMD2"
"812",0.775,0.97997169219616,0.55,2.18977143536104,0.722,0.202,"6","CTSH"
"813",0.75,0.698768004630177,0.5,2.18769199203991,0.632,0.133,"14","STX7"
"814",0.746,0.444734869980743,0.492,2.18557925768063,0.57,0.061,"15","SMC2"
"815",0.813,0.958068551677106,0.626,2.18495242285432,0.823,0.231,"9","FKBP2"
"816",0.758,0.892675591191074,0.516,2.18378717749183,0.662,0.146,"6","RAB31"
"817",0.812,1.20420674997408,0.624,2.18276217193557,0.838,0.332,"6","ANXA2"
"818",0.72,0.73826177034947,0.44,2.1815659107152,0.574,0.143,"16","ETV6"
"819",0.783,0.679421673239975,0.566,2.18063873072333,0.687,0.101,"15","CSF1R"
"820",0.803,1.24658178517357,0.606,2.17796596966059,0.8,0.242,"2","GLUL"
"821",0.722,0.745653351149505,0.444,2.17551347245203,0.576,0.141,"7","NUDT1"
"822",0.721,1.16398855258201,0.442,2.17248656060079,0.602,0.18,"14","STMN1"
"823",0.915,1.45149771134659,0.83,2.17209411098731,0.988,0.68,"13","IFITM1"
"824",0.767,1.18397348724264,0.534,2.1671646300753,0.71,0.222,"5","PRF1"
"825",0.741,1.09555560647024,0.482,2.16593158871038,0.665,0.281,"13","TRIM22"
"826",0.792,0.874149091632911,0.584,2.16457589358669,0.758,0.197,"17","CRTAP"
"827",0.732,0.644976774663372,0.464,2.16352820127518,0.585,0.118,"17","RTL8C"
"828",0.721,0.598227398858539,0.442,2.16300384195642,0.555,0.111,"14","SMIM20"
"829",0.709,0.690850723853589,0.418,2.1567112307908,0.532,0.116,"7","SKA2"
"830",0.795,1.03656604987197,0.59,2.15305035057131,0.762,0.188,"6","SPI1"
"831",0.806,1.08762928815995,0.612,2.15169777023467,0.754,0.136,"2","CD68"
"832",0.744,0.988374420967385,0.488,2.15130798543592,0.615,0.133,"2","KLF4"
"833",0.777,1.18204668228171,0.554,2.14944346179244,0.816,0.362,"16","NR3C1"
"834",0.725,0.796771098940378,0.45,2.14917703961731,0.587,0.15,"7","ANP32E"
"835",0.87,1.27415866855936,0.74,2.1480244245566,0.951,0.342,"15","NPC2"
"836",0.763,1.34109974159099,0.526,2.14374852192135,0.679,0.17,"10","G0S2"
"837",0.752,1.10658396876698,0.504,2.13934443861359,0.691,0.3,"13","IRF7"
"838",0.73,0.751885205024148,0.46,2.13789038340617,0.603,0.151,"6","HEXB"
"839",0.783,1.22280327878189,0.566,2.13647786495593,0.774,0.39,"13","RNF213"
"840",0.849,1.32684995314898,0.698,2.13585842366443,0.907,0.417,"5","CST7"
"841",0.794,0.757734322112725,0.588,2.13547347102931,0.723,0.115,"15","TGFBI"
"842",0.796,0.892215767144209,0.592,2.13415466901474,0.755,0.155,"8","RAB31"
"843",0.743,0.871877854074805,0.486,2.13413462816262,0.62,0.139,"2","FCGRT"
"844",0.788,0.839905544792358,0.576,2.13173504267067,0.748,0.196,"14","SMARCB1"
"845",0.869,1.23680662456411,0.738,2.13018447194315,0.963,0.225,"15","AIF1"
"846",0.745,0.485399983724039,0.49,2.12970041785725,0.592,0.083,"15","SIRPA"
"847",0.744,0.667420948086508,0.488,2.12946315338017,0.587,0.081,"19","BANK1"
"848",0.805,0.954152444552827,0.61,2.12843239908767,0.766,0.135,"15","TMEM176B"
"849",0.709,0.749182001370692,0.418,2.124140507264,0.558,0.155,"16","HIGD1A"
"850",0.787,0.880575258139308,0.574,2.12341764427488,0.752,0.183,"14","HLA-DMB"
"851",0.757,1.07085581271621,0.514,2.12188771581316,0.602,0.075,"17","THBS1"
"852",0.747,0.516999125407946,0.494,2.12151931676011,0.586,0.071,"15","CENPM"
"853",0.734,0.833906406736962,0.468,2.12070327480715,0.605,0.142,"2","RNF130"
"854",0.783,1.20117842330381,0.566,2.11872390328648,0.745,0.217,"5","GZMH"
"855",0.706,0.630620471385673,0.412,2.11629955120096,0.535,0.124,"14","CCDC88A"
"856",0.704,1.03935593280401,0.408,2.11596587190258,0.54,0.147,"1","CD8B"
"857",0.741,1.2078685694301,0.482,2.11462266847959,0.703,0.281,"4","LTB"
"858",0.798,1.18963873292207,0.596,2.11403308607963,0.834,0.334,"6","LGALS3"
"859",0.792,1.39760353835368,0.584,2.1133006945323,0.821,0.354,"7","GZMA"
"860",0.858,1.12157012039895,0.716,2.11287668605954,0.915,0.374,"14","TCEA1"
"861",0.874,1.39957222849606,0.748,2.10743770670279,0.966,0.383,"1","CCL5"
"862",0.764,0.897019421260248,0.528,2.1060863292899,0.662,0.123,"14","LY9"
"863",0.734,0.681229070153346,0.468,2.10568320414327,0.597,0.128,"17","TNFRSF1A"
"864",0.779,1.24512942325298,0.558,2.09557250169895,0.773,0.294,"11","GLUL"
"865",0.841,1.37799486393064,0.682,2.09192718028886,0.948,0.636,"12","S100A11"
"866",0.813,0.950314922517979,0.626,2.08955512389495,0.824,0.211,"8","CTSH"
"867",0.731,0.780253338652076,0.462,2.0880564923365,0.609,0.159,"7","CARHSP1"
"868",0.819,0.917299921381524,0.638,2.08673606252162,0.82,0.182,"15","CTSZ"
"869",0.702,0.70694857667426,0.404,2.08424212224053,0.539,0.132,"6","BLVRB"
"870",0.701,0.837730763439183,0.402,2.08226404595987,0.503,0.095,"2","TMEM176B"
"871",0.836,1.18622103010528,0.672,2.07934968134974,0.875,0.205,"8","AIF1"
"872",0.741,0.722900290579652,0.482,2.07596770527536,0.6,0.101,"15","LGMN"
"873",0.783,0.890511582036983,0.566,2.07470423274226,0.707,0.129,"19","LY9"
"874",0.709,0.514501206485409,0.418,2.06865405869197,0.513,0.083,"18","EZH2"
"875",0.732,0.916988003656384,0.464,2.06852676145107,0.642,0.208,"2","UPP1"
"876",0.846,1.03480086218963,0.692,2.06576068125064,0.903,0.218,"15","SPI1"
"877",0.712,0.484624561440897,0.424,2.06451121971398,0.505,0.067,"15","DAB2"
"878",0.719,0.733898336231957,0.438,2.06308611063332,0.57,0.129,"14","HLA-DQA2"
"879",0.829,1.19231143007806,0.658,2.06252265204498,0.881,0.4,"6","CD63"
"880",0.797,1.2797865114634,0.594,2.05966538712857,0.806,0.253,"1","GZMB"
"881",0.85,1.10775616899896,0.7,2.05646071817302,0.905,0.198,"15","CD68"
"882",0.813,1.15416476712532,0.626,2.0528063917413,0.857,0.337,"2","TYMP"
"883",0.764,0.977690468029612,0.528,2.05155696070888,0.742,0.264,"6","ATOX1"
"884",0.813,0.947303057120016,0.626,2.05052999150312,0.831,0.232,"14","LYN"
"885",0.737,0.804583596129313,0.474,2.05046034315297,0.647,0.191,"14","METAP2"
"886",0.776,1.11692273935538,0.552,2.0500699223521,0.769,0.316,"3","CD55"
"887",0.754,0.931156641385675,0.508,2.04929382385301,0.687,0.214,"2","ASAH1"
"888",0.724,0.526572714030901,0.448,2.04915550055138,0.537,0.073,"15","PMP22"
"889",0.754,0.903489947873893,0.508,2.04845555406324,0.684,0.179,"8","C1orf162"
"890",0.762,1.18490981704275,0.524,2.04587909730664,0.71,0.206,"6","IER3"
"891",0.76,0.734800266863293,0.52,2.0451005501937,0.667,0.132,"14","RBM38"
"892",0.852,1.12540098357159,0.704,2.04429603091819,0.924,0.34,"8","HLA-DMA"
"893",0.773,0.781028452785803,0.546,2.03876664406669,0.715,0.168,"14","CCDC69"
"894",0.725,0.938058491610699,0.45,2.03789940999327,0.565,0.105,"2","MS4A6A"
"895",0.705,1.3616126267122,0.41,2.03674088592994,0.605,0.226,"1","GNLY"
"896",0.715,0.733892341485825,0.43,2.0330938750893,0.585,0.164,"16","FYTTD1"
"897",0.768,0.743328429652561,0.536,2.03260470535937,0.682,0.133,"18","SMC4"
"898",0.736,0.802493087657668,0.472,2.03096153731825,0.639,0.181,"6","PPT1"
"899",0.701,0.871724329156059,0.402,2.02771528611588,0.527,0.125,"8","TMEM176B"
"900",0.818,0.949929466958815,0.636,2.02748548707204,0.78,0.113,"19","MS4A1"
"901",0.714,0.596199366406102,0.428,2.02672174959665,0.541,0.101,"14","MAP4K4"
"902",0.706,0.948351554282108,0.412,2.02353466706165,0.595,0.253,"4","DNPH1"
"903",0.712,0.983978605742587,0.424,2.02243333602342,0.656,0.247,"8","INSIG1"
"904",0.859,1.25379812106654,0.718,2.01719178668836,0.94,0.318,"15","CTSB"
"905",0.891,1.26388512172989,0.782,2.01445405059999,0.977,0.614,"7","H2AFZ"
"906",0.901,1.25859102059307,0.802,2.0098660123297,0.999,0.593,"15","HMGN2"
"907",0.715,0.953994257278777,0.43,2.00980178805508,0.588,0.16,"6","KLF4"
"908",0.845,1.29428234532701,0.69,2.00948807986185,0.879,0.176,"6","LYZ"
"909",0.901,1.27664603768913,0.802,2.00889852684724,0.977,0.713,"7","HMGB1"
"910",0.803,1.12532478480043,0.606,2.0084188649116,0.849,0.364,"16","ARL4C"
"911",0.788,0.756131690175199,0.576,2.00762323541618,0.728,0.133,"15","CALHM6"
"912",0.884,1.22379681674974,0.768,2.00426541590783,0.964,0.603,"14","HMGN1"
"913",0.726,0.426179047964983,0.452,2.00248550575409,0.554,0.087,"15","FUCA2"
"914",0.853,1.30533613434017,0.706,2.00205573818112,0.963,0.525,"4","IL32"
"915",0.757,1.1686582625885,0.514,2.00138768673623,0.773,0.463,"12","PRDX1"
"916",0.834,1.06485468201961,0.668,2.0011231686161,0.889,0.258,"15","GRN"
"917",0.709,0.665296968099103,0.418,1.99931958984821,0.556,0.142,"16","DDAH2"
"918",0.782,0.82224542223573,0.564,1.994505139144,0.72,0.154,"14","BASP1"
"919",0.747,0.872706362760468,0.494,1.99309784756436,0.681,0.203,"16","PTPRE"
"920",0.737,0.576005337035909,0.474,1.98762910641161,0.588,0.095,"15","LILRB4"
"921",0.731,0.717531939345632,0.462,1.98582565233412,0.592,0.12,"8","CALHM6"
"922",0.745,0.759510626518152,0.49,1.98451531034965,0.656,0.161,"18","TMPO"
"923",0.803,1.16552300199573,0.606,1.98231043777116,0.843,0.311,"14","LTB"
"924",0.844,1.10702168514275,0.688,1.98222796824898,0.935,0.321,"15","CAPG"
"925",0.702,0.718672071620094,0.404,1.98037628855257,0.551,0.159,"7","DNMT1"
"926",0.785,0.982900182434385,0.57,1.9799499727123,0.787,0.301,"7","RANBP1"
"927",0.708,0.763258813580436,0.416,1.97819706408212,0.575,0.164,"6","HLA-DMB"
"928",0.711,0.384101950180972,0.422,1.97695989385106,0.505,0.069,"15","RAB32"
"929",0.775,0.781537839182161,0.55,1.97638985375315,0.727,0.167,"8","HLA-DMB"
"930",0.832,1.12714572775888,0.664,1.97138937699174,0.866,0.324,"2","PSAP"
"931",0.704,0.541411503577273,0.408,1.9706185935235,0.532,0.111,"9","RRBP1"
"932",0.734,0.723946768593011,0.468,1.9703077966106,0.6,0.119,"8","FGL2"
"933",0.736,0.848695291632649,0.472,1.96928977538155,0.669,0.24,"16","SELENOS"
"934",0.761,0.766158017327103,0.522,1.9674198465553,0.697,0.18,"18","CARHSP1"
"935",0.711,1.07759779818038,0.422,1.96588808196685,0.663,0.282,"6","FABP5"
"936",0.774,0.683403291610562,0.548,1.96511076951105,0.704,0.133,"15","CREG1"
"937",0.757,0.93263985321852,0.514,1.96264170435897,0.717,0.25,"2","GRINA"
"938",0.831,1.04951874618968,0.662,1.96166078941877,0.892,0.397,"14","POLD4"
"939",0.713,0.572352325328133,0.426,1.9606702824317,0.534,0.094,"17","MAP1LC3A"
"940",0.716,0.393302237216853,0.432,1.95796333244778,0.524,0.076,"15","NECTIN2"
"941",0.759,0.707939795853596,0.518,1.95249787820806,0.662,0.13,"14","CD38"
"942",0.71,0.36828033830016,0.42,1.95161006550556,0.497,0.061,"15","CENPN"
"943",0.758,0.885863205863792,0.516,1.94969672438857,0.717,0.251,"7","NUCKS1"
"944",0.714,0.577392222919182,0.428,1.94882069995348,0.549,0.11,"14","ZCCHC7"
"945",0.779,0.806899371240051,0.558,1.94879715746076,0.707,0.125,"15","TMEM176A"
"946",0.731,0.587918993744772,0.462,1.9464949737051,0.581,0.104,"8","HCK"
"947",0.716,0.654411840058489,0.432,1.94287060750553,0.57,0.133,"14","FAM3C"
"948",0.905,1.22861208418153,0.81,1.94220592847773,0.992,0.628,"15","H2AFZ"
"949",0.881,1.18987535002569,0.762,1.94188217082697,0.964,0.612,"3","CD37"
"950",0.754,0.918976776862052,0.508,1.94021552436224,0.664,0.141,"6","SERPINA1"
"951",0.748,0.991626192465505,0.496,1.94008097881832,0.732,0.319,"2","SERPINB1"
"952",0.717,0.902980667810307,0.434,1.93795800164494,0.632,0.229,"2","CEBPB"
"953",0.828,1.07594852897282,0.656,1.93645262342719,0.887,0.425,"18","H2AFV"
"954",0.733,0.499909509619511,0.466,1.93594220195952,0.586,0.103,"15","PAK1"
"955",0.701,0.656073900924533,0.402,1.93492332162883,0.54,0.141,"7","CCDC167"
"956",0.708,0.70921773727645,0.416,1.93347949047288,0.547,0.126,"6","TNFSF13B"
"957",0.716,0.550549289977256,0.432,1.92601009843019,0.546,0.1,"14","HDAC7"
"958",0.714,1.04943352950076,0.428,1.9204182022057,0.603,0.194,"1","GZMH"
"959",0.751,0.987003519771976,0.502,1.92031560662037,0.706,0.256,"4","SPOCK2"
"960",0.81,1.10163579355564,0.62,1.91882186108231,0.887,0.434,"16","HSP90B1"
"961",0.707,0.607571570488875,0.414,1.91847869734365,0.547,0.12,"17","NDRG1"
"962",0.736,0.705695862340155,0.472,1.91743979805236,0.661,0.186,"17","CYB5R3"
"963",0.803,0.882937142291549,0.606,1.91540593489738,0.835,0.261,"14","TMEM243"
"964",0.767,0.951608959439256,0.534,1.91209713139314,0.718,0.207,"2","GRN"
"965",0.743,0.49585999042205,0.486,1.90863218961549,0.599,0.091,"15","CLEC4A"
"966",0.864,1.25427584448866,0.728,1.9071700546415,0.974,0.263,"15","CST3"
"967",0.841,1.20136933109668,0.682,1.90633855296538,0.916,0.579,"13","LY6E"
"968",0.706,0.60001883390918,0.412,1.90617628795495,0.551,0.139,"14","ATP6V1E1"
"969",0.708,0.72249740731982,0.416,1.90554865384882,0.576,0.167,"6","SLC16A3"
"970",0.761,0.986839599953685,0.522,1.90544738792503,0.734,0.219,"8","SGK1"
"971",0.805,0.944787030370671,0.61,1.90154028778176,0.8,0.189,"8","LST1"
"972",0.722,0.787508788966507,0.444,1.90153017696636,0.581,0.129,"17","TMEM176A"
"973",0.71,1.07218060250243,0.42,1.90128130120407,0.717,0.342,"14","HMGB2"
"974",0.741,0.785266431261321,0.482,1.89615113694236,0.67,0.209,"7","RPA3"
"975",0.705,0.870594967270405,0.41,1.89412919243039,0.609,0.24,"2","RILPL2"
"976",0.779,0.953184301088496,0.558,1.89291993320751,0.801,0.328,"17","LAPTM4A"
"977",0.772,1.14250314096788,0.544,1.89224919346353,0.771,0.289,"17","EGR1"
"978",0.8,0.776152596161223,0.6,1.8914478661235,0.767,0.135,"15","MS4A7"
"979",0.778,1.1502451772563,0.556,1.88906990700483,0.83,0.586,"12","NME2"
"980",0.835,1.26722837553476,0.67,1.88821488615011,0.959,0.502,"6","HLA-DRA"
"981",0.719,0.686555656262768,0.438,1.88806728728385,0.602,0.17,"6","ATP6AP1"
"982",0.827,1.22408321536217,0.654,1.88588917403575,0.889,0.215,"15","LYZ"
"983",0.713,0.516538167882743,0.426,1.88216773855278,0.55,0.111,"8","CCDC88A"
"984",0.709,0.380940026778202,0.418,1.88168303540122,0.511,0.075,"15","GNB4"
"985",0.738,0.691820732735003,0.476,1.88124640045229,0.639,0.156,"14","IL4R"
"986",0.736,0.855555471142818,0.472,1.87893972978069,0.678,0.246,"7","RAD21"
"987",0.728,0.98888520649577,0.456,1.87733664502396,0.677,0.336,"13","IFI16"
"988",0.747,0.886977904723374,0.494,1.8737109245379,0.725,0.275,"16","IRF2BP2"
"989",0.766,0.675802563903757,0.532,1.87004284196096,0.67,0.117,"15","MNDA"
"990",0.748,0.830890154405549,0.496,1.86278107575082,0.703,0.193,"18","PTTG1"
"991",0.758,0.520065651845354,0.516,1.86121256648967,0.663,0.122,"15","SNRNP25"
"992",0.923,1.24756779369741,0.846,1.8583446537049,0.995,0.878,"14","ACTG1"
"993",0.734,0.647239991074401,0.468,1.85592596214425,0.636,0.161,"18","NUDT1"
"994",0.702,0.554405081620637,0.404,1.85502574839719,0.544,0.134,"14","MTMR14"
"995",0.875,1.25109153554566,0.75,1.85451438553753,0.988,0.808,"11","VIM"
"996",0.807,1.04127510628917,0.614,1.85330005348261,0.89,0.363,"17","ANXA2"
"997",0.719,0.540791395431706,0.438,1.84973135594719,0.568,0.11,"15","RNASE6"
"998",0.712,0.9277450091612,0.424,1.84840138124373,0.639,0.322,"13","UBE2L6"
"999",0.768,0.757442254528858,0.536,1.84750480913014,0.741,0.228,"14","LYPLA1"
"1000",0.791,0.98081366057686,0.582,1.84681795701419,0.82,0.309,"6","CTSS"
"1001",0.721,0.69517152283725,0.442,1.84556683730548,0.59,0.135,"6","CLEC7A"
"1002",0.745,0.61993912555348,0.49,1.84441275621613,0.646,0.142,"18","USP1"
"1003",0.719,0.568285568531728,0.438,1.84315730952999,0.585,0.136,"18","SSRP1"
"1004",0.715,0.926353148991672,0.43,1.84112329605463,0.629,0.255,"5","CD247"
"1005",0.712,0.443677236612155,0.424,1.84058492600663,0.532,0.087,"15","TIMP2"
"1006",0.786,0.938246885297251,0.572,1.83721105454413,0.808,0.338,"7","DEK"
"1007",0.766,1.05190249164736,0.532,1.83479113591702,0.807,0.341,"8","GPR183"
"1008",0.741,0.454757344519706,0.482,1.83209900465241,0.608,0.1,"15","DBNDD2"
"1009",0.888,1.18799502002388,0.776,1.83206826638886,0.954,0.184,"2","CST3"
"1010",0.822,0.94539450767188,0.644,1.829349630465,0.871,0.238,"8","GRN"
"1011",0.846,1.02904364854551,0.692,1.82439374088655,0.945,0.405,"14","RHOH"
