"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CD8A",0,1.72537437083677,0.843,0.401,0,"0","CD8A"
"GZMA",0,1.82094645843795,0.972,0.54,0,"0","GZMA"
"GNLY",0,1.21097923490991,0.795,0.37,0,"0","GNLY"
"TRBV28",0,2.63238477250681,0.544,0.132,0,"0","TRBV28"
"NKG7",0,1.45551452557909,0.944,0.539,0,"0","NKG7"
"CXCL13",0,1.03728750692737,0.664,0.274,0,"0","CXCL13"
"GZMB",0,1.16684308657642,0.855,0.465,0,"0","GZMB"
"LINC01871",0,2.21004604168943,0.629,0.272,0,"0","LINC01871"
"CCL5",0,1.18719919803611,0.964,0.608,0,"0","CCL5"
"TRAV4",0,2.97523852782408,0.438,0.104,0,"0","TRAV4"
"CD8B",0,1.6447301323304,0.639,0.317,0,"0","CD8B"
"GZMH",0,1.61176708140164,0.609,0.319,0,"0","GZMH"
"ALOX5AP",0,1.18680870352132,0.763,0.521,0,"0","ALOX5AP"
"TRGV10",0,2.69012914014474,0.273,0.07,0,"0","TRGV10"
"CD7",0,0.974875738274484,0.915,0.763,0,"0","CD7"
"CD3D",0,1.13486132068364,0.908,0.777,0,"0","CD3D"
"HCST",0,0.905795487378513,0.762,0.658,0,"0","HCST"
"CRIP1",0,0.876515326826093,0.939,0.848,0,"0","CRIP1"
"IFITM2",0,0.766512352330849,0.87,0.793,0,"0","IFITM2"
"GAPDH",0,0.739036071414545,0.984,0.928,0,"0","GAPDH"
"RPS26",0,0.554150766601462,0.984,0.938,0,"0","RPS26"
"SH3BGRL3",0,0.645156023472019,0.965,0.938,0,"0","SH3BGRL3"
"RPS27",6.54191752273988e-304,0.357449624855013,0.996,0.99,2.1940282987765e-299,"0","RPS27"
"ACTB",1.21451426415465e-301,0.397885805091244,0.998,0.994,4.07323793912187e-297,"0","ACTB"
"FKBP1A",7.88187136996763e-291,1.12892259640603,0.654,0.539,2.64342202005974e-286,"0","FKBP1A"
"CCL3",1.96841516052051e-278,1.019526786029,0.482,0.249,6.60167076535368e-274,"0","CCL3"
"AC243829.4",2.8136584773797e-268,2.2767117251671,0.256,0.096,9.43644780143605e-264,"0","AC243829.4"
"TRBC1",2.05989941352022e-253,1.18707548196811,0.56,0.383,6.90849065306412e-249,"0","TRBC1"
"CD3E",5.46208065402973e-251,0.589623804707704,0.888,0.857,1.83187260974849e-246,"0","CD3E"
"TMSB4X",5.7976005884521e-250,0.300281298355154,0.999,0.998,1.94439928535507e-245,"0","TMSB4X"
"PRF1",2.87064670382042e-247,1.12519686964804,0.557,0.371,9.62757491527294e-243,"0","PRF1"
"ACP5",4.56063723278333e-215,1.19661019639209,0.512,0.355,1.52954651513087e-210,"0","ACP5"
"IFITM1",3.46250287190892e-209,0.503458178280257,0.932,0.839,1.16125421318081e-204,"0","IFITM1"
"IFNG",2.30936076227031e-193,0.837778233164609,0.504,0.317,7.74513412450218e-189,"0","IFNG"
"LAG3",6.02142949978887e-193,1.06479363292935,0.503,0.342,2.01946702563919e-188,"0","LAG3"
"CCL4",1.64301560140437e-187,0.256033382319745,0.68,0.464,5.51034572398996e-183,"0","CCL4"
"PFN1",6.85502893098266e-187,0.368877421652549,0.972,0.953,2.29903960287296e-182,"0","PFN1"
"RPL12",8.26139152639975e-184,0.367624051802041,0.973,0.972,2.77070549012395e-179,"0","RPL12"
"TIGIT",9.66922761548426e-182,1.01359847539136,0.568,0.45,3.24286555768111e-177,"0","TIGIT"
"ATP5F1E",2.08399217296212e-167,0.451920949638442,0.897,0.897,6.98929294968036e-163,"0","ATP5F1E"
"LINC02195",2.86089116314553e-166,1.8123145382619,0.295,0.159,9.59485678295746e-162,"0","LINC02195"
"CFL1",3.78862212845997e-164,0.450782915483376,0.902,0.889,1.2706280894429e-159,"0","CFL1"
"CTSW",1.80186923688647e-158,0.989030796417488,0.377,0.216,6.04310904666984e-154,"0","CTSW"
"TMA7",5.91596877407443e-138,0.54223705054567,0.786,0.793,1.98409760744908e-133,"0","TMA7"
"RGS1",1.90074800486547e-137,0.343901450237651,0.808,0.71,6.37472865871781e-133,"0","RGS1"
"PLPP1",1.51918541494093e-136,1.79348525450526,0.26,0.142,5.09504404462888e-132,"0","PLPP1"
"MYL6",3.13773654795229e-133,0.397098914143787,0.897,0.885,1.05233408345224e-128,"0","MYL6"
"EVL",2.44532199526108e-131,0.77070906908062,0.625,0.584,8.20112090770661e-127,"0","EVL"
"COTL1",8.55941532686137e-125,0.529248186675969,0.75,0.681,2.87065671232277e-120,"0","COTL1"
"CLEC2B",6.14524446227633e-122,0.811343479365116,0.549,0.458,2.06099208775824e-117,"0","CLEC2B"
"APOBEC3G",2.52423290073575e-121,1.15469290796776,0.44,0.343,8.46577230248756e-117,"0","APOBEC3G"
"PSMB9",7.18922585528234e-117,0.595541590578714,0.69,0.659,2.41112256734459e-112,"0","PSMB9"
"PTPN6",1.65507562733866e-114,1.42537826067587,0.343,0.24,5.55079263896839e-110,"0","PTPN6"
"CST7",1.74615248387246e-111,0.608290611822746,0.666,0.597,5.85624620041146e-107,"0","CST7"
"GSTP1",6.38534812877703e-105,0.942049460991731,0.454,0.365,2.14151805542924e-100,"0","GSTP1"
"MIF",6.53867937564416e-102,0.458902517432068,0.792,0.796,2.19294228900354e-97,"0","MIF"
"ARPC2",7.29742839573629e-98,0.471813939688033,0.765,0.754,2.44741153536204e-93,"0","ARPC2"
"CORO1A",9.86136903720602e-97,0.510947051844906,0.737,0.724,3.30730594769816e-92,"0","CORO1A"
"PAXX",5.78119248369633e-96,0.83860843496878,0.543,0.511,1.93889633518208e-91,"0","PAXX"
"UBL5",3.63061181350669e-95,0.5760214600085,0.661,0.67,1.21763459001387e-90,"0","UBL5"
"PTPRCAP",2.73415516474023e-93,0.439090347063947,0.786,0.803,9.16980959150578e-89,"0","PTPRCAP"
"FTL",6.31693020720304e-90,0.271598175160341,0.889,0.89,2.11857205289176e-85,"0","FTL"
"LY6E",6.22859315428101e-86,0.446783041461511,0.739,0.706,2.08894557208276e-81,"0","LY6E"
"DUSP4",1.58294554174581e-82,0.526098767786066,0.62,0.561,5.30888275790709e-78,"0","DUSP4"
"TPI1",5.50245247421643e-81,0.503667321327156,0.676,0.654,1.84541251080271e-76,"0","TPI1"
"CD3G",1.85029205379853e-80,0.7504373585228,0.529,0.487,6.20550949002951e-76,"0","CD3G"
"ARHGAP9",2.73101883030792e-79,1.02803006275458,0.417,0.358,9.15929095308672e-75,"0","ARHGAP9"
"LAIR2",3.42631647998629e-78,0.839808172174204,0.33,0.227,1.1491180210578e-73,"0","LAIR2"
"S100A11",6.59563557673177e-78,0.528550357476512,0.658,0.649,2.2120442597243e-73,"0","S100A11"
"SIRPG",1.02681506183202e-77,1.24917014547653,0.33,0.252,3.44373235437221e-73,"0","SIRPG"
"TNFAIP3",4.61095698452083e-77,0.272666765914476,0.838,0.797,1.5464227534686e-72,"0","TNFAIP3"
"BHLHE40",1.09238639591065e-70,1.07223239094524,0.34,0.26,3.66364549460515e-66,"0","BHLHE40"
"ITM2C",2.02468717964984e-70,1.05377907790313,0.296,0.206,6.79039586310962e-66,"0","ITM2C"
"SEC61G",2.59794332860704e-68,0.702136711014591,0.538,0.543,8.71298233548229e-64,"0","SEC61G"
"CD99",8.8689181369391e-68,0.447064446459005,0.674,0.682,2.97445776476663e-63,"0","CD99"
"SERF2",1.47540070741082e-65,0.277683642808337,0.885,0.91,4.9481988925144e-61,"0","SERF2"
"RARRES3",1.0321900200422e-60,0.649277860372851,0.53,0.5,3.46175888921753e-56,"0","RARRES3"
"CKLF",3.65630023008501e-59,0.792844703258717,0.484,0.463,1.22624997116591e-54,"0","CKLF"
"RPL36AL",3.92625589433493e-58,0.37719291940306,0.731,0.779,1.31678770184205e-53,"0","RPL36AL"
"CD27",7.78210247903271e-56,0.803365688155637,0.424,0.373,2.60996152941799e-51,"0","CD27"
"UQCR10",5.56272082254305e-55,0.649710814518693,0.527,0.537,1.86562530946449e-50,"0","UQCR10"
"LCK",2.452400118507e-54,0.646602326708726,0.537,0.547,8.22485951744878e-50,"0","LCK"
"PSME2",6.81469825999359e-54,0.576054437122799,0.557,0.557,2.28551350243665e-49,"0","PSME2"
"SRP14",3.52953890497922e-52,0.372764612180465,0.71,0.753,1.18373675795193e-47,"0","SRP14"
"SRRT",9.51628468844628e-52,1.35374923951094,0.252,0.189,3.19157155881111e-47,"0","SRRT"
"CLIC1",1.41380935848539e-51,0.372757261818273,0.701,0.721,4.74163382648831e-47,"0","CLIC1"
"ENTPD1",2.12354742275939e-50,1.00639620274407,0.332,0.275,7.12195334645043e-46,"0","ENTPD1"
"BLOC1S1",4.00986597018044e-49,1.25906978605157,0.261,0.2,1.34482884907912e-44,"0","BLOC1S1"
"CTLA4",1.74581344763903e-47,0.544650435399149,0.465,0.419,5.85510914069179e-43,"0","CTLA4"
"ATP5ME",1.32577924256076e-46,0.822511637970339,0.435,0.423,4.44639842370027e-42,"0","ATP5ME"
"COX6C",9.53417239462391e-46,0.477699723646098,0.604,0.638,3.19757073770897e-41,"0","COX6C"
"IFI27L2",8.67229063829656e-45,0.939405108484741,0.383,0.36,2.9085128342719e-40,"0","IFI27L2"
"MGAT4A",1.47971173602347e-44,1.11856843808741,0.277,0.218,4.96265722027551e-40,"0","MGAT4A"
"CD63",1.59424988092944e-43,0.852813982331882,0.385,0.35,5.34679525066115e-39,"0","CD63"
"ATP5MF",4.77221500598891e-43,0.648939736132807,0.483,0.493,1.60050546870856e-38,"0","ATP5MF"
"COX6B1",4.49587035182754e-42,0.485417975702789,0.577,0.621,1.50782499859592e-37,"0","COX6B1"
"RPL36A",8.67282575372528e-41,0.603856983797595,0.489,0.48,2.90869230128438e-36,"0","RPL36A"
"ARPC1B",9.39488878323528e-41,0.430633422202946,0.618,0.641,3.15085780012145e-36,"0","ARPC1B"
"PPIB",2.57851391711247e-39,0.512445420547684,0.578,0.617,8.64781997521179e-35,"0","PPIB"
"SYNGR2",3.99145534890237e-39,0.597184712534718,0.429,0.4,1.33865429491488e-34,"0","SYNGR2"
"PDCD1",2.66648087776556e-38,1.0831426793995,0.262,0.21,8.94284356785014e-34,"0","PDCD1"
"KLRB1",1.61192250711045e-36,0.595251559428316,0.302,0.234,5.40606570434702e-32,"0","KLRB1"
"TBC1D10C",4.21150845341463e-35,0.826884471129459,0.387,0.37,1.4124557051062e-30,"0","TBC1D10C"
"LSP1",5.22112144814153e-35,0.472072528405941,0.573,0.602,1.75105971127771e-30,"0","LSP1"
"CALR",6.3976950009406e-35,0.675577752473472,0.489,0.498,2.14565894941546e-30,"0","CALR"
"CDK2AP2",6.77754089599327e-35,0.968566619840843,0.349,0.323,2.27305166569822e-30,"0","CDK2AP2"
"DBI",1.793438128495e-34,0.654207858099611,0.465,0.484,6.01483279534654e-30,"0","DBI"
"ALDOA",5.31633511153844e-33,0.554077462559895,0.503,0.526,1.78299246970776e-28,"0","ALDOA"
"SH2D2A",1.48278773521166e-32,0.667106080426259,0.424,0.41,4.97297350635287e-28,"0","SH2D2A"
"UQCR11",2.16156777501959e-32,0.457620357610659,0.575,0.633,7.24946600386069e-28,"0","UQCR11"
"GPR174",1.10539263141713e-31,0.917609662996531,0.305,0.266,3.70726580724678e-27,"0","GPR174"
"PARK7",8.73103350053373e-31,0.575123922506533,0.502,0.527,2.928214015409e-26,"0","PARK7"
"ATP5MG",1.58154017191718e-30,0.287510713730244,0.74,0.794,5.30416942857585e-26,"0","ATP5MG"
"HOPX",1.06019342659698e-29,0.900258909443179,0.27,0.22,3.55567671412095e-25,"0","HOPX"
"DRAP1",1.56097679535139e-29,0.544901308796766,0.501,0.53,5.23520397624949e-25,"0","DRAP1"
"ELOB",2.05398802843675e-28,0.41965807018628,0.572,0.631,6.88866504977118e-24,"0","ELOB"
"POLR2L",2.58993227346646e-28,0.552840318059957,0.485,0.518,8.68611485875181e-24,"0","POLR2L"
"CHST12",4.2638306039127e-28,1.03776875273977,0.277,0.243,1.43000350794024e-23,"0","CHST12"
"COX7A2",4.62831821582634e-28,0.413847927559887,0.58,0.641,1.55224536322384e-23,"0","COX7A2"
"TNFRSF9",5.5853744028369e-28,0.961761322890473,0.253,0.207,1.87322286722344e-23,"0","TNFRSF9"
"CBLB",1.30343488755512e-27,0.760946156025408,0.372,0.357,4.37145992588235e-23,"0","CBLB"
"CD2",1.18266877746135e-26,0.28286839256793,0.695,0.734,3.96643454584988e-22,"0","CD2"
"PSME1",1.44450647645024e-26,0.379310686399347,0.608,0.661,4.8445858207188e-22,"0","PSME1"
"ZYX",1.3612782856081e-24,0.695610232209434,0.393,0.395,4.56545511427243e-20,"0","ZYX"
"PRDX5",2.30353487308858e-24,0.672113761664084,0.41,0.423,7.7255952573645e-20,"0","PRDX5"
"ATP5MPL",2.44260423440137e-24,0.641887801369228,0.44,0.469,8.19200608133532e-20,"0","ATP5MPL"
"SDF2L1",2.77719811626086e-24,1.05421809595699,0.275,0.248,9.31416704231568e-20,"0","SDF2L1"
"COX6A1",7.65819247678491e-24,0.329733025876542,0.619,0.685,2.56840459286412e-19,"0","COX6A1"
"BIN1",9.71772057380225e-24,1.00888248663924,0.259,0.229,3.2591291260418e-19,"0","BIN1"
"MIR155HG",2.88216320583868e-23,0.818762186867366,0.257,0.217,9.66619895974177e-19,"0","MIR155HG"
"CD52",4.36119553273919e-23,0.283214162426432,0.685,0.729,1.46265775777007e-18,"0","CD52"
"ATP5MC3",2.26238255145162e-22,0.452809423374966,0.506,0.542,7.58757860105843e-18,"0","ATP5MC3"
"RNASEK",2.45518964438715e-22,0.476677037578897,0.514,0.569,8.23421502934563e-18,"0","RNASEK"
"PET100",2.68043146329624e-22,0.777299897580735,0.366,0.37,8.98963104160292e-18,"0","PET100"
"IDH2",4.81338397104683e-22,0.839196100358109,0.319,0.305,1.61431271620969e-17,"0","IDH2"
"C12orf57",7.36332911968085e-22,0.409919340991893,0.563,0.615,2.46951332015856e-17,"0","C12orf57"
"ID2",1.09137365101679e-21,0.417811409542104,0.471,0.467,3.66024895078012e-17,"0","ID2"
"SCAND1",2.65669435141406e-21,0.596044445268072,0.448,0.478,8.91002151577246e-17,"0","SCAND1"
"FABP5",4.73244524285483e-21,0.576764516097712,0.339,0.311,1.58716748554865e-16,"0","FABP5"
"OST4",8.55128094635974e-20,0.331627630188797,0.613,0.692,2.86792860379013e-15,"0","OST4"
"RAB27A",3.79210176469162e-19,0.814346594930171,0.309,0.296,1.27179508984228e-14,"0","RAB27A"
"RABAC1",7.68276087089986e-19,0.658847004102392,0.404,0.426,2.57664434088239e-14,"0","RABAC1"
"COX7C",7.59293538413596e-18,0.258864671176518,0.674,0.755,2.54651866913152e-13,"0","COX7C"
"DNAJC8",2.1715223880428e-17,0.26878252938779,0.173,0.259,7.28285178501795e-13,"0","DNAJC8"
"SNRPC",5.32039339088803e-17,0.257892928499365,0.175,0.261,1.78435353543603e-12,"0","SNRPC"
"ATP5MD",1.34486496422481e-16,0.503529791923149,0.466,0.514,4.51040811701716e-12,"0","ATP5MD"
"NDUFA3",1.44359446688554e-16,0.661064091918757,0.382,0.405,4.84152712304071e-12,"0","NDUFA3"
"CNN2",6.24931734748268e-16,0.566713088631867,0.396,0.411,2.09589605199874e-11,"0","CNN2"
"RHOA",8.24610467874248e-16,0.282827060914943,0.626,0.689,2.76557858715665e-11,"0","RHOA"
"ABRACL",1.56062699655615e-15,0.511036892104768,0.456,0.497,5.23403082105e-11,"0","ABRACL"
"SEM1",4.74022421946787e-15,0.540836649001401,0.441,0.489,1.58977639872513e-10,"0","SEM1"
"PHLDA1",6.11732448452946e-15,0.378925250249185,0.451,0.455,2.05162828562149e-10,"0","PHLDA1"
"PDCD6",1.17425376861349e-14,0.252621605366098,0.195,0.282,3.93821228917591e-10,"0","PDCD6"
"LAPTM5",1.84071425886446e-14,0.336283863609462,0.576,0.649,6.17338748137963e-10,"0","LAPTM5"
"GUK1",2.54404766267239e-14,0.385894127540608,0.522,0.597,8.53222705107067e-10,"0","GUK1"
"SF3A2",2.92425522221649e-14,0.263659948934436,0.174,0.25,9.80736716426965e-10,"0","SF3A2"
"COX8A",4.96377634761123e-14,0.284952560841939,0.598,0.655,1.66475131146186e-09,"0","COX8A"
"NAA38",7.66057816766534e-14,0.826030203497856,0.294,0.292,2.5692047058716e-09,"0","NAA38"
"STRAP",8.78882219004233e-14,0.272705924246478,0.205,0.293,2.9475951860964e-09,"0","STRAP"
"WDR83OS",1.44542547452681e-13,0.511985716277642,0.452,0.507,4.84766795646801e-09,"0","WDR83OS"
"CCDC12",1.5735881100268e-13,0.281288096056805,0.175,0.252,5.27749980340789e-09,"0","CCDC12"
"WDR1",3.2521744641288e-13,0.617443126383203,0.372,0.394,1.09071427177952e-08,"0","WDR1"
"GZMM",3.67410268659024e-13,0.722469340032273,0.285,0.274,1.23222055902864e-08,"0","GZMM"
"C19orf24",1.57126520380141e-12,0.263975211038413,0.178,0.251,5.26970924050917e-08,"0","C19orf24"
"RPS4Y1",2.87884030769238e-12,0.317818155713427,0.531,0.571,9.6550546239387e-08,"0","RPS4Y1"
"GADD45GIP1",3.17275757704957e-12,0.266130083018376,0.194,0.274,1.06407943619088e-07,"0","GADD45GIP1"
"ZNHIT1",4.60249838861025e-12,0.313002117161591,0.182,0.258,1.54358590957211e-07,"0","ZNHIT1"
"TALDO1",6.8458928706692e-12,0.288835499750597,0.18,0.253,2.29597555096504e-07,"0","TALDO1"
"LSM6",7.05914571138618e-12,0.298058027348468,0.203,0.286,2.3674962886847e-07,"0","LSM6"
"BST2",7.59517753200337e-12,0.483948892138323,0.428,0.462,2.54727064068329e-07,"0","BST2"
"AURKAIP1",1.04612571398405e-11,0.260296899551088,0.245,0.345,3.5084964195597e-07,"0","AURKAIP1"
"G3BP2",1.87173610899186e-11,0.546271195131113,0.39,0.417,6.27742856233689e-07,"0","G3BP2"
"FIS1",2.43290701796168e-11,0.25478219166182,0.235,0.328,8.1594835568399e-07,"0","FIS1"
"NHP2",2.58624514458924e-11,0.294087432533401,0.186,0.26,8.67374896592338e-07,"0","NHP2"
"PHPT1",3.0139598145686e-11,0.765614670122967,0.297,0.301,1.01082184261002e-06,"0","PHPT1"
"RER1",3.28711101787147e-11,0.293690684644848,0.199,0.278,1.10243129317373e-06,"0","RER1"
"SURF4",3.61283670589941e-11,0.269948171712925,0.229,0.32,1.21167317442455e-06,"0","SURF4"
"MRPL57",4.53984979540137e-11,0.262607733681577,0.229,0.318,1.52257482438171e-06,"0","MRPL57"
"RNF167",4.83249703673373e-11,0.815328469054142,0.287,0.291,1.62072285617976e-06,"0","RNF167"
"OSTC",7.98406441673446e-11,0.335382058349829,0.195,0.273,2.6776955240844e-06,"0","OSTC"
"SRP19",1.50569934242557e-10,0.352623605372803,0.19,0.263,5.04981445462689e-06,"0","SRP19"
"PRDX6",1.61809677422845e-10,0.752098872427509,0.318,0.335,5.42677296140736e-06,"0","PRDX6"
"CLTA",1.63999681600253e-10,0.254218642645359,0.223,0.309,5.5002213215093e-06,"0","CLTA"
"TXNDC17",3.24166374676744e-10,0.336316038686649,0.203,0.28,1.08718918739086e-05,"0","TXNDC17"
"NDUFA1",5.35195901431525e-10,0.487817125066732,0.443,0.509,1.79494001422105e-05,"0","NDUFA1"
"TSTD1",7.75410050946489e-10,0.2635354677067,0.234,0.321,2.60057022886433e-05,"0","TSTD1"
"POMP",9.28340029181771e-10,0.452168172697295,0.449,0.512,3.11346678986982e-05,"0","POMP"
"RAB5IF",1.23763076398881e-09,0.264647992783166,0.24,0.329,4.15076605626568e-05,"0","RAB5IF"
"CAPG",1.60255587682268e-09,0.704759208764927,0.258,0.247,5.3746518996879e-05,"0","CAPG"
"SNRPE",2.06559947850372e-09,0.287445526186678,0.194,0.267,6.92760753100577e-05,"0","SNRPE"
"DPP7",2.2120032214199e-09,0.717237719237666,0.313,0.327,7.41861640399808e-05,"0","DPP7"
"PSMA5",3.64397087875641e-09,0.273719215737776,0.231,0.314,0.000122211495331733,"0","PSMA5"
"PTTG1",3.92046706975039e-09,0.606545983151335,0.303,0.304,0.000131484624585289,"0","PTTG1"
"P4HB",4.47942366452435e-09,0.348723042279905,0.228,0.312,0.000150230910860818,"0","P4HB"
"C18orf32",4.99022534452382e-09,0.315719961627799,0.191,0.259,0.00016736217760464,"0","C18orf32"
"LITAF",6.05507311354887e-09,0.559892181062424,0.345,0.36,0.000203075042082202,"0","LITAF"
"PSMB8",6.19311993563111e-09,0.405153543916288,0.481,0.548,0.000207704856401196,"0","PSMB8"
"TMEM160",7.14250798079119e-09,0.320611101896293,0.209,0.284,0.000239545432659775,"0","TMEM160"
"ARPC3",7.51658152044678e-09,0.258724577340625,0.582,0.666,0.000252091111032744,"0","ARPC3"
"TMEM14B",8.27381953965928e-09,0.79623914462241,0.292,0.304,0.000277487359721093,"0","TMEM14B"
"LIMD2",1.37653142084812e-08,0.367385568603499,0.486,0.549,0.000461661107924042,"0","LIMD2"
"CAPZB",1.69787365250249e-08,0.429496630960079,0.449,0.513,0.000569432865576285,"0","CAPZB"
"PPP1CC",1.75042144173411e-08,0.251852713093576,0.26,0.351,0.000587056343128786,"0","PPP1CC"
"TMEM219",1.84093442094108e-08,0.317849034564191,0.201,0.272,0.000617412586095221,"0","TMEM219"
"PGK1",2.38272635004127e-08,0.402374019657516,0.458,0.517,0.00079911876327684,"0","PGK1"
"TMED10",2.48185673508694e-08,0.295491447086001,0.225,0.305,0.000832365111813459,"0","TMED10"
"RASSF5",2.78286607954738e-08,0.298394532283675,0.216,0.291,0.000933317625758599,"0","RASSF5"
"TRAPPC1",3.03640982130389e-08,0.526313209868399,0.405,0.46,0.0010183511258689,"0","TRAPPC1"
"SYTL3",3.32270354369051e-08,0.632242117055645,0.329,0.347,0.00111436831448292,"0","SYTL3"
"RBBP4",3.55993346804055e-08,0.351537887509421,0.197,0.266,0.00119393048651144,"0","RBBP4"
"HCLS1",5.17823492208174e-08,0.508725219526512,0.412,0.468,0.00173667642816777,"0","HCLS1"
"NDUFA11",5.92252481936471e-08,0.823401448731718,0.25,0.253,0.00198629637391854,"0","NDUFA11"
"NDUFA13",6.40286885656026e-08,0.490745675745663,0.406,0.463,0.00214739415711318,"0","NDUFA13"
"BCAP31",6.42104568819586e-08,0.365120408423757,0.207,0.28,0.00215349030290713,"0","BCAP31"
"LYST",8.05891979438463e-08,0.625168408388038,0.305,0.315,0.00270280052064072,"0","LYST"
"PPP1CA",8.34138181363157e-08,0.411411736167757,0.445,0.505,0.00279753263265575,"0","PPP1CA"
"MAGOH",9.44772538909868e-08,0.312833439601304,0.238,0.322,0.00316857814099591,"0","MAGOH"
"RAD23A",9.70756330410323e-08,0.318787862732013,0.221,0.297,0.00325572258093014,"0","RAD23A"
"TMED2",1.01831520902753e-07,0.339110361858021,0.225,0.303,0.00341522554803652,"0","TMED2"
"DEF6",1.13029661046607e-07,0.299273040854004,0.244,0.327,0.00379078877218112,"0","DEF6"
"PGAM1",1.21528205519299e-07,0.346653797515853,0.446,0.492,0.00407581295670624,"0","PGAM1"
"CD82",1.45767515811682e-07,0.633778486817381,0.309,0.323,0.0048887509452922,"0","CD82"
"ATP6V0B",1.71137963873138e-07,0.2853094613224,0.274,0.37,0.00573962503237731,"0","ATP6V0B"
"RAB11B",1.76995102590738e-07,0.386023657360559,0.211,0.285,0.00593606175068818,"0","RAB11B"
"HNRNPLL",1.81172755246888e-07,0.251513329766027,0.227,0.299,0.00607617186547014,"0","HNRNPLL"
"PFDN2",1.83702191235923e-07,0.31465684675688,0.216,0.291,0.00616100408967039,"0","PFDN2"
"NAA10",2.04243884252945e-07,0.420229051063897,0.189,0.254,0.00684993139007526,"0","NAA10"
"HSPB11",2.1004562884763e-07,0.300583353740365,0.207,0.275,0.0070445103002918,"0","HSPB11"
"NDUFB10",2.63405220468466e-07,0.262649410389773,0.283,0.383,0.00883408428407141,"0","NDUFB10"
"IRF7",4.6351152253201e-07,0.262069752292976,0.239,0.313,0.0155452494426785,"0","IRF7"
"PIN1",4.91409358701367e-07,0.35781586382669,0.221,0.297,0.0164808870721264,"0","PIN1"
"BUD31",4.97707695108223e-07,0.30374543838582,0.238,0.317,0.0166921206785396,"0","BUD31"
"C8orf59",5.9995818488002e-07,0.335112904185354,0.216,0.287,0.0201213976045061,"0","C8orf59"
"AP2M1",6.44496330652232e-07,0.400360011167535,0.199,0.266,0.0216151179374146,"0","AP2M1"
"SNRPB2",6.45194151159499e-07,0.355195170752617,0.217,0.29,0.0216385214415873,"0","SNRPB2"
"ATP5F1C",8.68984044084397e-07,0.290945442086592,0.265,0.356,0.0291439868705025,"0","ATP5F1C"
"NDUFA4",1.01033369814241e-06,0.27667978529117,0.544,0.635,0.0338845715683002,"0","NDUFA4"
"ECH1",1.05009879055588e-06,0.364492675533981,0.204,0.27,0.0352182132376631,"0","ECH1"
"PSMB2",1.44198742651124e-06,0.388065622784036,0.204,0.272,0.048361374310334,"0","PSMB2"
"GZMK",0,2.35778244166934,0.541,0.168,0,"1","GZMK"
"ANXA1",0,1.64368797196268,0.56,0.312,0,"1","ANXA1"
"FOSB",0,1.9918624811103,0.589,0.347,0,"1","FOSB"
"CXCR4",0,1.42727526853522,0.759,0.528,0,"1","CXCR4"
"DUSP2",0,1.52658517643544,0.724,0.525,0,"1","DUSP2"
"JUNB",0,1.291311033845,0.821,0.694,0,"1","JUNB"
"ZFP36",0,1.14060863224986,0.864,0.762,0,"1","ZFP36"
"EIF1",0,0.635990679311369,0.97,0.962,0,"1","EIF1"
"RPS25",0,0.546607124841255,0.955,0.949,0,"1","RPS25"
"RPS12",0,0.566173364970211,0.993,0.991,0,"1","RPS12"
"RPL30",0,0.485041956288317,0.986,0.988,0,"1","RPL30"
"RPS15A",0,0.582827762693437,0.991,0.993,0,"1","RPS15A"
"RPL13",0,0.467771030682457,0.987,0.985,0,"1","RPL13"
"RPL28",0,0.53266126583094,0.995,0.997,0,"1","RPL28"
"RPS271",0,0.603314986605267,0.992,0.991,0,"1","RPS27"
"RPS3",0,0.495381331373315,0.974,0.975,0,"1","RPS3"
"RPL10",0,0.440197290453165,0.993,0.993,0,"1","RPL10"
"H3F3B",5.7191839550764e-298,0.738265324045494,0.97,0.965,1.91809991485352e-293,"1","H3F3B"
"FOS",1.24531761931095e-295,1.52655257324092,0.734,0.565,4.17654623164505e-291,"1","FOS"
"RPS14",2.32617405370092e-276,0.454739683426703,0.968,0.971,7.80152254130216e-272,"1","RPS14"
"DUSP1",4.2729073600419e-276,1.07535043266176,0.803,0.699,1.43304767041085e-271,"1","DUSP1"
"RPL39",1.01209139664659e-267,0.408357748967263,0.988,0.991,3.39435212607334e-263,"1","RPL39"
"EGR1",2.03245378400192e-267,2.51562239825614,0.327,0.138,6.81644350078563e-263,"1","EGR1"
"DNAJB1",9.09709364009027e-264,1.02063067485986,0.784,0.641,3.05098326501348e-259,"1","DNAJB1"
"IER2",2.10121987997823e-255,1.7699220694363,0.581,0.42,7.047071233471e-251,"1","IER2"
"RPS27A",1.22487690403502e-253,0.420519023976221,0.979,0.979,4.10799216075265e-249,"1","RPS27A"
"RPL23A",7.03753331168846e-251,0.58450873146215,0.909,0.898,2.36024792207408e-246,"1","RPL23A"
"ZFP36L2",1.57489382448838e-249,0.839318964187085,0.816,0.694,5.28187890856912e-245,"1","ZFP36L2"
"TUBA4A",5.24490756018681e-224,1.77526721141208,0.451,0.282,1.75903709753545e-219,"1","TUBA4A"
"RPLP2",1.39122710856261e-220,0.477078141756775,0.931,0.94,4.66589747669729e-216,"1","RPLP2"
"BTG1",3.9464017953338e-214,0.562412343778568,0.922,0.89,1.32354423411905e-209,"1","BTG1"
