"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PAWR",0,1.88371664327693,0.316,0.1,0,"3","PAWR"
"CD72",0,3.4129185623048,0.254,0.041,0,"3","CD72"
"KBTBD8",0,2.2560500615264,0.287,0.079,0,"3","KBTBD8"
"RAB30",0,2.05490224986363,0.311,0.104,0,"3","RAB30"
"KDM4B",0,1.84626964977537,0.309,0.106,0,"3","KDM4B"
"TXNIP2",0,1.20997656941377,0.958,0.758,0,"3","TXNIP"
"TFEB",0,2.18381308136967,0.28,0.088,0,"3","TFEB"
"AL121944.1",0,1.84782599942746,0.264,0.073,0,"3","AL121944.1"
"EEF1B21",0,1.31507957023191,0.964,0.774,0,"3","EEF1B2"
"EEF1D2",0,0.619654052734479,0.95,0.76,0,"3","EEF1D"
"ZNF107",0,2.16280497022346,0.265,0.076,0,"3","ZNF107"
"ZNF669",0,2.37164429173323,0.252,0.065,0,"3","ZNF669"
"SYNGR1",0,2.1718570067061,0.271,0.084,0,"3","SYNGR1"
"FGD2",0,2.26791331332842,0.254,0.069,0,"3","FGD2"
"QRSL1",0,2.39416017077381,0.251,0.069,0,"3","QRSL1"
"RPLP01",0,0.815205968936864,0.971,0.79,0,"3","RPLP0"
"PFDN51",0,0.68711080769488,0.953,0.776,0,"3","PFDN5"
"JUNB1",0,0.814882476214175,0.925,0.754,0,"3","JUNB"
"RPS51",0,1.32453797619289,0.969,0.798,0,"3","RPS5"
"RPSA1",0,1.16133603842857,0.973,0.819,0,"3","RPSA"
"RPL10A1",0,1.2219390577899,0.973,0.821,0,"3","RPL10A"
"RACK11",0,0.938618440379668,0.973,0.822,0,"3","RACK1"
"JUND3",0,0.913819117726583,0.97,0.819,0,"3","JUND"
"RPL311",0,0.665889603462,0.968,0.824,0,"3","RPL31"
"RPL71",0,0.561373606458922,0.963,0.825,0,"3","RPL7"
"RPL271",0,0.864623266186249,0.97,0.834,0,"3","RPL27"
"RPL33",0,1.342960725406,0.982,0.85,0,"3","RPL3"
"RPL221",0,0.55113607395902,0.972,0.845,0,"3","RPL22"
"NACA1",0,0.673805316678481,0.968,0.841,0,"3","NACA"
"BTG12",0,1.20917461454793,0.983,0.858,0,"3","BTG1"
"RPL291",0,1.04288923407055,0.977,0.854,0,"3","RPL29"
"RPS101",0,1.13602415472427,0.97,0.847,0,"3","RPS10"
"RPL51",0,0.777842459287517,0.969,0.852,0,"3","RPL5"
"RPL35",0,0.774153678429918,0.979,0.862,0,"3","RPL35"
"RPL18A1",0,1.31807321192557,0.983,0.866,0,"3","RPL18A"
"RPL15",0,0.917605560234628,0.977,0.862,0,"3","RPL15"
"RPL141",0,0.791233574336323,0.978,0.864,0,"3","RPL14"
"RPS201",0,0.824719275219386,0.98,0.866,0,"3","RPS20"
"RPS211",0,0.803888958021008,0.975,0.861,0,"3","RPS21"
"RPL92",0,1.0267628403177,0.981,0.869,0,"3","RPL9"
"RPS131",0,0.792848065500248,0.975,0.864,0,"3","RPS13"
"RPS4X2",0,0.80581422471507,0.971,0.862,0,"3","RPS4X"
"RPL23A2",0,1.14623256025432,0.977,0.869,0,"3","RPL23A"
"RPL62",0,0.521600503347299,0.977,0.87,0,"3","RPL6"
"RPS71",0,0.745012392160143,0.976,0.87,0,"3","RPS7"
"RPL362",0,0.804818825234671,0.98,0.877,0,"3","RPL36"
"RPL181",0,0.974730979244957,0.977,0.874,0,"3","RPL18"
"RPL7A1",0,0.824785077270637,0.978,0.876,0,"3","RPL7A"
"RPS231",0,1.24736217373292,0.983,0.883,0,"3","RPS23"
"RPS32",0,0.983295083332356,0.979,0.879,0,"3","RPS3"
"RPS3A1",0,1.11009899528335,0.978,0.879,0,"3","RPS3A"
"RPL8",0,1.01704205901568,0.977,0.878,0,"3","RPL8"
"RPL35A1",0,0.624994450867526,0.98,0.883,0,"3","RPL35A"
"UBA521",0,0.663125709227689,0.973,0.876,0,"3","UBA52"
"RPL381",0,0.518931042747215,0.975,0.88,0,"3","RPL38"
"RPL27A1",0,0.93346346617936,0.981,0.887,0,"3","RPL27A"
"RPS251",0,0.718358611004446,0.977,0.883,0,"3","RPS25"
"RPS192",0,0.963004610158251,0.988,0.894,0,"3","RPS19"
"RPL261",0,0.799772888447422,0.978,0.885,0,"3","RPL26"
"RPS61",0,1.07872115006218,0.982,0.89,0,"3","RPS6"
"RPL121",0,0.686399662800025,0.98,0.888,0,"3","RPL12"
"RPS161",0,1.03709561890023,0.98,0.888,0,"3","RPS16"
"RPS152",0,0.794863100697028,0.983,0.892,0,"3","RPS15"
"RPS111",0,0.992108812029376,0.981,0.89,0,"3","RPS11"
"RPL212",0,1.03638513476677,0.985,0.895,0,"3","RPL21"
"RPL111",0,0.932579675076108,0.988,0.903,0,"3","RPL11"
"RPL192",0,0.981941935899059,0.983,0.898,0,"3","RPL19"
"RPS81",0,1.08381373930597,0.981,0.897,0,"3","RPS8"
"RPS22",0,1.18649450995816,0.987,0.903,0,"3","RPS2"
"RPL13A1",0,1.13743094727973,0.988,0.904,0,"3","RPL13A"
"RPL322",0,1.02239585923583,0.983,0.9,0,"3","RPL32"
"RPS15A2",0,0.834824131769855,0.977,0.894,0,"3","RPS15A"
"RPS181",0,1.21141099820448,0.99,0.908,0,"3","RPS18"
"RPLP22",0,1.01727497828427,0.985,0.903,0,"3","RPLP2"
"RPS142",0,1.03163830256175,0.98,0.901,0,"3","RPS14"
"RPS122",0,0.939351714981736,0.984,0.905,0,"3","RPS12"
"RPS281",0,0.691733718964961,0.98,0.901,0,"3","RPS28"
"RPL102",0,0.825388109137028,0.982,0.905,0,"3","RPL10"
"RPS27A2",0,0.793628117830216,0.98,0.905,0,"3","RPS27A"
"RPS293",0,0.656434330548954,0.981,0.906,0,"3","RPS29"
"RPS9",0,0.846568723771573,0.984,0.91,0,"3","RPS9"
"RPL131",0,1.05951491641909,0.992,0.919,0,"3","RPL13"
"RPL341",0,0.66234358443878,0.981,0.911,0,"3","RPL34"
"RPL391",0,0.9103320599398,0.977,0.908,0,"3","RPL39"
"RPL301",0,0.854268405310224,0.982,0.914,0,"3","RPL30"
"RPL371",0,0.669448535003416,0.983,0.92,0,"3","RPL37"
"FAU1",0,0.673498612730895,0.979,0.917,0,"3","FAU"
"EEF1A11",0,0.802621641681299,0.99,0.929,0,"3","EEF1A1"
"RPS273",0,1.00481204235531,0.988,0.93,0,"3","RPS27"
"RPLP12",0,0.778989590154511,0.989,0.94,0,"3","RPLP1"
"RPL282",0,0.768428401302807,0.99,0.946,0,"3","RPL28"
"RPL411",0,0.75383578205943,0.987,0.951,0,"3","RPL41"
"TPT12",0,0.426739864635253,0.989,0.972,0,"3","TPT1"
"PABPC11",5.89875231806072e-306,0.568142533656457,0.95,0.781,1.9783235524312e-301,"3","PABPC1"
"RPS261",1.37255428853442e-305,1.17449262970218,0.872,0.773,4.60327257288674e-301,"3","RPS26"
"RPS4Y12",3.25487450637194e-305,0.691378426817038,0.851,0.584,1.09161981194702e-300,"3","RPS4Y1"
"TOMM71",6.99195284150208e-304,0.622661300835797,0.924,0.734,2.34496114398297e-299,"3","TOMM7"
"PDE4B",9.04841217056118e-304,0.282651458709496,0.558,0.264,3.03465647376281e-299,"3","PDE4B"
"CD531",5.31801765918554e-302,0.617222140312968,0.764,0.423,1.78355676253765e-297,"3","CD53"
"SRSF72",1.91111612817865e-301,0.604701111191467,0.892,0.646,6.40950127068556e-297,"3","SRSF7"
"PHACTR1",3.91889653867738e-301,0.451820062214657,0.432,0.172,1.31431952114162e-296,"3","PHACTR1"
"RPL36A1",1.29523433956816e-300,0.602121522176296,0.935,0.764,4.34395692804369e-296,"3","RPL36A"
"SRSF52",4.75045531590596e-299,0.766980849455069,0.851,0.625,1.59320770384854e-294,"3","SRSF5"
"RGS19",6.14325930461692e-297,1.33743912443302,0.399,0.169,2.06032630558242e-292,"3","RGS19"
"CAMK1D",7.41821718345317e-295,1.73827977722331,0.305,0.11,2.48792167898652e-290,"3","CAMK1D"
"CHCHD10",8.24809547787178e-291,0.884723416513262,0.617,0.346,2.76624626136864e-286,"3","CHCHD10"
"LSM7",6.19469746067161e-287,1.12586918803962,0.628,0.38,2.07757763436004e-282,"3","LSM7"
"NR4A11",1.03486428909613e-286,0.706277611173147,0.807,0.517,3.4707278527706e-282,"3","NR4A1"
"MAP3K1",7.86153638321125e-286,1.43251611503868,0.37,0.153,2.63660207220139e-281,"3","MAP3K1"
"SMCHD11",3.51865523097824e-285,0.558563269851744,0.769,0.504,1.18008659136548e-280,"3","SMCHD1"
"BCAS21",1.00824941861325e-284,1.20824032478556,0.573,0.33,3.38146690014512e-280,"3","BCAS2"
"CD55",8.38727523908314e-284,0.266262320166361,0.753,0.453,2.8129243696837e-279,"3","CD55"
"GPSM3",1.00244105204908e-281,0.680045275191671,0.596,0.307,3.3619868003622e-277,"3","GPSM3"
"EIF3E1",1.33931503487042e-281,0.756554500334981,0.804,0.554,4.49179476394841e-277,"3","EIF3E"
"FCGR2B",1.09741786554353e-280,1.15577585079399,0.284,0.091,3.68052003745988e-276,"3","FCGR2B"
"HSPA4",1.28543517023777e-279,1.43665935634466,0.515,0.284,4.31109247394342e-275,"3","HSPA4"
"RPL37A1",7.09543307967046e-276,0.370242723973544,0.98,0.895,2.37966634625988e-271,"3","RPL37A"
"ANKRD37",4.85645835444009e-273,1.4516666475975,0.44,0.21,1.62875900291212e-268,"3","ANKRD37"
"CHPT1",1.19309889538625e-272,1.63958562648996,0.346,0.144,4.00141507534641e-268,"3","CHPT1"
"OSER1",3.66043411938053e-272,1.08946981091827,0.49,0.256,1.22763639495784e-267,"3","OSER1"
"CYBA1",3.29938487662477e-271,0.496215564480885,0.929,0.676,1.10654769992242e-266,"3","CYBA"
"SNHG82",5.53096131651148e-271,0.831645516452203,0.737,0.494,1.85497380633162e-266,"3","SNHG8"
"SNN",2.53720390213154e-270,1.61443749812843,0.276,0.096,8.50927444696877e-266,"3","SNN"
"LDLRAD4",3.78741294521238e-270,1.64557173936954,0.371,0.159,1.27022255356533e-265,"3","LDLRAD4"
"TRIM222",3.46504593034109e-269,0.917360104535871,0.562,0.308,1.1621071041178e-264,"3","TRIM22"
"UVRAG",7.35874961144332e-269,1.51053214710404,0.373,0.164,2.46797744468586e-264,"3","UVRAG"
"BACH1",6.86957527346665e-268,1.26547231663591,0.488,0.26,2.30391815521524e-263,"3","BACH1"
"BOD1L1",1.44751196568378e-266,0.809362094134137,0.669,0.423,4.85466563051025e-262,"3","BOD1L1"
"STK42",1.52979036036631e-266,0.615163919345431,0.791,0.507,5.13061091059654e-262,"3","STK4"
"TSC22D32",7.13491383053262e-266,0.666659725826596,0.915,0.74,2.39290740048403e-261,"3","TSC22D3"
"TNRC6B2",1.03506392640201e-264,0.84635087275752,0.662,0.416,3.47139739636706e-260,"3","TNRC6B"
"SF12",2.41026024066482e-263,0.807932151871278,0.73,0.498,8.08353079514168e-259,"3","SF1"
"CD271",3.49434670935105e-263,0.946499037933913,0.376,0.146,1.17193399938216e-258,"3","CD27"
"RPL22L1",2.03534767815197e-260,0.905723259072695,0.67,0.43,6.82614904298607e-256,"3","RPL22L1"
"SKIL",2.86397412804261e-258,0.982224056044404,0.582,0.341,9.60519643062931e-254,"3","SKIL"
"PARP1",1.86538417679609e-256,0.850322245434596,0.561,0.311,6.25612545213871e-252,"3","PARP1"
"RPL231",5.63793528993552e-256,0.38793299573281,0.971,0.854,1.89085073753857e-251,"3","RPL23"
"TUT42",6.4536553892901e-255,0.968921642544014,0.544,0.309,2.16442694446011e-250,"3","TUT4"
"BTK1",6.22599540182494e-254,1.229655604873,0.31,0.116,2.08807433786405e-249,"3","BTK"
"PNISR2",1.40272362038407e-251,0.768123103390093,0.753,0.511,4.7044544780441e-247,"3","PNISR"
"FCHSD2",1.3677805430034e-250,1.59535043712003,0.324,0.134,4.5872623851248e-246,"3","FCHSD2"
"SP140L",7.83025185876179e-250,1.32128541912283,0.396,0.184,2.62610986839153e-245,"3","SP140L"
"CORO1A2",1.80308165187475e-249,0.374634859834811,0.731,0.383,6.04717524405753e-245,"3","CORO1A"
"EIF3F1",1.0225635041546e-248,0.771057130402369,0.733,0.489,3.4294734802337e-244,"3","EIF3F"
"GNB5",7.11462696510566e-247,1.78482560023689,0.291,0.112,2.38610359155714e-242,"3","GNB5"
"MBD4",1.07288006827394e-245,1.09775453578319,0.488,0.262,3.59822517297713e-241,"3","MBD4"
"EBF1",1.51674008483442e-245,1.42979633776854,0.279,0.098,5.08684289651768e-241,"3","EBF1"
"LAT2",4.89355346210949e-245,1.19718466626939,0.316,0.122,1.64119996012228e-240,"3","LAT2"
"HCG18",2.14453161221053e-242,1.5100333336211,0.329,0.137,7.19233012103169e-238,"3","HCG18"
"RPL241",3.7245854824477e-242,0.348762690118259,0.972,0.866,1.24915147910331e-237,"3","RPL24"
"SYK",3.91865660324519e-238,1.37434621774694,0.303,0.12,1.31423905159637e-233,"3","SYK"
"BBX1",4.0665002664561e-238,1.03311900212609,0.562,0.338,1.36382285936405e-233,"3","BBX"
"VPS37B1",1.21798344609182e-237,0.947079182753386,0.477,0.245,4.08487288150274e-233,"3","VPS37B"
"PIKFYVE",4.23114828807098e-236,1.68102665529115,0.302,0.122,1.41904251285325e-231,"3","PIKFYVE"
"CIRBP2",5.77250654648055e-236,0.630853858062838,0.855,0.616,1.93598324555865e-231,"3","CIRBP"
"ATP2B1",2.69646997236947e-230,0.779627614041104,0.554,0.32,9.04342099333274e-226,"3","ATP2B1"
"PTPN1",4.64005553631327e-230,1.03190256893531,0.584,0.365,1.55618182576874e-225,"3","PTPN1"
"SYNGR2",1.55769511687687e-229,1.02765257542733,0.487,0.26,5.22419788298165e-225,"3","SYNGR2"
"ATM2",2.49453853244094e-229,0.893831423733039,0.529,0.299,8.36618333010044e-225,"3","ATM"
"CTSZ",6.01383746351311e-228,0.3693618945096,0.592,0.33,2.01692080851303e-223,"3","CTSZ"
"UBXN12",1.35816029967238e-226,0.749091112355631,0.687,0.459,4.55499801304123e-222,"3","UBXN1"
"RHOH1",5.53555047529308e-226,0.62562952395086,0.587,0.318,1.85651291840379e-221,"3","RHOH"
"SEL1L3",7.4122481077235e-225,1.51850129462533,0.29,0.116,2.48591977036831e-220,"3","SEL1L3"
"FNBP12",4.35828383575724e-224,0.710134507926849,0.661,0.412,1.46168123283626e-219,"3","FNBP1"
"SNHG71",1.13486687963319e-223,0.956677175280002,0.545,0.325,3.8061165409138e-219,"3","SNHG7"
"WASHC4",4.81163119182404e-220,1.39876757076445,0.372,0.184,1.61372486911395e-215,"3","WASHC4"
"MTPN",1.93852967449011e-219,0.685519097056266,0.719,0.492,6.50144082230493e-215,"3","MTPN"
"ATF7IP2",6.56996911758985e-216,1.28105252693298,0.304,0.124,2.20343624265728e-211,"3","ATF7IP2"
"UXT",6.29926210888697e-215,0.719792418340097,0.665,0.437,2.11264652607851e-210,"3","UXT"
"DEDD22",9.39059070208714e-215,0.990201748651769,0.531,0.306,3.14941630966598e-210,"3","DEDD2"
"OFD12",2.65664328767338e-214,1.07012160790574,0.444,0.234,8.90985025819899e-210,"3","OFD1"
"AC025164.12",2.86551124512597e-214,0.873466385311811,0.358,0.158,9.61035161390348e-210,"3","AC025164.1"
"SAV1",5.1500584347448e-214,1.43470776784021,0.358,0.172,1.72722659784471e-209,"3","SAV1"
"HLA-E2",5.42394508678599e-213,0.368207469240144,0.97,0.833,1.81908270320628e-208,"3","HLA-E"
"FAM49A",2.08937066306302e-212,1.42985177289904,0.281,0.113,7.00733132978076e-208,"3","FAM49A"
"DUSP22",4.11981935404483e-212,0.625732581931541,0.658,0.392,1.38170501495955e-207,"3","DUSP2"
"ALG131",8.53113862432715e-211,1.39547310805115,0.413,0.22,2.86117327182684e-206,"3","ALG13"
"EBLN3P",7.24655827979953e-209,1.41838245472636,0.359,0.176,2.43035071587917e-204,"3","EBLN3P"
"MKNK2",6.12981315979403e-208,0.920753344772489,0.506,0.296,2.05581673753172e-203,"3","MKNK2"
"ATP2A3",5.81093110365087e-207,1.03332463893281,0.303,0.123,1.94887007354243e-202,"3","ATP2A3"
"SMARCB1",4.67432564895093e-206,1.54933727606371,0.315,0.144,1.56767533614516e-201,"3","SMARCB1"
"ARHGAP25",3.10611765712625e-205,0.987521089827372,0.346,0.153,1.041729739847e-200,"3","ARHGAP25"
"NGLY1",5.76800954049691e-205,1.4357591348573,0.329,0.152,1.93447503969185e-200,"3","NGLY1"
"SC5D",1.44195617095423e-204,1.59949311052468,0.296,0.127,4.8360326061463e-200,"3","SC5D"
"DMXL1",3.66106492283639e-204,1.61285923593312,0.306,0.137,1.22784795382087e-199,"3","DMXL1"
"ACAP12",2.4889300860292e-203,0.464385104171134,0.531,0.276,8.34737372252472e-199,"3","ACAP1"
"TMEM131L",7.03997730822791e-202,1.31867404803939,0.273,0.109,2.36106758963348e-197,"3","TMEM131L"
"CHORDC12",2.86156773747875e-201,0.840969193849692,0.672,0.462,9.59712587795623e-197,"3","CHORDC1"
"RNASE6",5.35638261440519e-201,0.794107367727308,0.269,0.101,1.79642360121921e-196,"3","RNASE6"
"EPB41L4A-AS11",2.26290276320226e-200,0.950913054794202,0.474,0.265,7.58932328722774e-196,"3","EPB41L4A-AS1"
"SYTL1",1.03654326035657e-199,1.28779388004677,0.287,0.118,3.47635878658387e-195,"3","SYTL1"
"PDLIM1",4.2707104801255e-199,0.856231709743311,0.38,0.18,1.43231088082449e-194,"3","PDLIM1"
"SSH2",3.72586770801844e-198,0.900278251384475,0.417,0.218,1.24958151191523e-193,"3","SSH2"
"FAM102A2",1.81966392723879e-196,1.04192971251703,0.37,0.176,6.10278887917344e-192,"3","FAM102A"
"SYS1",5.54800363510758e-194,1.31923042867229,0.348,0.172,1.86068945914238e-189,"3","SYS1"
"RNMT1",8.45905652731054e-193,0.958309267845361,0.536,0.339,2.83699837812941e-188,"3","RNMT"
"SIPA1",2.20078148615413e-191,1.29058807130912,0.329,0.156,7.38098094826373e-187,"3","SIPA1"
"GCC22",4.27958922166022e-190,0.693010001970429,0.667,0.455,1.4352886331604e-185,"3","GCC2"
"SNHG151",1.60978507937756e-188,1.08702149292202,0.457,0.263,5.39889719921645e-184,"3","SNHG15"
"DCK",2.29930963010818e-186,1.34265069529696,0.316,0.146,7.71142463745682e-182,"3","DCK"
"CDC401",6.80038626339087e-186,1.0655888396023,0.432,0.244,2.28071354501603e-181,"3","CDC40"
"EIF51",9.33004393454732e-186,0.591394672659925,0.849,0.66,3.12911013476848e-181,"3","EIF5"
"ZBTB10",1.77792828251548e-185,1.26041015649846,0.356,0.178,5.96281587390043e-181,"3","ZBTB10"
"HLA-B2",3.73104939710204e-185,0.329160837230008,0.988,0.859,1.25131934680008e-180,"3","HLA-B"
"PXK",5.60336637423721e-184,1.35235535412675,0.307,0.144,1.87925701459168e-179,"3","PXK"
"RPS171",1.10635088881118e-183,0.505206526813671,0.844,0.637,3.71047961089493e-179,"3","RPS17"
"DGKD",2.18233329176943e-183,1.43596933790162,0.283,0.123,7.31910939393631e-179,"3","DGKD"
"MDM41",5.63604387487871e-182,0.888988917761897,0.508,0.311,1.89021639475682e-177,"3","MDM4"
"POLD4",7.91372168085044e-182,1.25598389965346,0.34,0.17,2.65410397732362e-177,"3","POLD4"
"OAZ1",4.19848484874083e-181,0.349608967114211,0.952,0.819,1.4080878485707e-176,"3","OAZ1"
"KIAA15512",1.12454712108152e-180,0.382862568309129,0.651,0.41,3.77150613468319e-176,"3","KIAA1551"
"RERE",7.10081614359735e-179,1.22619529829003,0.404,0.227,2.38147171823968e-174,"3","RERE"
"KDM6B1",5.56462299979812e-177,0.381039416859794,0.663,0.423,1.8662632616723e-172,"3","KDM6B"
"DDX52",1.32415520865371e-176,0.399201880500073,0.969,0.842,4.44095173878283e-172,"3","DDX5"
"EIF4B1",6.43749851900858e-176,0.621411128395585,0.696,0.487,2.1590082533051e-171,"3","EIF4B"
"EIF3D1",1.80073047414579e-175,0.86997354481482,0.539,0.35,6.03928986419014e-171,"3","EIF3D"
"ITSN2",5.13691818004443e-175,0.850057360981864,0.491,0.297,1.7228196192233e-170,"3","ITSN2"
"RGS16",9.67900244429385e-175,1.05762670295757,0.365,0.183,3.24614383976727e-170,"3","RGS16"
"SLC38A12",6.67417499511914e-173,0.792896731751117,0.477,0.269,2.23838480986306e-168,"3","SLC38A1"
"CMTM6",1.39301640263275e-172,0.602565302792449,0.603,0.395,4.67189841114973e-168,"3","CMTM6"
"NSD32",3.71730503925652e-172,0.719851586244343,0.624,0.421,1.24670976406585e-167,"3","NSD3"
"TTC3",9.9562209776209e-171,0.916922641011902,0.53,0.341,3.3391173914745e-166,"3","TTC3"
"HINT11",4.17571214981814e-167,0.485621636300857,0.821,0.591,1.40045034080601e-162,"3","HINT1"
"TCEA1",6.04747461649504e-167,0.665909620363236,0.631,0.44,2.02820203688011e-162,"3","TCEA1"
"FAM214A1",6.62894227626765e-167,1.05925072641919,0.361,0.188,2.22321466061465e-162,"3","FAM214A"
"CYB561A3",4.21404715297327e-165,1.6227146517929,0.252,0.111,1.41330713416417e-160,"3","CYB561A3"
"CEMIP22",6.5588516857234e-164,0.839530437745258,0.451,0.259,2.19970767835791e-159,"3","CEMIP2"
"SMC6",2.88998988115062e-163,1.51889048041565,0.278,0.13,9.69244806340296e-159,"3","SMC6"
"KLHL24",3.33943868658946e-163,1.12824619136304,0.394,0.223,1.11998094670837e-158,"3","KLHL24"
"CNTRL",6.32713671141212e-163,0.969113427161232,0.388,0.208,2.1219951102734e-158,"3","CNTRL"
"TAF72",1.38988099170664e-162,0.694341597638574,0.646,0.458,4.66138286998574e-158,"3","TAF7"
"TWISTNB",1.47018059189443e-162,1.2136975124336,0.385,0.214,4.93069166909553e-158,"3","TWISTNB"
"SH3BP5",4.29393557089481e-162,0.598975628385948,0.444,0.249,1.4401001117667e-157,"3","SH3BP5"
"FAM53C",1.4256415142654e-161,0.936462014603679,0.402,0.226,4.7813165105433e-157,"3","FAM53C"
"SRRM21",5.47606892045169e-161,0.442918640920719,0.873,0.677,1.83656399454109e-156,"3","SRRM2"
"ATF7IP3",6.31677653392091e-161,0.842063799645479,0.484,0.297,2.11852051394639e-156,"3","ATF7IP"
"NT5C3A",8.78899870651907e-161,1.10516185870442,0.368,0.201,2.94765438619236e-156,"3","NT5C3A"
"JMJD1C",3.32904722294557e-159,0.584713951390267,0.634,0.432,1.11649585763148e-154,"3","JMJD1C"
"HNRNPA12",1.63059808845282e-158,0.41419287544544,0.91,0.729,5.46869986905306e-154,"3","HNRNPA1"
"MIS18BP11",1.92262389476645e-158,0.88487530029004,0.448,0.262,6.44809601826772e-154,"3","MIS18BP1"
"SERP11",3.6892547579951e-158,0.411956056215405,0.824,0.636,1.23730226073639e-153,"3","SERP1"
"ARRDC2",5.33334013619848e-156,1.36434521255154,0.262,0.118,1.78869561487824e-151,"3","ARRDC2"
"USP81",4.49101463928184e-155,0.883987928928012,0.484,0.31,1.50619648972234e-150,"3","USP8"
"EIF3H",1.57561623452706e-154,0.539116195062015,0.705,0.503,5.28430172735685e-150,"3","EIF3H"
"MAP4K4",1.79806874034103e-154,0.596663531495573,0.47,0.279,6.03036294135576e-150,"3","MAP4K4"
"DDX3Y2",2.71071736539985e-153,0.610785327218011,0.608,0.408,9.09120390007801e-149,"3","DDX3Y"
"GPBP12",5.15989161256803e-152,0.590405349401722,0.713,0.53,1.73052444902307e-147,"3","GPBP1"
"DOCK82",2.41955905388428e-151,0.535859306330204,0.47,0.267,8.11471715491711e-147,"3","DOCK8"
"CDC42SE22",4.15580833989934e-151,0.590776341107096,0.543,0.338,1.39377500103544e-146,"3","CDC42SE2"
"ZCCHC7",6.67125300988444e-151,1.28021485923417,0.299,0.15,2.23740483445504e-146,"3","ZCCHC7"
"DDIT31",8.01544395061741e-151,0.720669305845267,0.49,0.301,2.68821959215807e-146,"3","DDIT3"
"CCDC591",6.08677694029998e-150,0.664465750927568,0.546,0.362,2.04138325023781e-145,"3","CCDC59"
"BTF31",1.55764380753006e-148,0.385350517555238,0.909,0.733,5.22402580169432e-144,"3","BTF3"
"TAGAP2",5.64371103666798e-148,0.444219725818713,0.491,0.28,1.89278780747771e-143,"3","TAGAP"
"EIF1AY1",7.68596497605902e-147,0.798888054602411,0.39,0.222,2.57771893367067e-142,"3","EIF1AY"
"SETX1",1.07945720352384e-146,0.787449654512329,0.478,0.304,3.62028356917827e-142,"3","SETX"
"SNX29",1.07998396404648e-146,1.30417910060557,0.305,0.158,3.62205021861909e-142,"3","SNX29"
"GRB2",1.32177642987837e-145,0.509229882587468,0.638,0.439,4.43297379052609e-141,"3","GRB2"
"EIF2S3",8.40463949556825e-145,0.794724617304403,0.483,0.315,2.81874799402368e-140,"3","EIF2S3"
"UPF2",1.64445952140148e-144,0.742190768802442,0.481,0.308,5.51518834287628e-140,"3","UPF2"
"RBM26",2.9750063757899e-144,0.91640596020665,0.425,0.258,9.97757638312417e-140,"3","RBM26"
"CYFIP22",3.91791401363571e-144,0.778468611798858,0.298,0.14,1.31399000189314e-139,"3","CYFIP2"
"FAM133B2",2.89923105579031e-142,0.491703780066673,0.708,0.517,9.72344111490954e-138,"3","FAM133B"
"ZNF506",6.07563294523063e-142,1.30226180576784,0.269,0.128,2.03764577717145e-137,"3","ZNF506"
"CIB12",7.32888545203801e-142,0.552368987827588,0.64,0.449,2.45796160290451e-137,"3","CIB1"
"N4BP2L22",1.25637119899957e-141,0.490685086877049,0.698,0.511,4.21361772720476e-137,"3","N4BP2L2"
"RASGEF1B1",1.18183697621513e-140,0.527009604433131,0.471,0.268,3.96364485083031e-136,"3","RASGEF1B"
"C7orf50",1.67683019618965e-140,1.15116295649117,0.362,0.21,5.62375311198085e-136,"3","C7orf50"
"FUS2",7.8113799900228e-140,0.395343549961037,0.857,0.66,2.61978062105385e-135,"3","FUS"
"ARL4A",1.47297507827414e-139,0.99191881426147,0.428,0.26,4.9400638175158e-135,"3","ARL4A"
"FKBP42",2.03191530502922e-139,1.27228150727702,0.441,0.285,6.81463755000701e-135,"3","FKBP4"
"PTPN6",1.21477453600612e-138,0.804478730973133,0.336,0.174,4.07411083885734e-134,"3","PTPN6"
"THEMIS2",2.53534522485289e-138,0.803236008773492,0.281,0.135,8.50304081511163e-134,"3","THEMIS2"
"BTG21",3.30137315748987e-138,0.46637299641587,0.861,0.675,1.10721452955895e-133,"3","BTG2"
"ARHGAP452",6.89839076100402e-137,0.769159258899381,0.358,0.194,2.31358229342553e-132,"3","ARHGAP45"
"KLHL6",2.74761026675345e-136,1.18699970210963,0.257,0.121,9.21493531263774e-132,"3","KLHL6"
"FNBP42",1.55210124499844e-135,0.730873488066813,0.522,0.354,5.20543715547577e-131,"3","FNBP4"
"SERTAD2",3.53596346037045e-135,1.04466438089702,0.338,0.189,1.18589142533904e-130,"3","SERTAD2"
"SERTAD11",8.0485274426165e-135,0.644438072861212,0.582,0.395,2.69931513370472e-130,"3","SERTAD1"
"SYPL1",1.0115648136498e-134,0.784023456851587,0.436,0.269,3.39258607201868e-130,"3","SYPL1"
"SKAP2",1.7505822141675e-134,0.619564674201354,0.42,0.251,5.87110262987497e-130,"3","SKAP2"
"SNX3",5.76191026167091e-132,0.552839301452259,0.642,0.447,1.93242946355919e-127,"3","SNX3"
"RSRC22",6.07180404855462e-132,0.482560191462652,0.775,0.581,2.03636164180425e-127,"3","RSRC2"
"ZBTB20",1.16303887733906e-131,0.619122059561186,0.542,0.347,3.90059978681975e-127,"3","ZBTB20"
"MYLIP2",1.28309990450565e-131,0.760097103615321,0.472,0.299,4.30326045973106e-127,"3","MYLIP"
"TBC1D10C2",3.0218345663283e-131,0.665382065124478,0.334,0.168,1.01346287685519e-126,"3","TBC1D10C"
