"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KCNN3",0,3.46617337180445,0.833,0.126,0,"0","KCNN3"
"C7",0,3.82884369670408,0.994,0.299,0,"0","C7"
"FMO2",0,3.29050688717486,0.839,0.174,0,"0","FMO2"
"SCN7A",0,2.70491596027516,0.998,0.365,0,"0","SCN7A"
"APOD",0,2.88165957345463,0.947,0.343,0,"0","APOD"
"A2M",0,2.2927111661433,0.988,0.5,0,"0","A2M"
"SPARCL1",0,1.77734403747584,1,0.83,0,"0","SPARCL1"
"FXYD6",1.26655516453116e-307,2.50205369002369,0.907,0.349,4.24777271080462e-303,"0","FXYD6"
"CXCL12",1.3827046991408e-289,2.00151533483456,0.992,0.559,4.63731501997843e-285,"0","CXCL12"
"PREX2",3.3987034123897e-285,2.77206666661233,0.707,0.12,1.13985715044726e-280,"0","PREX2"
"FBLN1",4.60990041412611e-285,1.60331529650445,1,0.733,1.54606840088962e-280,"0","FBLN1"
"C6",7.65442455703567e-256,3.90981294408281,0.501,0.034,2.56714090793862e-251,"0","C6"
"ALDH1A1",6.43693243534721e-253,1.96811582562998,0.916,0.365,2.15881840016675e-248,"0","ALDH1A1"
"PLD5",2.92820972793533e-242,4.12532766558859,0.427,0.014,9.82062978554952e-238,"0","PLD5"
"TCF21",6.12983522180933e-240,2.16464078091979,0.925,0.5,2.05582413669041e-235,"0","TCF21"
"MAMDC2",1.15895855178201e-238,2.16501960331708,0.819,0.259,3.88691519096651e-234,"0","MAMDC2"
"NRK",1.02438080146444e-235,2.51552009010407,0.629,0.107,3.43556833195142e-231,"0","NRK"
"DPT",4.33492577783562e-233,1.45266667809196,0.992,0.541,1.45384740737051e-228,"0","DPT"
"EFCC1",6.75594227311547e-228,3.44560116523931,0.509,0.057,2.26580791955747e-223,"0","EFCC1"
"IGF1",6.17158130028961e-224,1.53935322633833,0.945,0.394,2.06982493649113e-219,"0","IGF1"
"PDGFRA",3.40373377615548e-223,1.6170628093552,0.977,0.606,1.14154423384703e-218,"0","PDGFRA"
"OGFRL1",8.16979042078273e-220,1.96833293170169,0.866,0.365,2.73998431132211e-215,"0","OGFRL1"
"TMEM204",1.53724015505149e-216,2.49574485617399,0.749,0.252,5.1555960320117e-212,"0","TMEM204"
"SERPINE2",4.32723011993787e-216,1.73365955568846,0.975,0.543,1.45126643762476e-211,"0","SERPINE2"
"COL15A1",1.32659264681589e-214,2.30488958767632,0.751,0.214,4.44912641889112e-210,"0","COL15A1"
"SLIT2",3.50203695170791e-213,1.77791728699303,0.895,0.382,1.1745131528638e-208,"0","SLIT2"
"SHISA3",2.65458938259413e-210,2.48407876272773,0.723,0.208,8.9029618713442e-206,"0","SHISA3"
"PID1",1.22459436242995e-209,1.53387579517284,0.921,0.408,4.10704457271757e-205,"0","PID1"
"MGP",2.02452520513138e-209,1.35148713840934,1,0.793,6.78985263296961e-205,"0","MGP"
"CYGB",6.14182630906451e-205,1.76748978614029,0.824,0.286,2.05984570753406e-200,"0","CYGB"
"PRKAR2B",4.53233461855308e-203,2.03135184338931,0.737,0.239,1.52005438437033e-198,"0","PRKAR2B"
"GDF10",6.2941346196243e-199,2.83921377892326,0.513,0.073,2.1109268687296e-194,"0","GDF10"
"ADAMTSL3",1.56428836302702e-198,2.04827351151171,0.757,0.254,5.24631031192001e-194,"0","ADAMTSL3"
"NFIA",1.01326169266418e-189,1.17537207097002,0.998,0.674,3.39827706485711e-185,"0","NFIA"
"COLEC12",7.21060681014536e-188,1.74446486338151,0.811,0.31,2.41829331198655e-183,"0","COLEC12"
"ADCYAP1R1",1.01621740887904e-187,3.336781061938,0.381,0.026,3.40818994589853e-183,"0","ADCYAP1R1"
"CD302",3.58600682992843e-186,1.72751106033401,0.824,0.368,1.2026749706214e-181,"0","CD302"
"FGL2",3.45194654444642e-182,0.888953560362769,0.851,0.322,1.15771383207644e-177,"0","FGL2"
"JAM2",7.08151107019596e-181,1.86073335683613,0.731,0.235,2.37499718272232e-176,"0","JAM2"
"ARHGEF26",6.93191981913493e-179,1.69639546514311,0.672,0.178,2.32482726894147e-174,"0","ARHGEF26"
"EPHX1",1.66092364077806e-178,1.38059874483955,0.927,0.543,5.57040570644147e-174,"0","EPHX1"
"CITED2",2.04899068971877e-178,1.84956620443073,0.911,0.516,6.87190497517881e-174,"0","CITED2"
"RORA",2.03816170246123e-177,1.49002643149329,0.875,0.428,6.83558671771447e-173,"0","RORA"
"LY6H",5.0324970559106e-176,3.93517091148619,0.336,0.016,1.6877988626113e-171,"0","LY6H"
"CA8",2.07408479011608e-175,3.53641811111548,0.328,0.014,6.95606556909132e-171,"0","CA8"
"SPRY2",4.55458439866922e-175,1.85578175827531,0.802,0.346,1.52751651562568e-170,"0","SPRY2"
"ABCA8",1.184091990546e-174,1.38792690320195,0.919,0.432,3.97120771789317e-170,"0","ABCA8"
"EPHA3",1.189742594252e-171,2.05444275924967,0.66,0.203,3.99015871260237e-167,"0","EPHA3"
"CAMK2N1",4.36510247451515e-169,1.35995815986083,0.93,0.554,1.46396806790289e-164,"0","CAMK2N1"
"C1orf21",2.65468362342909e-165,1.21603129497809,0.937,0.549,8.90327793625648e-161,"0","C1orf21"
"SLC8A1",3.95128310489362e-163,2.13706202022543,0.559,0.129,1.32518132771922e-158,"0","SLC8A1"
"FOXO3",6.78098199774903e-163,1.26089980868864,0.948,0.607,2.27420574240507e-158,"0","FOXO3"
"C1QTNF7",2.06058800789086e-162,2.1039511431471,0.609,0.168,6.91080006086438e-158,"0","C1QTNF7"
"SSPN",1.3665352086289e-161,1.14788843461751,0.968,0.65,4.58308578269959e-157,"0","SSPN"
"GSN",1.38702344113549e-160,1.08027112152413,1,0.866,4.65179921688021e-156,"0","GSN"
"SCUBE2",3.91634191782649e-160,3.29708692756728,0.356,0.033,1.31346275240065e-155,"0","SCUBE2"
"GPC6",7.33493362942582e-159,1.49784118563471,0.856,0.416,2.45999004063683e-154,"0","GPC6"
"C1QTNF3",7.57396994046796e-158,1.51835267055622,0.909,0.476,2.54015803863414e-153,"0","C1QTNF3"
"PTN",3.68078684044842e-157,1.56648401269075,0.841,0.437,1.23446229054959e-152,"0","PTN"
"CRISPLD2",1.12348373198488e-156,1.17826995799129,0.949,0.564,3.76793974033089e-152,"0","CRISPLD2"
"LHFPL6",1.52906387971458e-156,1.07771511037383,0.971,0.668,5.12817443978675e-152,"0","LHFPL6"
"SGCD",2.31486470767839e-156,1.60184066069037,0.774,0.337,7.76359325661179e-152,"0","SGCD"
"ZBTB16",8.27936026776087e-154,1.16603729481593,0.91,0.471,2.77673184660164e-149,"0","ZBTB16"
"THBS4",4.62566692219851e-152,0.974583788446289,0.79,0.253,1.55135617236694e-147,"0","THBS4"
"SMOC2",1.33811669534626e-151,1.59907402603773,0.819,0.386,4.48777577285229e-147,"0","SMOC2"
"PLXDC1",3.74267871480277e-150,1.41206042952557,0.843,0.421,1.25521958737055e-145,"0","PLXDC1"
"NFIC",4.30190089801068e-150,0.931132844680908,0.98,0.75,1.44277152317482e-145,"0","NFIC"
"CTGF",7.48544914869546e-150,1.40606458463066,0.976,0.692,2.51046993548948e-145,"0","CTGF"
"ZNF106",7.68855250465345e-150,1.37119576029819,0.88,0.525,2.57858673901068e-145,"0","ZNF106"
"SOD3",2.41716191643966e-149,1.10020975113288,0.986,0.71,8.10667763535535e-145,"0","SOD3"
"ARID5B",7.32629272577344e-149,1.20478196713396,0.977,0.767,2.45709205436989e-144,"0","ARID5B"
"INTS6",7.65419106280383e-148,1.32844276548816,0.903,0.554,2.56706259864315e-143,"0","INTS6"
"SELENOP",1.18719038694844e-147,1.09043210736044,0.952,0.612,3.98159911974768e-143,"0","SELENOP"
"ABCA9",3.14238751673532e-147,1.61865696586975,0.76,0.32,1.05389392536269e-142,"0","ABCA9"
"DAAM1",3.72057959031438e-147,1.39704628760345,0.845,0.451,1.24780798299964e-142,"0","DAAM1"
"SPTBN1",1.12848835299253e-146,0.930952818938334,0.994,0.762,3.78472423826633e-142,"0","SPTBN1"
"CCDC80",2.71237180763465e-146,0.926168686291134,1,0.812,9.0967525684451e-142,"0","CCDC80"
"ATP10D",2.00635677502277e-145,1.86609340439514,0.669,0.254,6.72891935207135e-141,"0","ATP10D"
"SNAI1",3.1951673056553e-145,2.25685822963998,0.563,0.157,1.07159521097067e-140,"0","SNAI1"
"PTPN9",3.75968753143589e-145,1.98678716603457,0.609,0.201,1.26092400429297e-140,"0","PTPN9"
"ECHDC2",2.81316465319485e-144,1.31601722512696,0.771,0.357,9.4347916138849e-140,"0","ECHDC2"
"F2R",4.54769080738633e-144,1.30197805433004,0.784,0.32,1.52520454298123e-139,"0","F2R"
"NBL1",1.2485392438096e-143,1.3945735214108,0.95,0.668,4.18735091588864e-139,"0","NBL1"
"FIBIN",2.2645386463686e-143,1.6688330867483,0.812,0.398,7.594809712191e-139,"0","FIBIN"
"TSC22D1",4.15859984892956e-143,1.25718751534875,0.922,0.551,1.394711217334e-138,"0","TSC22D1"
"ZNF385D",1.27943160541804e-142,2.10881261074482,0.551,0.151,4.29095771825102e-138,"0","ZNF385D"
"TUSC3",1.63255946195249e-142,1.88347603330914,0.641,0.226,5.47527792349626e-138,"0","TUSC3"
"ALDH1A2",8.40342636091016e-142,3.0852969348692,0.337,0.036,2.81834113292205e-137,"0","ALDH1A2"
"PPFIBP1",9.60638414709791e-142,1.25567310895955,0.861,0.486,3.2217891152537e-137,"0","PPFIBP1"
"LTBP4",1.59687262990687e-139,0.975748688733035,0.996,0.719,5.35559142618166e-135,"0","LTBP4"
"RHOJ",1.89797782972569e-139,2.00932402519095,0.56,0.166,6.36543804533402e-135,"0","RHOJ"
"LIFR",1.06566498514068e-138,1.91134614736863,0.569,0.169,3.57402722716483e-134,"0","LIFR"
"JADE1",7.81163614829958e-138,1.49399250261758,0.748,0.326,2.61986653141671e-133,"0","JADE1"
"SMIM3",7.16424390728216e-136,1.56752722251171,0.755,0.352,2.40274412162429e-131,"0","SMIM3"
"CLEC14A",1.53467517717805e-135,3.08565049665355,0.357,0.048,5.14699360921974e-131,"0","CLEC14A"
"CSGALNACT1",1.88128515385614e-135,1.84684367271892,0.595,0.195,6.30945414900273e-131,"0","CSGALNACT1"
"ARHGAP10",8.02117111513376e-135,1.17798409797552,0.887,0.529,2.69014036859356e-130,"0","ARHGAP10"
"SPRY1",1.32508363263441e-134,1.3167816470184,0.895,0.532,4.4440654871293e-130,"0","SPRY1"
"PROS1",2.31762456364309e-132,1.29669107485573,0.839,0.43,7.7728492615462e-128,"0","PROS1"
"BMP4",6.73018022739758e-132,1.37176237547301,0.848,0.454,2.2571678446646e-127,"0","BMP4"
"ABCA6",3.05118987062081e-131,1.23239068586707,0.806,0.365,1.02330805880881e-126,"0","ABCA6"
"VIT",2.14111489519791e-128,1.33132943640907,0.766,0.322,7.18087113551476e-124,"0","VIT"
"CIRBP",2.97398222286038e-128,0.811862213860937,0.974,0.774,9.97414157902915e-124,"0","CIRBP"
"PODN",4.35597247552453e-128,1.10681390035787,0.927,0.523,1.46090604884142e-123,"0","PODN"
"INMT",1.42904625530658e-127,1.82248748039465,0.672,0.292,4.79273533104719e-123,"0","INMT"
"ADAMTS1",3.32131525370576e-127,1.02673569652398,0.934,0.554,1.11390270978784e-122,"0","ADAMTS1"
"FMO3",6.23773294637568e-127,2.48320663762806,0.404,0.075,2.09201087555548e-122,"0","FMO3"
"LAMB1",1.17162938739691e-126,1.18187675205823,0.855,0.462,3.92941063945177e-122,"0","LAMB1"
"DCN",1.93373940588701e-126,0.860925768805958,1,0.843,6.48537521946384e-122,"0","DCN"
"MYOC",4.60210515787605e-126,2.04309693698384,0.62,0.215,1.54345402784847e-121,"0","MYOC"
"NEGR1",9.90014080597485e-124,1.23948006426026,0.784,0.369,3.32030922350784e-119,"0","NEGR1"
"CCL11",4.40842497882746e-123,2.0181395741559,0.518,0.142,1.47849756939916e-118,"0","CCL11"
"FAM3C",1.17541989703627e-122,1.2451889833479,0.858,0.532,3.94212325068024e-118,"0","FAM3C"
"RND3",2.99192333548963e-122,1.12146446285783,0.946,0.639,1.00343124825651e-117,"0","RND3"
"RGS2",8.654534826568e-122,1.08518394907005,0.892,0.511,2.90255789013438e-117,"0","RGS2"
"PHLDA1",1.02822071873188e-121,1.1403560007461,0.92,0.56,3.44844664648297e-117,"0","PHLDA1"
"FKBP5",2.94018077929117e-121,0.921353355998547,0.958,0.633,9.86077829758671e-117,"0","FKBP5"
"FAM162A",3.29396250002344e-121,1.07572440673388,0.84,0.505,1.10472914325786e-116,"0","FAM162A"
"PDE1A",5.13898471807074e-121,1.58006724362763,0.61,0.219,1.72351269474657e-116,"0","PDE1A"
"PER2",8.90370096188431e-121,1.21521432488471,0.759,0.339,2.98612322859676e-116,"0","PER2"
"DDX5",9.2664166929641e-120,0.80815274754501,0.998,0.871,3.1077708304863e-115,"0","DDX5"
"ACVRL1",1.401493396627e-119,1.2191981563448,0.822,0.425,4.70032855360763e-115,"0","ACVRL1"
"NFIB",3.0834779738043e-119,1.0412532180207,0.927,0.594,1.03413684285449e-114,"0","NFIB"
"NTRK2",6.42506580600122e-119,1.81951033158901,0.434,0.09,2.15483857001669e-114,"0","NTRK2"
"FAM13A",9.78763615562401e-119,1.51618455650072,0.673,0.29,3.28257741387318e-114,"0","FAM13A"
"ANGPTL1",1.21742171729189e-118,1.40339281942754,0.696,0.287,4.08298895545355e-114,"0","ANGPTL1"
"ZBTB20",4.92092722544872e-118,0.854887820259583,0.972,0.745,1.65038057287099e-113,"0","ZBTB20"
"HLF",1.86615223114396e-117,1.76860920136114,0.522,0.154,6.25870135281062e-113,"0","HLF"
"CFH",2.46613409317244e-117,0.962368201855806,0.955,0.613,8.27092052168172e-113,"0","CFH"
"COLEC11",3.93245841909636e-117,3.50014671493884,0.304,0.039,1.31886790459654e-112,"0","COLEC11"
"BOC",5.26501987598734e-117,1.49536662444914,0.695,0.304,1.76578236600863e-112,"0","BOC"
"EDNRB",1.36044438836489e-116,1.90505845080526,0.421,0.091,4.56265838969818e-112,"0","EDNRB"
"RHOBTB3",3.02925754000704e-116,1.02185496887106,0.937,0.625,1.01595239376756e-111,"0","RHOBTB3"
"C3",9.7541554451023e-116,0.752905284149799,0.983,0.547,3.27134865317841e-111,"0","C3"
"RNF217",3.6875477647568e-115,1.74393630812187,0.611,0.249,1.23672976934414e-110,"0","RNF217"
"ADIRF",1.15570475255746e-114,0.542793064301178,0.97,0.62,3.87600259912723e-110,"0","ADIRF"
"SRSF7",3.77132525569791e-114,0.97424788420975,0.948,0.683,1.26482706425596e-109,"0","SRSF7"
"FXYD1",5.23806744650284e-114,0.609503571231198,0.948,0.599,1.75674306020812e-109,"0","FXYD1"
"CCND2",7.40226599950036e-113,0.931097803620117,0.873,0.566,2.48257197091243e-108,"0","CCND2"
"KIAA0040",2.16446693820527e-112,1.17295452545301,0.734,0.325,7.25918921735284e-108,"0","KIAA0040"
"FRZB",2.31225539067815e-112,1.25747571548592,0.5,0.136,7.75484212925639e-108,"0","FRZB"
"TSC22D3",4.92300800498217e-112,1.05655935008834,0.975,0.77,1.65107842471092e-107,"0","TSC22D3"
"SERPING1",1.16761873253108e-111,0.743870013402018,0.998,0.804,3.91595970516275e-107,"0","SERPING1"
"GSTM5",6.45744143739515e-111,1.29712958704164,0.667,0.271,2.16569670927359e-106,"0","GSTM5"
"CCNL1",1.04683385915265e-110,0.883846311419808,0.959,0.701,3.51087139682617e-106,"0","CCNL1"
"VAMP2",1.46127748256453e-109,0.91897861830882,0.915,0.619,4.90083242102494e-105,"0","VAMP2"
"PIK3R1",1.05742431401299e-108,0.905910050316787,0.967,0.716,3.54638966433677e-104,"0","PIK3R1"
"FHL1",8.72618111592586e-107,0.833891406900009,0.959,0.647,2.92658662265922e-102,"0","FHL1"
"NAV3",4.09994367719422e-106,2.05019365591299,0.41,0.103,1.3750391104574e-101,"0","NAV3"
"BTG1",4.80546135230182e-106,0.833495758901928,0.97,0.781,1.61165562833498e-101,"0","BTG1"
"SRPX",7.37756330878389e-106,0.739279923951218,0.761,0.349,2.47428718249994e-101,"0","SRPX"
"SPATA6",1.83454294953475e-105,1.43621811593112,0.607,0.243,6.15269014414965e-101,"0","SPATA6"
"CNTN1",1.90332251101762e-105,1.87572563480364,0.413,0.1,6.3833630374509e-101,"0","CNTN1"
"SNCA",6.32330995616563e-105,1.74013295993306,0.428,0.105,2.12071169309883e-100,"0","SNCA"
"CENPC",1.73097198903101e-104,1.2262310802993,0.753,0.414,5.80533385681221e-100,"0","CENPC"
"GFRA1",1.94447844254474e-104,1.29026042992996,0.676,0.296,6.52139180060656e-100,"0","GFRA1"
"DKK3",1.20189907272574e-103,1.39089316627918,0.695,0.321,4.0309291101076e-99,"0","DKK3"
"PRR16",2.63446546378705e-103,2.00915614051461,0.43,0.116,8.83547027244902e-99,"0","PRR16"
"AKAP13",3.24172400360637e-103,0.825134991559026,0.958,0.738,1.08720939632951e-98,"0","AKAP13"
"PNRC1",8.48304694217293e-103,0.773371012281629,0.993,0.835,2.84504428346596e-98,"0","PNRC1"
"LRP1",1.30945124959705e-102,0.748756403070083,0.994,0.722,4.39163760089859e-98,"0","LRP1"
"TIPARP",3.72323981475024e-102,1.36755297993965,0.778,0.43,1.24870016907093e-97,"0","TIPARP"
"A4GALT",4.32922797527551e-102,1.23795461823703,0.769,0.428,1.4519364783479e-97,"0","A4GALT"
"DLG2",7.31012817409454e-102,2.08749129840423,0.361,0.077,2.45167078702783e-97,"0","DLG2"
"MXRA7",1.52937710595044e-101,0.75522860728733,0.954,0.692,5.12922493793658e-97,"0","MXRA7"
"DDIT3",2.9160136315527e-101,1.40731567667708,0.734,0.387,9.77972651750145e-97,"0","DDIT3"
"NDRG2",3.83817811262525e-101,0.648536173309103,0.696,0.297,1.28724817541226e-96,"0","NDRG2"
"PLEKHA6",3.97210533849414e-101,1.88515266255065,0.375,0.084,1.33216468842416e-96,"0","PLEKHA6"
"SAMHD1",3.7688315683311e-100,0.878096856793705,0.865,0.559,1.26399073138688e-95,"0","SAMHD1"
"ATP1A1",2.6575755518298e-99,0.864310040550268,0.95,0.66,8.91297688572678e-95,"0","ATP1A1"
"FUS",9.50649835835325e-99,0.744296166833548,0.972,0.749,3.18828941942451e-94,"0","FUS"
"LONRF2",1.96402108780463e-98,1.79391572275006,0.377,0.088,6.58693392427918e-94,"0","LONRF2"
"AZI2",4.24082094237664e-98,1.24636532741892,0.725,0.396,1.42228652765428e-93,"0","AZI2"
"BDH2",2.43805846765006e-97,1.1227462248571,0.767,0.451,8.17676048880476e-93,"0","BDH2"
"KLF9",8.69348516426903e-97,0.794929260904468,0.976,0.723,2.91562105439255e-92,"0","KLF9"
"VIPR2",2.10584681113644e-96,1.64420157639638,0.439,0.127,7.06258903518939e-92,"0","VIPR2"
"KLF13",5.05894672076904e-96,1.00838640655938,0.866,0.57,1.69666955121152e-91,"0","KLF13"
"COL14A1",6.07934788974756e-96,0.811342000040998,0.971,0.654,2.03889169526354e-91,"0","COL14A1"
"HMGN2",2.10436534837969e-95,0.761129303942423,0.925,0.672,7.0576205053958e-91,"0","HMGN2"
"ABI3BP",6.4276909475878e-95,0.78003141778365,0.955,0.535,2.155718990002e-90,"0","ABI3BP"
"SRSF3",4.4916019580524e-94,0.860754387382504,0.947,0.755,1.50639346469162e-89,"0","SRSF3"
"PER3",4.84657899817949e-94,1.06773387059421,0.72,0.352,1.62544566440944e-89,"0","PER3"
"LRRN4CL",6.94506731043921e-94,0.92949033829887,0.875,0.487,2.3292366745751e-89,"0","LRRN4CL"
"CREG1",8.84782892617501e-94,0.981332372768023,0.82,0.481,2.96738486526058e-89,"0","CREG1"
"IGSF1",1.03781376503064e-93,2.71157050449841,0.257,0.034,3.48061980515977e-89,"0","IGSF1"
"PCDH9",2.73296334273793e-93,1.12133934827435,0.678,0.307,9.16581245887446e-89,"0","PCDH9"
"MFAP4",3.14385749450806e-93,0.630261359474483,0.998,0.709,1.05438692650811e-88,"0","MFAP4"
"DIO2",1.19234436452278e-92,0.797038301551456,0.739,0.335,3.9988845297365e-88,"0","DIO2"
"MPZL1",1.40306302242417e-92,0.884395852161097,0.871,0.559,4.70559276460619e-88,"0","MPZL1"
"PDGFRL",7.91034312677209e-92,0.988457829992483,0.705,0.317,2.65297087785682e-87,"0","PDGFRL"
"PLEKHH2",8.2586091216142e-92,1.69592751599515,0.524,0.201,2.76977232720697e-87,"0","PLEKHH2"
"FAM198B",8.27013161374586e-92,1.02015978553119,0.766,0.403,2.77363674061808e-87,"0","FAM198B"
"MFSD6",1.54129347472289e-91,2.11498484105302,0.356,0.086,5.16919005552562e-87,"0","MFSD6"
"RNASET2",1.83493102468872e-91,1.53522634352801,0.61,0.28,6.15399167060104e-87,"0","RNASET2"
"TMTC2",7.26260944433573e-91,2.08506381976549,0.379,0.101,2.43573395544132e-86,"0","TMTC2"
"TCF4",1.09189863430178e-89,0.831376407479681,0.948,0.665,3.66200963972133e-85,"0","TCF4"
"EIF4A2",2.25281094352697e-89,0.702911302852931,0.963,0.779,7.55547734240076e-85,"0","EIF4A2"
"PDE5A",2.4483992952429e-89,1.03656279294515,0.674,0.325,8.21144155638563e-85,"0","PDE5A"
"HCG11",3.45498246209367e-89,1.455917511033,0.569,0.244,1.15873201813697e-84,"0","HCG11"
"SERTAD4-AS1",4.0704067596515e-89,1.5773939134119,0.422,0.125,1.36513301905192e-84,"0","SERTAD4-AS1"
"HS3ST3A1",6.57236210822685e-89,2.44600741587693,0.33,0.076,2.20423880385712e-84,"0","HS3ST3A1"
"HPGD",5.48149531488637e-88,0.791496857326644,0.646,0.262,1.83838389870659e-83,"0","HPGD"
"METTL7A",7.38614835258302e-88,0.899380237811667,0.835,0.484,2.47716643448929e-83,"0","METTL7A"
"CLMP",1.03240484724363e-87,0.980286980046229,0.777,0.428,3.46247937668568e-83,"0","CLMP"
"CCNG2",3.61233183095015e-87,1.24211376339643,0.659,0.333,1.21150384946406e-82,"0","CCNG2"
"MATN2",1.23890505456363e-86,0.525626919687369,0.676,0.296,4.15503977199551e-82,"0","MATN2"
"SRSF5",5.35659562698606e-86,0.68213277805103,0.965,0.746,1.79649504137858e-81,"0","SRSF5"
"ITPR1",8.55248370469238e-86,1.27078963740206,0.503,0.183,2.86833198487973e-81,"0","ITPR1"
"ARL13B",8.81615467443355e-86,1.49366258391687,0.585,0.274,2.95676195471152e-81,"0","ARL13B"
"RALGPS2",2.3919594848866e-85,0.945569180189202,0.582,0.248,8.02215372041269e-81,"0","RALGPS2"
"WNT5B",9.35209384388291e-85,1.80225196246344,0.436,0.146,3.13650523336145e-80,"0","WNT5B"
"MCL1",1.45307845672656e-84,0.788007513968106,0.957,0.743,4.87333452816954e-80,"0","MCL1"
"ZFHX4",2.40779237175166e-84,1.43991621380596,0.541,0.227,8.07525405638073e-80,"0","ZFHX4"
"FOS",2.60741838663323e-84,0.906204575618374,0.962,0.835,8.74475978509052e-80,"0","FOS"
"SOX15",7.13915875230424e-84,1.78239761625721,0.384,0.109,2.39433106234779e-79,"0","SOX15"
"GLUL",1.12376833083071e-83,0.925399172956256,0.959,0.726,3.76889422794003e-79,"0","GLUL"
"EGR1",1.27687422954486e-83,0.76774434206929,0.971,0.751,4.28238079104756e-79,"0","EGR1"
"CTSO",1.45164645228893e-83,1.23510581215534,0.686,0.383,4.86853187168662e-79,"0","CTSO"
"JUN",2.0799931490165e-83,0.93501050178068,0.984,0.871,6.97588102317155e-79,"0","JUN"
"ABCC9",2.14266681122339e-83,0.915748408880396,0.529,0.194,7.18607595148102e-79,"0","ABCC9"
"COL4A3",2.6664738480374e-83,1.68901354242841,0.334,0.078,8.94281999154783e-79,"0","COL4A3"
"IFRD1",3.2448149836636e-83,0.909658393792192,0.848,0.546,1.0882460492211e-78,"0","IFRD1"
"NFKBIA",4.51367563685664e-83,0.772472717225331,0.993,0.829,1.51379653508898e-78,"0","NFKBIA"
"ZFP36",5.37156305207998e-83,0.757503588001536,0.996,0.813,1.80151481640658e-78,"0","ZFP36"
"NUCKS1",1.51844812255496e-82,0.559081338966857,0.992,0.829,5.09257131342483e-78,"0","NUCKS1"
"CYP27A1",1.97309896552293e-82,1.29705241889344,0.589,0.271,6.6173793105708e-78,"0","CYP27A1"
"BICC1",1.3268842836768e-81,0.951021052316906,0.799,0.473,4.45010451059526e-77,"0","BICC1"
"TXNIP",2.6212338564691e-81,0.756080426299003,0.995,0.787,8.79109410782605e-77,"0","TXNIP"
"LTBP3",6.15348959031167e-81,0.773784713739649,0.906,0.593,2.06375733879873e-76,"0","LTBP3"
"COL4A4",6.79718144234951e-81,1.09282745520837,0.506,0.182,2.27963871213518e-76,"0","COL4A4"
"SLC1A5",9.4063615826499e-81,0.944934464878769,0.705,0.394,3.15470554758912e-76,"0","SLC1A5"
"BTG3",1.05769750256972e-80,0.791239047666385,0.835,0.527,3.54730588411834e-76,"0","BTG3"
"GHR",1.18312146891934e-80,1.77367646620536,0.406,0.132,3.96795278246169e-76,"0","GHR"
"ETV1",1.23491391182279e-80,1.57127377875313,0.475,0.178,4.14165427747127e-76,"0","ETV1"
"MXRA5",1.23566815418843e-80,0.82053581613891,0.846,0.456,4.14418385551717e-76,"0","MXRA5"
"FAM102B",1.61110886101708e-80,1.33326334292541,0.549,0.249,5.4033368980791e-76,"0","FAM102B"
"SRSF2",3.11555636473229e-80,0.829090071204599,0.908,0.687,1.04489529360392e-75,"0","SRSF2"
"EPB41L4A-AS1",3.67720211937517e-80,0.955290545351225,0.724,0.419,1.23326004679604e-75,"0","EPB41L4A-AS1"
"SERPINF1",4.68882315035038e-80,0.656622049118766,0.993,0.682,1.57253750816451e-75,"0","SERPINF1"
"SORCS1",6.1462475984241e-80,1.7480138272219,0.258,0.042,2.06132851955948e-75,"0","SORCS1"
"PDZD2",1.18903962812141e-79,1.86984280832833,0.302,0.068,3.98780110479357e-75,"0","PDZD2"
"ADGRL2",1.34832094814771e-79,1.54793086259684,0.463,0.174,4.52199879589779e-75,"0","ADGRL2"
"PRICKLE2",1.83451561038281e-79,1.56360220324502,0.47,0.183,6.15259845410186e-75,"0","PRICKLE2"
"TGFBR2",2.89725306443058e-79,0.713688391715999,0.92,0.623,9.71680732748729e-75,"0","TGFBR2"
"IL6ST",3.65445071820895e-79,0.673680762470312,0.979,0.734,1.22562968187292e-74,"0","IL6ST"
"CYB5R3",5.11676207083628e-79,0.782543064588625,0.916,0.676,1.71605966331707e-74,"0","CYB5R3"
"LUM",8.56446743881683e-79,0.578421296380593,0.997,0.741,2.87235108963039e-74,"0","LUM"
"STEAP2",8.99555271193763e-79,0.95510394821428,0.646,0.305,3.01692846852964e-74,"0","STEAP2"
"IFNGR1",1.33783779113904e-78,0.922281089983447,0.79,0.5,4.48684038392211e-74,"0","IFNGR1"
"CREBRF",1.6362414856054e-78,0.886005190910934,0.788,0.492,5.48762669442341e-74,"0","CREBRF"
"CPVL",3.12484176246071e-78,1.39507569382606,0.48,0.172,1.04800943029407e-73,"0","CPVL"
"ENPP2",4.1626116191355e-78,1.95718666144757,0.319,0.077,1.39605668482566e-73,"0","ENPP2"
"TPBG",6.51566884357744e-78,1.08345934320426,0.718,0.405,2.185225016759e-73,"0","TPBG"
"GRAMD2B",2.07765332351943e-77,1.60549704571909,0.445,0.163,6.96803371641945e-73,"0","GRAMD2B"
"SEMA3E",3.58419856081774e-77,1.20139181913601,0.518,0.204,1.20206851332705e-72,"0","SEMA3E"
"SOD2",8.1253907836361e-77,0.567619696542371,0.955,0.686,2.72509356101587e-72,"0","SOD2"
"SPART",1.25622574117209e-76,0.864318838046018,0.785,0.502,4.21312989074295e-72,"0","SPART"
