"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RNH11",2.2042108188381e-13,0.65568284513829,0.387,0.242,7.39248224421922e-09,"4","RNH1"
"IFI27L21",2.27054404170939e-13,0.355414024746268,0.475,0.307,7.61495060708496e-09,"4","IFI27L2"
"CLIP13",2.33095635069451e-13,0.28778868002258,0.416,0.258,7.81756140895923e-09,"4","CLIP1"
"OLA1",2.63926165554219e-13,0.633284195267671,0.362,0.224,8.85155574035740e-09,"4","OLA1"
"NEDD81",2.66383608281034e-13,0.352173755621954,0.645,0.461,8.93397345452932e-09,"4","NEDD8"
"GRAMD1A2",2.67091332702754e-13,0.410480413836696,0.346,0.205,8.95770911618495e-09,"4","GRAMD1A"
"BRK12",3.57406973446085e-13,0.385813784984558,0.609,0.417,1.19867150754348e-08,"4","BRK1"
"DUSP51",4.78462547708979e-13,0.414213625082154,0.457,0.3,1.60466769250637e-08,"4","DUSP5"
"TSC22D4",4.78590260426856e-13,0.445647046469856,0.378,0.236,1.60509601541959e-08,"4","TSC22D4"
"ATP5PB",4.841844967181e-13,0.457206621571599,0.532,0.356,1.62385796509317e-08,"4","ATP5PB"
"RWDD11",5.01332937538853e-13,0.403220551038641,0.568,0.393,1.6813704059178e-08,"4","RWDD1"
"P2RY102",5.12639709717091e-13,0.410816330162451,0.349,0.204,1.71929105844918e-08,"4","P2RY10"
"KCNAB2",5.44776388397268e-13,0.485246798865668,0.294,0.167,1.82707105140676e-08,"4","KCNAB2"
"MVP1",7.46903474375149e-13,0.467136614141116,0.274,0.152,2.50496487235937e-08,"4","MVP"
"VPS282",7.57392885466331e-13,0.387226154818754,0.582,0.413,2.54014425927698e-08,"4","VPS28"
"TNFSF101",7.85256906864394e-13,0.458127489049673,0.33,0.196,2.63359461424181e-08,"4","TNFSF10"
"RALGDS1",8.48349133229862e-13,0.268451065267679,0.351,0.209,2.84519332302631e-08,"4","RALGDS"
"TMBIM42",8.72498482082171e-13,0.378138901931192,0.539,0.376,2.92618540920719e-08,"4","TMBIM4"
"SERINC3",9.22906744732281e-13,0.392462110706684,0.468,0.314,3.09524464048312e-08,"4","SERINC3"
"HK1",9.33530857277518e-13,0.502650868392395,0.285,0.166,3.13087578913734e-08,"4","HK1"
"ATP5F1B1",9.73804825146567e-13,0.3374851823246,0.652,0.447,3.26594662257656e-08,"4","ATP5F1B"
"CRELD2",1.04359281728596e-12,0.52494274189524,0.267,0.15,3.50000159061365e-08,"4","CRELD2"
"GDE1",1.060398111673e-12,0.670669076121185,0.272,0.156,3.55636318692891e-08,"4","GDE1"
"ARL2BP",1.14363553096722e-12,0.651175080600628,0.274,0.156,3.83552484375787e-08,"4","ARL2BP"
"PSTPIP11",1.31227812213464e-12,0.25368927244156,0.348,0.203,4.40111836601515e-08,"4","PSTPIP1"
"LRRC8C",1.3122955930622e-12,0.465798142299437,0.254,0.138,4.40117696001201e-08,"4","LRRC8C"
"RAB5C2",1.3562600175153e-12,0.517496435733514,0.405,0.265,4.54862484674283e-08,"4","RAB5C"
"ARF3",1.38227395369142e-12,0.607915643761121,0.292,0.171,4.63587038589028e-08,"4","ARF3"
"SPCS12",1.46675362102916e-12,0.293402258423839,0.661,0.468,4.9191982942076e-08,"4","SPCS1"
"COX6A11",1.56834188407045e-12,0.271695862777252,0.794,0.55,5.25990501079546e-08,"4","COX6A1"
"ERLEC1",1.58731801016564e-12,0.423635670471495,0.344,0.212,5.32354714249352e-08,"4","ERLEC1"
"ZFAND2B",1.61532065132348e-12,0.663282824289819,0.256,0.143,5.41746240040867e-08,"4","ZFAND2B"
"PSD4",1.81814592899515e-12,0.432563903778345,0.271,0.153,6.09769781666392e-08,"4","PSD4"
"DNM21",1.93359066011014e-12,0.254362776833519,0.357,0.217,6.4848763558774e-08,"4","DNM2"
"ARHGDIA",2.10578901542908e-12,0.383979411872895,0.563,0.396,7.06239519994606e-08,"4","ARHGDIA"
"ANAPC162",2.11446300004743e-12,0.366866348680435,0.733,0.565,7.09148600955906e-08,"4","ANAPC16"
"THEM41",2.24212361119441e-12,0.672746202862008,0.312,0.187,7.51963416722382e-08,"4","THEM4"
"TALDO1",2.26293172335564e-12,0.396164634420202,0.455,0.289,7.58942041379014e-08,"4","TALDO1"
"NDUFA31",2.30560533629146e-12,0.27745748126539,0.59,0.408,7.73253917685431e-08,"4","NDUFA3"
"SRM",2.41019098977455e-12,0.502640315894203,0.299,0.173,8.08329854150589e-08,"4","SRM"
"SSR22",2.44977829333303e-12,0.341892985139872,0.737,0.557,8.21606644018031e-08,"4","SSR2"
"ATP6V0E12",2.89134811915162e-12,0.321274008037762,0.708,0.52,9.69700332201069e-08,"4","ATP6V0E1"
"ICE2",2.92242557574983e-12,0.538615154087249,0.251,0.142,9.8012308959498e-08,"4","ICE2"
"EIF3L1",3.03493341262039e-12,0.378802320929394,0.606,0.43,1.01785596792463e-07,"4","EIF3L"
"C1QBP",3.09651454231835e-12,0.40884948786039,0.466,0.309,1.03850904720273e-07,"4","C1QBP"
"UBL3",3.2949035265907e-12,0.395447283888515,0.314,0.184,1.10504474474799e-07,"4","UBL3"
"PSENEN",3.32734155806049e-12,0.684307275945958,0.251,0.14,1.11592381174233e-07,"4","PSENEN"
"MAPKAPK21",3.38807298145703e-12,0.37954275852329,0.382,0.242,1.13629191652106e-07,"4","MAPKAPK2"
"PCBP1",3.57923613265617e-12,0.291377773511186,0.72,0.522,1.20040421417023e-07,"4","PCBP1"
"WDR821",3.85943330252433e-12,0.279403343576053,0.491,0.334,1.29437674100061e-07,"4","WDR82"
"IK1",4.06600260626625e-12,0.354836240979593,0.609,0.437,1.36365595408957e-07,"4","IK"
"ARHGAP92",4.26966509811463e-12,0.33344338371573,0.376,0.236,1.43196028060569e-07,"4","ARHGAP9"
"H1FX1",4.35131131684032e-12,0.353325995144706,0.647,0.479,1.45934278944191e-07,"4","H1FX"
"LIMS11",5.00898662262569e-12,0.359671088277691,0.582,0.415,1.6799139334962e-07,"4","LIMS1"
"TMOD31",5.48119852958848e-12,0.384574984012048,0.473,0.318,1.83828436285338e-07,"4","TMOD3"
"GTPBP6",5.56271601410354e-12,0.727708219385327,0.26,0.149,1.86562369681005e-07,"4","GTPBP6"
"STOM",5.83084154084604e-12,0.464226303037145,0.29,0.168,1.95554763596895e-07,"4","STOM"
"CTBP1",6.02100097043366e-12,0.380367857612917,0.335,0.206,2.01932330546404e-07,"4","CTBP1"
"CDC73",6.32245967619112e-12,0.425525477299394,0.33,0.2,2.12042652620098e-07,"4","CDC73"
"PKN1",6.37131738532376e-12,0.430532106966654,0.344,0.215,2.13681242468988e-07,"4","PKN1"
"PA2G41",6.51432661866318e-12,0.354580778816009,0.602,0.419,2.18477486136726e-07,"4","PA2G4"
"C6orf481",6.88445521963219e-12,0.39859477190235,0.57,0.413,2.30890859156024e-07,"4","C6orf48"
"AP3D1",6.97152156415757e-12,0.543743106986163,0.301,0.18,2.33810890218717e-07,"4","AP3D1"
"ITGB11",7.46328538213298e-12,0.526786591992156,0.629,0.474,2.50303665145976e-07,"4","ITGB1"
"MIER11",7.51054890386525e-12,0.323499450779345,0.584,0.43,2.51888789137833e-07,"4","MIER1"
"NDUFB10",8.35472941668388e-12,0.412435485807609,0.556,0.386,2.80200915176744e-07,"4","NDUFB10"
"ATRAID2",8.70270731655206e-12,0.54183593829978,0.405,0.264,2.91871397982523e-07,"4","ATRAID"
"BZW11",9.47438036018538e-12,0.263676514971524,0.701,0.506,3.17751768519897e-07,"4","BZW1"
"BAD",1.06498422455536e-11,0.792004165554372,0.254,0.148,3.57174409231377e-07,"4","BAD"
"EIF4B2",1.07858991259315e-11,0.30333270466188,0.728,0.537,3.6173748488549e-07,"4","EIF4B"
"PTP4A21",1.10367964340495e-11,0.250233054011712,0.742,0.529,3.70152078805152e-07,"4","PTP4A2"
"CHMP2A1",1.20975388175299e-11,0.359479094617564,0.489,0.329,4.05727256862317e-07,"4","CHMP2A"
"PTBP3",1.31462872056928e-11,0.259190765716037,0.513,0.349,4.40900180304525e-07,"4","PTBP3"
"RGS102",1.4196047750234e-11,0.333800425635421,0.625,0.458,4.76107049447346e-07,"4","RGS10"
"GAPVD1",1.44649007815067e-11,0.539148357466857,0.272,0.158,4.85123842410173e-07,"4","GAPVD1"
"MINOS11",1.48657964023671e-11,0.361813773786825,0.57,0.401,4.98569079742586e-07,"4","MINOS1"
"NCK11",1.67707295346331e-11,0.451544858045996,0.319,0.195,5.62456727132526e-07,"4","NCK1"
"AATF",1.72102848005062e-11,0.486634772129586,0.317,0.196,5.77198531639379e-07,"4","AATF"
"FAS2",2.09492121933167e-11,0.394527181836011,0.41,0.271,7.02594678539457e-07,"4","FAS"
"MAP4K1",2.13643456706881e-11,0.519348734245161,0.285,0.169,7.16517425103537e-07,"4","MAP4K1"
"RPL36AL3",2.40318148689064e-11,0.2568903591753,0.918,0.734,8.05979007073382e-07,"4","RPL36AL"
"RECQL1",2.59215565547612e-11,0.344222785660092,0.382,0.248,8.69357163733582e-07,"4","RECQL"
"C12orf75",2.87284367406391e-11,0.352305542031447,0.312,0.186,9.63494311407555e-07,"4","C12orf75"
"SEC62",3.06681131267132e-11,0.263396984588374,0.733,0.527,1.02854717804371e-06,"4","SEC62"
"IFNGR1",3.17519905040276e-11,0.66827483213627,0.26,0.152,1.06489825752408e-06,"4","IFNGR1"
"ATF3",3.31263876932768e-11,0.480583301772692,0.437,0.289,1.11099279045712e-06,"4","ATF3"
"PHF13",3.51995616347804e-11,0.338982931359603,0.31,0.185,1.18052289810727e-06,"4","PHF1"
"CREBBP",3.55793395977896e-11,0.298930535140123,0.342,0.215,1.19325989143067e-06,"4","CREBBP"
"PLIN23",3.61998089303681e-11,0.294062373786818,0.556,0.404,1.21406919190669e-06,"4","PLIN2"
"RHOG1",3.68684394748347e-11,0.290921369590869,0.543,0.375,1.23649372310701e-06,"4","RHOG"
"SURF41",3.85030466619496e-11,0.352159460828133,0.384,0.244,1.29131517894847e-06,"4","SURF4"
"PUF601",3.91729218023983e-11,0.422810740262028,0.375,0.239,1.31378145140883e-06,"4","PUF60"
"IDH2",4.20751824099e-11,0.406727773078949,0.394,0.253,1.41111746766323e-06,"4","IDH2"
"CTDNEP12",4.80488220015231e-11,0.500154605052841,0.376,0.249,1.61146139228708e-06,"4","CTDNEP1"
"CASP41",4.91717899945796e-11,0.419952435180695,0.464,0.323,1.64912349283821e-06,"4","CASP4"
"RPN21",5.11068957438793e-11,0.391501841586279,0.428,0.289,1.71402306945822e-06,"4","RPN2"
"DCTN32",5.76811603278529e-11,0.401740547866703,0.443,0.291,1.93451075507553e-06,"4","DCTN3"
"TMEM14B1",5.82025917363557e-11,0.464971802904408,0.452,0.309,1.9519985216539e-06,"4","TMEM14B"
"TMEM9B2",6.15886409879845e-11,0.518949844937204,0.303,0.186,2.06555984145502e-06,"4","TMEM9B"
"FBXW52",6.93044550080605e-11,0.286329697117762,0.337,0.214,2.32433281206033e-06,"4","FBXW5"
"OCIAD22",7.04529657498468e-11,0.394875750504371,0.513,0.364,2.36285156531836e-06,"4","OCIAD2"
"EMC72",7.4884145169994e-11,0.474993553755547,0.375,0.241,2.51146446071126e-06,"4","EMC7"
"TMED101",7.83935123663503e-11,0.35638746189868,0.468,0.324,2.62916161774266e-06,"4","TMED10"
"TRIR1",8.55730936327748e-11,0.303767952608079,0.772,0.598,2.869950414256e-06,"4","TRIR"
"ZNHIT11",8.64393309466174e-11,0.484361665549989,0.443,0.306,2.89900228128765e-06,"4","ZNHIT1"
"PSMF1",8.93334656659971e-11,0.535172424377679,0.314,0.198,2.99606577150621e-06,"4","PSMF1"
"PYURF1",8.94279889206763e-11,0.393019896122837,0.396,0.264,2.99923589242164e-06,"4","PYURF"
"SNX62",9.77081066136502e-11,0.270384930961079,0.62,0.457,3.2769344796086e-06,"4","SNX6"
"WASF2",1.0688730591994e-10,0.277121640748526,0.595,0.43,3.58478646594296e-06,"4","WASF2"
"JTB1",1.0817747927366e-10,0.28897470546033,0.609,0.438,3.62805629987999e-06,"4","JTB"
"MNAT1",1.09218889220209e-10,0.470248670638814,0.251,0.147,3.66298310666738e-06,"4","MNAT1"
"EVI2A2",1.17470991061663e-10,0.256537137188469,0.439,0.288,3.93974209822605e-06,"4","EVI2A"
"GDI1",1.17867341572077e-10,0.536186567001878,0.26,0.153,3.95303490164431e-06,"4","GDI1"
"CMC2",1.20548766362723e-10,0.278976830665298,0.484,0.329,4.04296452627301e-06,"4","CMC2"
"TMED41",1.32498124123293e-10,0.343392483934695,0.43,0.296,4.44372208684701e-06,"4","TMED4"
"CLPP2",1.34058779772536e-10,0.47295016951602,0.407,0.274,4.49606335601132e-06,"4","CLPP"
"VDAC1",1.46548377885416e-10,0.27747942796321,0.547,0.378,4.9149394975211e-06,"4","VDAC1"
"HINT12",1.53968468248032e-10,0.290727362885439,0.903,0.698,5.1637944881025e-06,"4","HINT1"
"PEBP11",1.54955280582079e-10,0.282864548998361,0.661,0.49,5.19689020016176e-06,"4","PEBP1"
"CEP85L2",1.70486001505932e-10,0.350882414348902,0.349,0.224,5.71775951850594e-06,"4","CEP85L"
"SUCLG1",1.73760112109486e-10,0.46461723854953,0.315,0.2,5.82756663992795e-06,"4","SUCLG1"
"PRKAR2A",1.78309104722894e-10,0.437368637526133,0.254,0.15,5.98013075419643e-06,"4","PRKAR2A"
"COX4I11",1.79002917600254e-10,0.26859662732433,0.93,0.736,6.00339985047732e-06,"4","COX4I1"
"ATP5PD1",1.86951816039266e-10,0.32209953717107,0.581,0.428,6.2699900063249e-06,"4","ATP5PD"
"ESYT2",1.89988135375917e-10,0.350294082129949,0.292,0.177,6.3718220842375e-06,"4","ESYT2"
"RAB8A",2.12176432362044e-10,0.471425716526262,0.409,0.273,7.11597318855822e-06,"4","RAB8A"
"ARL4A1",2.20940137134169e-10,0.311457346323266,0.369,0.238,7.40989031920577e-06,"4","ARL4A"
"RAB4A",2.38320033512101e-10,0.662144444673883,0.269,0.165,7.99277728392883e-06,"4","RAB4A"
"USF21",2.8084021444458e-10,0.321266057038695,0.495,0.348,9.41881911204232e-06,"4","USF2"
"ERGIC31",3.03867833876802e-10,0.484415293860158,0.339,0.218,1.01911194125602e-05,"4","ERGIC3"
"NDUFA111",3.11633882415437e-10,0.297994848852899,0.6,0.432,1.04515771484489e-05,"4","NDUFA11"
"RNF1871",3.2233201884863e-10,0.517876512773956,0.308,0.195,1.08103712481453e-05,"4","RNF187"
"ERP291",3.23062411907102e-10,0.327784609525063,0.692,0.516,1.08348671705404e-05,"4","ERP29"
"CDC123",3.29813532244835e-10,0.637014433581992,0.303,0.194,1.10612862444273e-05,"4","CDC123"
"PET1001",3.35207363722365e-10,0.288217270954078,0.511,0.357,1.12421845645207e-05,"4","PET100"
"CTDSP1",3.72760523685133e-10,0.533303999917903,0.267,0.162,1.2501642443352e-05,"4","CTDSP1"
"KDM5B1",4.01925369696097e-10,0.383812604078157,0.256,0.15,1.34797730488677e-05,"4","KDM5B"
"CD581",4.0514772799082e-10,0.300251789504158,0.319,0.2,1.35878445013561e-05,"4","CD58"
"PYCARD1",4.26168912995729e-10,0.402773622896952,0.328,0.208,1.42928530040508e-05,"4","PYCARD"
"SMIM37",4.3649529056019e-10,0.616498458873725,0.271,0.166,1.46391790548077e-05,"4","SMIM37"
"CCDC1671",4.38430918748826e-10,0.364682353719541,0.391,0.252,1.47040961529981e-05,"4","CCDC167"
"RBCK12",4.68404483575969e-10,0.45791160590579,0.385,0.257,1.57093495701708e-05,"4","RBCK1"
"VSIR2",4.94340658271379e-10,0.265897046981633,0.321,0.195,1.65791969971055e-05,"4","VSIR"
"NAA101",5.31090508151525e-10,0.490216330874665,0.369,0.248,1.78117134623858e-05,"4","NAA10"
"OSTC",5.67775397103191e-10,0.391962083298677,0.396,0.264,1.90420512680468e-05,"4","OSTC"
"NDUFA121",5.81876039480924e-10,0.376303028469688,0.468,0.32,1.95149586121112e-05,"4","NDUFA12"
"MMP24OS1",5.95296212951359e-10,0.52718231890852,0.292,0.184,1.99650443899627e-05,"4","MMP24OS"
"GHITM1",6.19615003007328e-10,0.331346117775539,0.507,0.36,2.07806479708598e-05,"4","GHITM"
"CNPY21",6.24756245717129e-10,0.279225256041878,0.364,0.238,2.09530749688611e-05,"4","CNPY2"
"GOLGA71",6.40415867379304e-10,0.500833592398618,0.305,0.191,2.14782673601671e-05,"4","GOLGA7"
"NFATC21",6.41320824777335e-10,0.380321726229225,0.296,0.185,2.15086178213823e-05,"4","NFATC2"
"EFR3A",7.34735983208824e-10,0.591935377437704,0.253,0.153,2.46415754048575e-05,"4","EFR3A"
"TMED91",7.6102788898712e-10,0.300237068544829,0.45,0.306,2.552335334085e-05,"4","TMED9"
"ATP5ME1",7.98167037817079e-10,0.267121082114534,0.633,0.47,2.67689261143092e-05,"4","ATP5ME"
"SUCLG2",8.33572175075044e-10,0.592986137952072,0.283,0.178,2.79563436076668e-05,"4","SUCLG2"
"PHF202",8.91486552774168e-10,0.314471976448874,0.484,0.345,2.989867600694e-05,"4","PHF20"
"TMEM179B1",9.12867517652825e-10,0.468342144192558,0.299,0.189,3.06157508070404e-05,"4","TMEM179B"
"LTB1",9.23651437343881e-10,0.273697691505972,0.735,0.563,3.09774219056391e-05,"4","LTB"
"TMEM1601",9.35379055943858e-10,0.383453943986903,0.428,0.293,3.13707427782451e-05,"4","TMEM160"
"ITGAE1",1.03845893135392e-09,0.365705514908991,0.443,0.306,3.48278356397477e-05,"4","ITGAE"
"UQCRB2",1.22169737503156e-09,0.258404952187506,0.912,0.743,4.09732865638085e-05,"4","UQCRB"
"R3HDM41",1.29720807432036e-09,0.473067245743053,0.337,0.223,4.35057643965564e-05,"4","R3HDM4"
"SPPL2A1",1.33783475683346e-09,0.33296976721603,0.357,0.239,4.48683020746807e-05,"4","SPPL2A"
"ARHGEF61",1.65654895819118e-09,0.525981202299076,0.312,0.202,5.55573389598157e-05,"4","ARHGEF6"
"SMIM71",1.69449619194741e-09,0.361154628348831,0.324,0.211,5.68300132855321e-05,"4","SMIM7"
"DENND1B",1.69843831842551e-09,0.37627260568189,0.263,0.161,5.69622243233546e-05,"4","DENND1B"
"STX10",1.97073362530935e-09,0.594110112145182,0.267,0.167,6.60944643256251e-05,"4","STX10"
"VPS361",2.10196722739616e-09,0.274035412687136,0.346,0.226,7.04957768724126e-05,"4","VPS36"
"LSM14A",2.61743266177027e-09,0.262018230977561,0.511,0.361,8.77834566104512e-05,"4","LSM14A"
"VKORC1",2.61863315851775e-09,0.57409787935377,0.254,0.155,8.78237188703683e-05,"4","VKORC1"
"NDUFS81",3.60239494505725e-09,0.283293647870999,0.423,0.293,0.00012081712166733,"4","NDUFS8"
"APOBEC3C1",3.67994409308361e-09,0.252913353069201,0.378,0.253,0.000123417964993838,"4","APOBEC3C"
"CTSA2",3.686713162882e-09,0.293292183297316,0.333,0.212,0.000123644986056737,"4","CTSA"
"USP14",5.11029659975606e-09,0.354241490687368,0.351,0.237,0.000171389127362619,"4","USP14"
"TSTA3",5.33406303447064e-09,0.460674017674728,0.269,0.168,0.000178893806050076,"4","TSTA3"
"VPS26A",5.39948828722824e-09,0.403990008570861,0.332,0.219,0.000181088038177061,"4","VPS26A"
"STMP12",5.4406810908423e-09,0.440972802136584,0.38,0.263,0.000182469562424669,"4","STMP1"
"S1PR41",5.61097778055564e-09,0.41897671322217,0.265,0.162,0.000188180972804275,"4","S1PR4"
"PSMC41",6.76847506789025e-09,0.35030083823541,0.362,0.243,0.000227001116826903,"4","PSMC4"
"VPS51",6.9513709118402e-09,0.387251429137946,0.321,0.213,0.000233135077641297,"4","VPS51"
"UFL1",7.07567115044433e-09,0.479490058444852,0.274,0.174,0.000237303859043602,"4","UFL1"
"MPG",7.49674936924817e-09,0.521222423858389,0.274,0.174,0.000251425980345845,"4","MPG"
"NDUFB13",7.59231024247451e-09,0.272663065422353,0.534,0.383,0.00025463090091211,"4","NDUFB1"
"APH1A",7.68401082795526e-09,0.463354318696151,0.314,0.207,0.000257706355147964,"4","APH1A"
"ATP6V1F1",7.72085371017785e-09,0.338205002357899,0.468,0.329,0.000258941991731945,"4","ATP6V1F"
"MRPL541",8.09246571101203e-09,0.416732200440026,0.4,0.277,0.000271405115015921,"4","MRPL54"
"ATP5F1A1",8.26006696332489e-09,0.291438926801595,0.575,0.412,0.00027702612581599,"4","ATP5F1A"
"MAP7D1",8.69073442073376e-09,0.285756366627219,0.301,0.195,0.000291469851002569,"4","MAP7D1"
"CFAP362",8.91992173467929e-09,0.467246355942468,0.258,0.159,0.000299156335137674,"4","CFAP36"
"HECTD1",9.02885795076741e-09,0.37970439194425,0.314,0.206,0.000302809837952837,"4","HECTD1"
"ADSS1",9.45319318440829e-09,0.255111992702616,0.384,0.262,0.000317041193018685,"4","ADSS"
"RNF1392",1.04027168763581e-08,0.4274198668562,0.312,0.204,0.000348886318599298,"4","RNF139"
"ELOVL51",1.0851363803446e-08,0.386746945203794,0.418,0.3,0.000363933039239971,"4","ELOVL5"
"LARS1",1.12910635203101e-08,0.354453968125124,0.333,0.227,0.000378679688344159,"4","LARS"
"SASH3",1.17871410353783e-08,0.523170379428207,0.281,0.185,0.000395317136044516,"4","SASH3"
"TRAPPC11",1.19951013970771e-08,0.269925515282149,0.55,0.389,0.000402291710655171,"4","TRAPPC1"
"NDUFB91",1.21515224018947e-08,0.335957960254391,0.48,0.344,0.000407537758314744,"4","NDUFB9"
"PHB2",1.25524953859377e-08,0.473412910891642,0.392,0.277,0.00042098559025358,"4","PHB2"
"MARK2",1.33404575680646e-08,0.35051645542985,0.265,0.167,0.000447412265917751,"4","MARK2"
"GSK3B",1.33443727211158e-08,0.286250419329267,0.258,0.161,0.000447543572320781,"4","GSK3B"
"PFKP",1.35978032731655e-08,0.378712792385142,0.263,0.166,0.000456043126175424,"4","PFKP"
"DBNL",1.52429296545078e-08,0.294928724924492,0.403,0.274,0.000511217374752884,"4","DBNL"
"SREK1IP1",1.5986967640845e-08,0.273944287971041,0.364,0.248,0.000536170920738658,"4","SREK1IP1"
"TWF21",1.68531860149918e-08,0.418366919361755,0.342,0.231,0.000565222152570794,"4","TWF2"
"TMCO11",1.70847357034154e-08,0.37361752865481,0.466,0.34,0.000572987866021146,"4","TMCO1"
"PSMC51",1.74080768532638e-08,0.307053061133617,0.457,0.332,0.000583832081504762,"4","PSMC5"
"COX7A2L2",1.80122011730162e-08,0.343092791915052,0.466,0.334,0.000604093202940617,"4","COX7A2L"
"UHMK11",2.12690616659739e-08,0.277182349050489,0.394,0.269,0.000713321790153432,"4","UHMK1"
"APPL1",2.4010416448423e-08,0.605370585395387,0.289,0.193,0.000805261346847212,"4","APPL1"
"SEPT11",2.48979652884624e-08,0.490142008154079,0.263,0.173,0.000835027959844451,"4","SEPT11"
"NEK71",2.51350145124187e-08,0.328884923329638,0.303,0.198,0.000842978116717497,"4","NEK7"
"TMEM14C",2.70073833751153e-08,0.361665924321931,0.378,0.259,0.000905773623634617,"4","TMEM14C"
"GTF3A1",3.44876793212076e-08,0.25769610280216,0.565,0.415,0.00115664778907466,"4","GTF3A"
"TSR3",3.93577885517537e-08,0.467232055614813,0.251,0.16,0.00131998151244872,"4","TSR3"
"PSMD132",4.15647432902677e-08,0.33602868573783,0.409,0.289,0.001393998360469,"4","PSMD13"
"SLAIN22",4.45703569785752e-08,0.349110233726222,0.369,0.257,0.00149480063234745,"4","SLAIN2"
"RNF1151",4.81941801490826e-08,0.264165123834059,0.344,0.233,0.00161633641383993,"4","RNF115"
"GGA1",5.26199417704158e-08,0.34860395368582,0.254,0.162,0.0017647676070962,"4","GGA1"
"SNRPB22",5.33629623226906e-08,0.305398279951171,0.543,0.413,0.0017896870303784,"4","SNRPB2"
"USO1",5.48817560113527e-08,0.403319064853901,0.256,0.164,0.00184062433310875,"4","USO1"
"ATP6V0B1",5.57782137383786e-08,0.254161391080043,0.461,0.325,0.00187068973235774,"4","ATP6V0B"
"PSMD9",5.66941578072545e-08,0.480206054273968,0.276,0.18,0.0019014086645397,"4","PSMD9"
"ANAPC5",5.95001008642121e-08,0.27137946267973,0.403,0.284,0.00199551438278394,"4","ANAPC5"
"FRG12",7.22659049338064e-08,0.260748674518843,0.401,0.284,0.00242365391967,"4","FRG1"
"SUMF21",7.30854919894342e-08,0.266307283651257,0.333,0.225,0.00245114123034165,"4","SUMF2"
"FIP1L1",7.99563793411206e-08,0.31335829044171,0.339,0.235,0.0026815770503425,"4","FIP1L1"
"TRAM12",8.06645801260791e-08,0.277108388292833,0.439,0.315,0.00270532868826844,"4","TRAM1"
"STIM1",8.31680067664133e-08,0.418720236313373,0.254,0.163,0.00278928861093197,"4","STIM1"
"ITGB1BP1",9.21963428113114e-08,0.443759868813328,0.274,0.181,0.00309208094520576,"4","ITGB1BP1"
"PPIL4",1.06022261300265e-07,0.27870834847548,0.328,0.226,0.00355577459948829,"4","PPIL4"
"NSMCE1",1.22518105579445e-07,0.504946034013921,0.274,0.181,0.00410901222492342,"4","NSMCE1"
"TXNL4A",1.23683318509634e-07,0.355157769824274,0.396,0.276,0.00414809113617611,"4","TXNL4A"
"SSU722",1.24544598601485e-07,0.251765476644193,0.464,0.339,0.00417697674789662,"4","SSU72"
"GTF2H5",1.25316326786138e-07,0.485583219237261,0.253,0.164,0.00420285896775349,"4","GTF2H5"
"LAMTOR42",1.28068928689143e-07,0.251480635612378,0.59,0.446,0.00429517573037649,"4","LAMTOR4"
"CASC4",1.28197320314801e-07,0.258876498645316,0.274,0.177,0.00429948172871779,"4","CASC4"
"FAAP20",1.33846021045299e-07,0.408731811154621,0.33,0.227,0.00448892785381722,"4","FAAP20"
"FAM120A",1.50875192211079e-07,0.291804158796603,0.333,0.229,0.00506005219637516,"4","FAM120A"
"SURF1",1.5695548751911e-07,0.535968189789009,0.28,0.189,0.00526397314041591,"4","SURF1"
"NDUFS71",1.81820364167805e-07,0.273681725229451,0.421,0.302,0.00609789137345983,"4","NDUFS7"
"IMMT",1.96451121102638e-07,0.317825358946189,0.314,0.214,0.00658857769954026,"4","IMMT"
"TMEM2192",1.99358704718742e-07,0.43187129489434,0.348,0.246,0.00668609223885718,"4","TMEM219"
"PSMD21",2.31910127137161e-07,0.369484390423872,0.321,0.221,0.00777780184392611,"4","PSMD2"
"NUDT51",2.36864646780118e-07,0.381406815505332,0.324,0.224,0.0079439665237116,"4","NUDT5"
"AUP11",2.3757170510422e-07,0.294361043444057,0.323,0.222,0.00796767984578535,"4","AUP1"
"NDUFC21",2.39804051991209e-07,0.29184760230279,0.505,0.364,0.00804254829568118,"4","NDUFC2"
"UBTF1",2.57416758298376e-07,0.250343509758042,0.371,0.264,0.00863324323981094,"4","UBTF"
"TIPRL1",2.68190475154858e-07,0.429707373420276,0.326,0.228,0.00899457215574363,"4","TIPRL"
"GOPC",2.91235180913108e-07,0.263347202884189,0.285,0.191,0.00976744549746383,"4","GOPC"
"AKT1",3.30380234787135e-07,0.436234050394472,0.265,0.179,0.0110802923142909,"4","AKT1"
"FIBP",3.31688818746921e-07,0.289882579573747,0.314,0.213,0.0111241796031342,"4","FIBP"
"SARS1",3.33210445866769e-07,0.310792095361916,0.332,0.231,0.0111752119334797,"4","SARS"
"LGALS81",3.41959565073469e-07,0.372920519718369,0.297,0.205,0.011468639893434,"4","LGALS8"
"HAGH",4.01872218539774e-07,0.27916919508766,0.263,0.174,0.013477990465387,"4","HAGH"
"PSMD41",4.0349768739992e-07,0.292522968896957,0.387,0.279,0.0135325054400185,"4","PSMD4"
"PRPF31",4.07732411085107e-07,0.392306783421313,0.271,0.182,0.0136745296029723,"4","PRPF31"
"DCTN2",4.78997128966914e-07,0.448084894817967,0.294,0.201,0.0160646057112924,"4","DCTN2"
