"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ITGB2",1.99681893887239e-21,0.745307109526797,0.463,0.316,5.5878981185405e-17,"0","ITGB2"
"CRIP1",2.64627786376399e-21,0.50196680275511,0.771,0.61,7.40534397395716e-17,"0","CRIP1"
"TNFAIP3",3.90227736066154e-21,0.336549754668603,0.854,0.673,1.09201329660752e-16,"0","TNFAIP3"
"SRSF2",5.06304087131833e-21,0.581861889445544,0.596,0.441,1.41684135742972e-16,"0","SRSF2"
"RPL38",5.69188161340261e-21,0.40307598969367,0.852,0.711,1.59281615069459e-16,"0","RPL38"
"RPL31",6.50244162181838e-21,0.377230627667771,0.862,0.721,1.81964326344966e-16,"0","RPL31"
"SELPLG",6.70144196056654e-21,0.893302086670839,0.381,0.241,1.87533151824494e-16,"0","SELPLG"
"GUK1",7.87990738798096e-21,0.491171969724604,0.688,0.541,2.20511328345259e-16,"0","GUK1"
"RPLP0",1.53821040484499e-20,0.279653283176248,0.965,0.862,4.30452799691823e-16,"0","RPLP0"
"CLDND1",2.15386226617603e-20,1.14233563444884,0.31,0.183,6.027368165667e-16,"0","CLDND1"
"HLA-F",2.63356245686633e-20,0.57789650395754,0.574,0.42,7.36976117929473e-16,"0","HLA-F"
"TRIR",2.83275668561497e-20,0.483139005522618,0.701,0.538,7.92718630902494e-16,"0","TRIR"
"YPEL5",4.76372989578867e-20,0.507302592642586,0.586,0.411,1.3330821740375e-15,"0","YPEL5"
"ARPC2",6.68642818987093e-20,0.351048759474343,0.861,0.714,1.87113006465348e-15,"0","ARPC2"
"PSMB10",7.94423845210572e-20,0.607377649633756,0.556,0.398,2.22311568843726e-15,"0","PSMB10"
"RPS16",1.77495028519558e-19,0.274597974864005,0.969,0.853,4.96702087809132e-15,"0","RPS16"
"PSME1",2.06880169696817e-19,0.366233586757504,0.862,0.727,5.78933466879573e-15,"0","PSME1"
"BTF3",5.43614866142886e-19,0.37411691981709,0.857,0.745,1.52125184141425e-14,"0","BTF3"
"PSMA7",8.12867322830533e-19,0.437099696613242,0.719,0.562,2.27472791620897e-14,"0","PSMA7"
"CD6",8.74544284665799e-19,0.775387005821713,0.355,0.216,2.44732472620877e-14,"0","CD6"
"PDCD4",1.46489543521908e-18,0.691556055285364,0.432,0.294,4.09936338591707e-14,"0","PDCD4"
"SNRPD2",2.10542740387757e-18,0.451170726434313,0.74,0.611,5.89182804701098e-14,"0","SNRPD2"
"FAM46C",3.14788316467928e-18,0.627849050729072,0.497,0.352,8.80903624803851e-14,"0","FAM46C"
"CALM2",3.24985118974821e-18,0.454218022471165,0.744,0.598,9.09438356939139e-14,"0","CALM2"
"RABAC1",6.19199308059257e-18,0.558407613822919,0.588,0.451,1.73276734367303e-13,"0","RABAC1"
"TBC1D10C",6.48741345529627e-18,0.661529466836096,0.366,0.228,1.81543778133011e-13,"0","TBC1D10C"
"CD44",6.55426370554808e-18,0.476303924800731,0.609,0.454,1.83414515536058e-13,"0","CD44"
"COX4I1",8.19381102798168e-18,0.326542925655117,0.859,0.735,2.29295607807039e-13,"0","COX4I1"
"HLA-E",1.04157532033689e-17,0.28220562992897,0.956,0.85,2.91474437643074e-13,"0","HLA-E"
"MYH9",1.14181370105018e-17,0.550079118751594,0.593,0.444,3.19525146101882e-13,"0","MYH9"
"TGFB1",1.50175263709897e-17,0.808682492875077,0.328,0.202,4.20250457965777e-13,"0","TGFB1"
"IER2",1.65016032054345e-17,0.443986843383268,0.488,0.335,4.61780864100878e-13,"0","IER2"
"OASL",2.05819729994783e-17,0.718565037283401,0.313,0.185,5.75965932417401e-13,"0","OASL"
"ADGRE5",2.70122547489604e-17,0.621316982235343,0.424,0.287,7.55910936894909e-13,"0","ADGRE5"
"CD3E",2.82294994206756e-17,0.302239345707684,0.921,0.771,7.89974311788185e-13,"0","CD3E"
"PSMB9",2.87886410485753e-17,0.378579151292542,0.799,0.644,8.05621331103332e-13,"0","PSMB9"
"STOM",3.54443064936088e-17,0.887946224918414,0.277,0.158,9.9187347291715e-13,"0","STOM"
"CAPZA1",4.67406497465448e-17,0.737381544899949,0.332,0.205,1.30799034250731e-12,"0","CAPZA1"
"PTPRC",6.66888629931279e-17,0.31458128078029,0.893,0.762,1.86622114199969e-12,"0","PTPRC"
"HIGD2A",1.71289946742592e-16,0.470939407128735,0.615,0.476,4.79337786964469e-12,"0","HIGD2A"
"ARHGDIB",1.71920863778495e-16,0.28941257701035,0.93,0.793,4.81103345197739e-12,"0","ARHGDIB"
"BIN1",2.6483679429519e-16,0.858484202096004,0.294,0.177,7.41119285155659e-12,"0","BIN1"
"EEF1B2",2.80694515082175e-16,0.268810331038483,0.857,0.707,7.85495531005957e-12,"0","EEF1B2"
"MZT2B",2.97797110856932e-16,0.730288465603728,0.398,0.272,8.33355435022039e-12,"0","MZT2B"
"GSTP1",5.17242454500055e-16,0.402834914074984,0.598,0.432,1.44745128467295e-11,"0","GSTP1"
"SSR2",5.92726002118216e-16,0.533077239903338,0.592,0.462,1.65868444432762e-11,"0","SSR2"
"ZFP36L2",9.98272649190681e-16,0.301089497411374,0.865,0.714,2.7935661814952e-11,"0","ZFP36L2"
"AC020916.1",1.0255767534986e-15,0.723293300204484,0.29,0.173,2.86997398699048e-11,"0","AC020916.1"
"ARHGAP9",2.01295520554686e-15,0.732677199788403,0.358,0.237,5.63305384720233e-11,"0","ARHGAP9"
"DDX5",3.78461288955818e-15,0.335393971887419,0.792,0.668,1.05908607101396e-10,"0","DDX5"
"GYPC",4.64510109546539e-15,0.505488125632277,0.519,0.387,1.29988509055503e-10,"0","GYPC"
"NDUFS5",7.62325280703863e-15,0.371988269083849,0.737,0.615,2.13329106552169e-10,"0","NDUFS5"
"RGL4",9.69575264012814e-15,0.815963316886198,0.25,0.144,2.71325941881346e-10,"0","RGL4"
"RNF19A",1.94437556356612e-14,0.516421976814765,0.412,0.282,5.44114057708343e-10,"0","RNF19A"
"FYN",2.08023386625874e-14,0.412415294752656,0.525,0.382,5.82132645133845e-10,"0","FYN"
"CYTOR",2.83865927751921e-14,0.434857560978523,0.555,0.406,7.94370412220975e-10,"0","CYTOR"
"HSPB11",2.89502517428986e-14,0.697313084272558,0.331,0.216,8.10143844773275e-10,"0","HSPB11"
"TAPBP",2.90054660367729e-14,0.56775021425272,0.404,0.276,8.11688961573053e-10,"0","TAPBP"
"PDE4B",3.5302015466045e-14,0.517843564879257,0.438,0.311,9.87891600801803e-10,"0","PDE4B"
"ACTG1",4.39078870684798e-14,0.303830016053551,0.937,0.827,1.22871831172434e-09,"0","ACTG1"
"EVL",6.01272721513592e-14,0.36395365372833,0.685,0.544,1.68260158388364e-09,"0","EVL"
"ABI3",7.41200493596446e-14,0.712090946296626,0.26,0.154,2.07417546128029e-09,"0","ABI3"
"IRF1",7.58251645562816e-14,0.352825906273827,0.709,0.571,2.12189140494298e-09,"0","IRF1"
"OFD1",7.85521010853864e-14,0.701162050977828,0.251,0.15,2.19820199677345e-09,"0","OFD1"
"SLC7A5",8.04147196456138e-14,0.652322288652445,0.279,0.168,2.25032551456286e-09,"0","SLC7A5"
"WIPF1",9.1679343844945e-14,0.440777540715797,0.534,0.399,2.56555475815694e-09,"0","WIPF1"
"FABP5",1.35929089522032e-13,0.347634754276703,0.468,0.328,3.80383964118455e-09,"0","FABP5"
"MBP",1.53114838515083e-13,0.629923514112861,0.342,0.228,4.2847656410061e-09,"0","MBP"
"PLP2",1.9051806889417e-13,0.61961927621451,0.462,0.343,5.33145763993446e-09,"0","PLP2"
"PAXX",2.70090500191612e-13,0.397172606295848,0.579,0.438,7.55821255736206e-09,"0","PAXX"
"GPSM3",3.43684061152765e-13,0.536306169944797,0.517,0.398,9.61765476729898e-09,"0","GPSM3"
"TAP1",3.51056442535871e-13,0.562771062555117,0.418,0.296,9.82396348792381e-09,"0","TAP1"
"ATP5L",3.67213454291449e-13,0.293083274673687,0.876,0.744,1.02761013048919e-08,"0","ATP5L"
"BTN3A2",4.42145593955312e-13,0.644243715175901,0.319,0.206,1.23730023012455e-08,"0","BTN3A2"
"NAA50",8.65036410352855e-13,0.561320763682169,0.286,0.177,2.42071789073143e-08,"0","NAA50"
"UBA52",1.48944077548507e-12,0.253864036989328,0.921,0.806,4.16805106611743e-08,"0","UBA52"
"EIF3G",1.53790601766452e-12,0.471827903262957,0.526,0.411,4.30367619983239e-08,"0","EIF3G"
"RUNX3",1.79945738588472e-12,0.486629778986597,0.414,0.295,5.03560154865979e-08,"0","RUNX3"
"NOP53",1.89004945209095e-12,0.411240441317892,0.549,0.419,5.28911438673132e-08,"0","NOP53"
"AHNAK",4.27492562798452e-12,0.452796708208156,0.421,0.299,1.19629518773519e-07,"0","AHNAK"
"HMGB1",4.38396172711366e-12,0.263987501327015,0.813,0.701,1.22680784971549e-07,"0","HMGB1"
"OST4",5.15903998030738e-12,0.303849326520978,0.809,0.688,1.44370574808922e-07,"0","OST4"
"ANXA5",5.75439284170759e-12,0.459685266821699,0.489,0.364,1.61030929282345e-07,"0","ANXA5"
"SLA2",7.89290232413976e-12,0.43733995052703,0.353,0.235,2.20874978638727e-07,"0","SLA2"
"RPL22L1",8.18002995149383e-12,0.382551300937281,0.492,0.361,2.28909958162603e-07,"0","RPL22L1"
"KIAA1551",1.02362567124457e-11,0.489923758654709,0.38,0.266,2.8645140784108e-07,"0","KIAA1551"
"YWHAZ",1.18611565443952e-11,0.33000617235995,0.741,0.631,3.31922604738356e-07,"0","YWHAZ"
"CALM1",1.34166103258424e-11,0.252375821858912,0.938,0.809,3.75450423358374e-07,"0","CALM1"
"TERF2IP",1.37187819732035e-11,0.458256476463448,0.51,0.394,3.83906394738126e-07,"0","TERF2IP"
"CTSC",1.56817046104552e-11,0.286339964299838,0.542,0.412,4.38836821818977e-07,"0","CTSC"
"SEPT7",2.33515612562939e-11,0.360622787389706,0.569,0.448,6.5347009019613e-07,"0","SEPT7"
"GMFG",3.14975237451259e-11,0.332405033592324,0.704,0.581,8.81426704483603e-07,"0","GMFG"
"DNAJC1",3.2632078378405e-11,0.528645599027595,0.332,0.226,9.13176081341287e-07,"0","DNAJC1"
"ARPC3",3.89356315960063e-11,0.268952369238344,0.782,0.665,1.08957471458264e-06,"0","ARPC3"
"GNAS",4.94352304741876e-11,0.363268786174786,0.457,0.338,1.38339548958967e-06,"0","GNAS"
"HOPX",1.02264462732361e-10,0.54354388828079,0.286,0.185,2.86176872510239e-06,"0","HOPX"
"CIB1",1.03085596225385e-10,0.396648658098512,0.613,0.497,2.88474732477118e-06,"0","CIB1"
"LDLRAD4",1.14677027583361e-10,0.73359469501836,0.272,0.18,3.20912193989278e-06,"0","LDLRAD4"
"LINC02446",1.35182123294959e-10,0.419179527102081,0.26,0.161,3.78293653828615e-06,"0","LINC02446"
"UQCRB",1.39036117957164e-10,0.288610219028984,0.765,0.657,3.89078672491328e-06,"0","UQCRB"
"PPP2R5C",1.49398160836139e-10,0.410229817880257,0.366,0.254,4.18075813283851e-06,"0","PPP2R5C"
"CD3G",1.89344141536102e-10,0.291942470508791,0.645,0.52,5.29860645674627e-06,"0","CD3G"
"CCNH",2.03215847323319e-10,0.512943385609705,0.294,0.197,5.68679227149576e-06,"0","CCNH"
"EIF3K",2.51261325149809e-10,0.305273500079303,0.717,0.603,7.03129692299226e-06,"0","EIF3K"
"IDS",3.29803552927352e-10,0.405123661186571,0.44,0.334,9.22922262511901e-06,"0","IDS"
"COX7C",3.72935744867583e-10,0.271332408969658,0.843,0.721,1.04362338843745e-05,"0","COX7C"
"RHOF",4.6210661497801e-10,0.57335115939179,0.33,0.232,1.29315915135446e-05,"0","RHOF"
"LAT",4.71258028641568e-10,0.47935404628501,0.429,0.324,1.31876846735056e-05,"0","LAT"
"SEPT1",5.90455091625689e-10,0.398764306936914,0.525,0.419,1.65232952840533e-05,"0","SEPT1"
"ERP29",7.31485964519069e-10,0.445582187221899,0.433,0.327,2.04699032311016e-05,"0","ERP29"
"WNK1",8.68233580713799e-10,0.640423783051858,0.286,0.196,2.4296648522695e-05,"0","WNK1"
"ARPC5L",9.96675695802726e-10,0.642930039045543,0.313,0.225,2.78909726713435e-05,"0","ARPC5L"
"ZNF331",1.01270361078403e-09,0.408489268441638,0.468,0.354,2.83394978441803e-05,"0","ZNF331"
"ANXA6",1.06041401314861e-09,0.4806880968953,0.397,0.294,2.96746257439506e-05,"0","ANXA6"
"SEPT9",1.64247401707104e-09,0.481637464160868,0.373,0.272,4.5962992893716e-05,"0","SEPT9"
