"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPS161",1.07811697767341e-78,0.682949707321271,0.966,0.858,3.01700255032126e-74,"2","RPS16"
"RPL29",3.90407910829386e-78,0.631551087511289,0.973,0.891,1.09251749766495e-73,"2","RPL29"
"RPL35A1",1.4911758439923e-77,0.568227667927451,0.98,0.901,4.17290648182807e-73,"2","RPL35A"
"RPS22",2.05513650293504e-76,0.697184892990442,0.98,0.873,5.75109398981342e-72,"2","RPS2"
"RPL12",5.31995146819902e-76,0.594209367841447,0.99,0.907,1.48873521886081e-71,"2","RPL12"
"RPLP21",1.59204955811407e-73,0.616836364852898,0.982,0.883,4.45519148342643e-69,"2","RPLP2"
"KLF2",3.17573859330336e-73,1.9562048628541,0.351,0.103,8.88698687950012e-69,"2","KLF2"
"RPL21",2.34657747321906e-72,0.674108963445703,0.957,0.863,6.56666240105621e-68,"2","RPL21"
"RPL361",2.72767208907861e-72,0.61098070637345,0.979,0.888,7.63311757407758e-68,"2","RPL36"
"RPL61",2.86171801061657e-68,0.594855715974827,0.973,0.88,8.00823168090942e-64,"2","RPL6"
"FOS",5.9023535754741e-67,1.20443825235988,0.652,0.336,1.65171462456067e-62,"2","FOS"
"RACK11",1.40540448497811e-65,0.680295199037501,0.953,0.831,3.93288391076275e-61,"2","RACK1"
"RPL281",3.33696252411615e-65,0.430596093854722,0.987,0.914,9.33815592748663e-61,"2","RPL28"
"KLRB1",3.97722792816139e-63,2.09162508127069,0.369,0.13,1.11298746341668e-58,"2","KLRB1"
"SLC2A3",1.57963968125524e-62,1.2521726784057,0.635,0.339,4.42046368402467e-58,"2","SLC2A3"
"AQP3",1.03700961029559e-61,2.12726572905453,0.286,0.08,2.90196769345118e-57,"2","AQP3"
"RPS251",2.0052045753761e-61,0.552249368192099,0.978,0.878,5.61136448373247e-57,"2","RPS25"
"RPL10A1",1.09525752285765e-56,0.676113607329285,0.94,0.819,3.06496865196484e-52,"2","RPL10A"
"AREG",3.11330723450865e-53,1.45027322938832,0.349,0.124,8.71227896504901e-49,"2","AREG"
"RPSA1",1.50978839235664e-52,0.624650337765823,0.944,0.824,4.22499183717081e-48,"2","RPSA"
"RPS91",2.03883916945772e-49,0.571385901747483,0.932,0.837,5.70548753181048e-45,"2","RPS9"
"RPL7A1",2.68962980817155e-49,0.469263561960013,0.976,0.89,7.52666005518727e-45,"2","RPL7A"
"RPS151",8.40019085828334e-49,0.427594452975767,0.989,0.901,2.35070940978201e-44,"2","RPS15"
"RPS71",4.58183533742386e-48,0.42435390519434,0.985,0.903,1.28218080082469e-43,"2","RPS7"
"RPS271",5.82231701475793e-47,0.422038370762035,0.99,0.912,1.62931719340986e-42,"2","RPS27"
"ICAM2",8.81364569420323e-47,1.74748095315313,0.264,0.084,2.46641061106583e-42,"2","ICAM2"
"SELL",2.85287568930851e-46,1.72062776987215,0.299,0.106,7.98348732896094e-42,"2","SELL"
"RPL261",9.09849167844629e-45,0.497211102221867,0.968,0.869,2.54612191129641e-40,"2","RPL26"
"RPS15A1",7.52234321431465e-44,0.385798243195137,0.989,0.904,2.10505252509381e-39,"2","RPS15A"
"RPL241",1.11353328771382e-43,0.498573546839865,0.971,0.861,3.11611155233836e-39,"2","RPL24"
"RPL13A1",2.53338446075265e-43,0.590914142871299,0.905,0.777,7.08942307497023e-39,"2","RPL13A"
"PTGER4",3.14788037262968e-42,1.32882305601355,0.39,0.171,8.80902843476691e-38,"2","PTGER4"
"EML4",3.10388423089825e-41,0.816522014137413,0.709,0.457,8.68590963174567e-37,"2","EML4"
"RPL4",1.019063322672e-40,0.750214547437353,0.814,0.649,2.85174680216532e-36,"2","RPL4"
"FAU1",8.19494922264293e-40,0.390618262195925,0.986,0.893,2.2932745904644e-35,"2","FAU"
"FLT3LG",2.67539603191132e-39,1.37097172230792,0.325,0.132,7.48682825570064e-35,"2","FLT3LG"
"TMEM123",3.57044786748825e-39,1.50634955980532,0.32,0.132,9.99154131237911e-35,"2","TMEM123"
"RNASET2",7.58321175267554e-39,1.07544574500093,0.499,0.268,2.12208597686872e-34,"2","RNASET2"
"SPOCK2",3.66715349290461e-38,0.79796177270085,0.659,0.405,1.02621623345443e-33,"2","SPOCK2"
"CD28",1.32296869354079e-37,1.24359440539752,0.314,0.125,3.70219559200455e-33,"2","CD28"
"TSC22D3",3.43257993965073e-37,0.705387559243427,0.824,0.626,9.60573170311861e-33,"2","TSC22D3"
"ZFP361",1.96416527878923e-36,0.703485798414353,0.881,0.72,5.49652011616377e-32,"2","ZFP36"
"EEF21",2.68214494008027e-36,0.780737892242396,0.743,0.547,7.50571440032063e-32,"2","EEF2"
"NACA",2.91400028294067e-36,0.471389182899639,0.951,0.849,8.15453839178118e-32,"2","NACA"
"GIMAP71",1.32386496191274e-35,1.06017847132051,0.556,0.336,3.70470370941662e-31,"2","GIMAP7"
"EEF1D1",2.01157256242961e-35,0.462531298347199,0.929,0.817,5.62918465870303e-31,"2","EEF1D"
"TNFRSF25",2.63383283843757e-35,1.48424995353764,0.263,0.099,7.3705178150837e-31,"2","TNFRSF25"
"CXCR42",3.77800111616641e-35,0.596259504200919,0.874,0.663,1.05723583234801e-30,"2","CXCR4"
"EIF1",2.32736764592035e-34,0.397398526742101,0.992,0.887,6.51290562034351e-30,"2","EIF1"
"RPL35",2.82294105560289e-34,0.4749858487861,0.953,0.83,7.89971824999912e-30,"2","RPL35"
"DUSP1",4.91468932737779e-34,0.55468245119785,0.75,0.516,1.3753266613734e-29,"2","DUSP1"
"MCUB",8.9077209075163e-34,1.31843696616407,0.3,0.125,2.49273661875936e-29,"2","MCUB"
"TAGLN2",1.77533227105948e-32,0.599522185542561,0.799,0.602,4.96808982733285e-28,"2","TAGLN2"
"RPL7",6.68062941657936e-32,0.663754212258095,0.784,0.627,1.86950733593557e-27,"2","RPL7"
"RPL381",1.29668656533828e-31,0.554075614209676,0.851,0.716,3.62864768444265e-27,"2","RPL38"
"PFDN5",2.51436397828686e-31,0.50500539348765,0.915,0.782,7.03619615683796e-27,"2","PFDN5"
"KLF6",2.87516101604483e-31,0.659400551113804,0.793,0.596,8.04585058729986e-27,"2","KLF6"
"RPL36A1",4.42135714050106e-31,0.704115231799784,0.701,0.514,1.23727258219782e-26,"2","RPL36A"
"ANXA12",1.27909554800443e-30,0.96939434672322,0.663,0.489,3.5794209815356e-26,"2","ANXA1"
"YPEL52",5.59644022369837e-29,0.837666465237696,0.617,0.413,1.56610783219975e-24,"2","YPEL5"
"PBXIP1",6.82367525266843e-28,0.954942136804238,0.385,0.203,1.90953728270673e-23,"2","PBXIP1"
"SOCS3",8.43006569295929e-28,1.17695705477619,0.275,0.121,2.35906958351773e-23,"2","SOCS3"
"FOSB1",9.97126271786867e-28,0.854099678894508,0.478,0.28,2.79035815896837e-23,"2","FOSB"
"RGCC1",1.02614509396008e-27,0.629431304576639,0.743,0.546,2.87156443093789e-23,"2","RGCC"
"RPL17",1.31157045578022e-26,0.581263539343963,0.778,0.64,3.67029876345537e-22,"2","RPL17"
"RPL15",3.25134117340451e-26,0.39063529312856,0.953,0.849,9.09855313965518e-22,"2","RPL15"
"UBA521",2.38544618880098e-25,0.407785078635136,0.913,0.812,6.67543261474065e-21,"2","UBA52"
"NOP531",2.49710508911091e-25,0.761881433720466,0.591,0.417,6.98789888136796e-21,"2","NOP53"
"CD5",8.42016555147304e-24,1.00690235869509,0.325,0.166,2.35629912792421e-19,"2","CD5"
"LEPROTL11",9.1295408472129e-24,0.592332698765041,0.716,0.546,2.55481071068406e-19,"2","LEPROTL1"
"FCMR",4.51710492209015e-23,1.00695085504476,0.323,0.167,1.26406664139771e-18,"2","FCMR"
"CDKN1A",7.66672824715359e-23,1.12138131840141,0.317,0.168,2.14545723268346e-18,"2","CDKN1A"
"RPS241",6.98847236006983e-22,0.302695817850539,0.987,0.9,1.95565410524194e-17,"2","RPS24"
"RPL271",7.06057995195531e-22,0.420455526958949,0.87,0.763,1.97583269375517e-17,"2","RPL27"
"RORA",7.70101092227079e-22,0.960608575340883,0.338,0.184,2.15505089648826e-17,"2","RORA"
"TMEM173",9.52840133049596e-22,1.15011798677202,0.27,0.132,2.66642782832599e-17,"2","TMEM173"
"NR3C11",1.19407295285478e-21,0.912125268294315,0.535,0.379,3.34149375126882e-17,"2","NR3C1"
"RPL37A1",1.61256772518898e-20,0.351038661809966,0.94,0.836,4.51260952216883e-16,"2","RPL37A"
"CREM1",2.67342220730958e-20,0.586878605951972,0.715,0.547,7.48130470493512e-16,"2","CREM"
"HINT1",2.96416351173765e-20,0.447390321268307,0.841,0.705,8.29491517124664e-16,"2","HINT1"
"RPL23A1",4.51560995285398e-20,0.308376715214541,0.954,0.86,1.26364828920666e-15,"2","RPL23A"
"ZFP36L22",4.7462359893375e-20,0.46973209853953,0.859,0.722,1.32818667925621e-15,"2","ZFP36L2"
"TOMM71",6.06131078565922e-20,0.447847130695032,0.806,0.676,1.69619721025888e-15,"2","TOMM7"
"ITM2B",8.83600871863262e-20,0.390833251107636,0.858,0.702,2.47266867982215e-15,"2","ITM2B"
"SRGN1",8.97696348133196e-20,0.379136086648007,0.962,0.837,2.51211346061593e-15,"2","SRGN"
"EIF3L",9.38790320458631e-20,0.747352376068845,0.443,0.283,2.62711083277143e-15,"2","EIF3L"
"EEF1G",1.23490907753919e-19,0.874931584906475,0.376,0.225,3.45576956258567e-15,"2","EEF1G"
"FOXP1",5.97404949075211e-19,0.890526559633923,0.292,0.154,1.67177800949207e-14,"2","FOXP1"
"BTG2",7.02523965118943e-19,0.601768627323277,0.628,0.452,1.96594306398885e-14,"2","BTG2"
"CITED2",1.10467623588577e-18,0.952912871244145,0.352,0.208,3.09132597850275e-14,"2","CITED2"
"CD61",1.32943220813763e-18,0.826482423821232,0.372,0.219,3.72028309125233e-14,"2","CD6"
"ARHGDIB1",1.56486796027602e-18,0.357631155867171,0.909,0.802,4.37912650003643e-14,"2","ARHGDIB"
"RPS291",2.33146192809058e-18,0.311748342444393,0.94,0.837,6.52436305956869e-14,"2","RPS29"
"SOD2",4.46627875199247e-18,0.956694620105325,0.258,0.135,1.24984344595757e-13,"2","SOD2"
"SOCS1",4.80778723514204e-18,0.68492382385444,0.501,0.339,1.34541117988215e-13,"2","SOCS1"
"RPL311",6.2051185589145e-18,0.408472004660402,0.838,0.73,1.73644037752663e-13,"2","RPL31"
"PLK3",9.83659012520165e-18,0.926470694006369,0.264,0.137,2.75267138063643e-13,"2","PLK3"
"NFKBIA",1.77630456948687e-17,0.509008959720959,0.701,0.538,4.97081070725206e-13,"2","NFKBIA"
"RPS201",2.15231539585502e-17,0.509834246988396,0.69,0.538,6.02303940376069e-13,"2","RPS20"
"EIF3E",2.49099620199306e-17,0.721149781127647,0.472,0.321,6.97080377165737e-13,"2","EIF3E"
"ARID5A",2.91766792291417e-17,0.938956101683944,0.327,0.19,8.16480191548302e-13,"2","ARID5A"
"TRAT11",3.47383890527606e-17,0.86805151603991,0.277,0.147,9.72119079252454e-13,"2","TRAT1"
"USP36",3.70769447547854e-17,0.89755782491463,0.261,0.135,1.03756122201791e-12,"2","USP36"
"LDHB",6.40281194549537e-17,0.516843210663876,0.655,0.511,1.79176289482742e-12,"2","LDHB"
"CD551",1.02362646274152e-16,0.823428332678747,0.334,0.199,2.86451629333586e-12,"2","CD55"
"SNHG8",1.22874929672541e-16,0.678239035572571,0.43,0.281,3.43853203195638e-12,"2","SNHG8"
"TNFAIP8",1.65658645091359e-16,0.763621900943204,0.297,0.165,4.63579152423658e-12,"2","TNFAIP8"
"HIST1H4C",1.66187943034992e-16,0.527624088806381,0.669,0.514,4.65060339789122e-12,"2","HIST1H4C"
"LIMS1",2.77807173507811e-16,1.06294656331199,0.265,0.145,7.77415594344258e-12,"2","LIMS1"
"EIF3K1",3.00716692733199e-16,0.416038765614186,0.749,0.602,8.41525592944584e-12,"2","EIF3K"
"SERP1",6.41424033718283e-16,0.568398809399971,0.612,0.471,1.79496101595724e-11,"2","SERP1"
"ICOS",1.89657570079745e-15,0.789145576700218,0.398,0.255,5.3073774411116e-11,"2","ICOS"
"SF1",1.90405778862594e-15,0.546802043873923,0.496,0.336,5.32831531569083e-11,"2","SF1"
"BTG11",3.67361636400502e-15,0.28594230572839,0.982,0.868,1.02802480330317e-10,"2","BTG1"
"CSRNP1",3.89856868069822e-15,0.896237896112372,0.285,0.165,1.09097545960659e-10,"2","CSRNP1"
"CD69",4.34712228141364e-15,0.721499735134546,0.594,0.442,1.21649869923079e-10,"2","CD69"
"UCP2",5.27841259159283e-15,0.673567036994595,0.568,0.43,1.47711097963134e-10,"2","UCP2"
"ANKRD12",5.66692665057302e-15,0.55564269572085,0.57,0.423,1.58583275389635e-10,"2","ANKRD12"
"CTSB",1.22748845186151e-14,0.8893429281992,0.254,0.141,3.43500368368924e-10,"2","CTSB"
"PPP1CB",1.3705491918884e-14,0.819846443409277,0.3,0.179,3.83534485858049e-10,"2","PPP1CB"
"EIF4B",1.49096332291954e-14,0.639663873153993,0.38,0.244,4.17231176285804e-10,"2","EIF4B"
"SMDT1",2.4459361575826e-14,0.56926754658336,0.441,0.299,6.84470774337915e-10,"2","SMDT1"
"GPX4",3.25714820017584e-14,0.541670663144125,0.564,0.415,9.11480352337206e-10,"2","GPX4"
"MYADM1",5.20410445408477e-14,0.63006058171116,0.48,0.336,1.45631659043108e-09,"2","MYADM"
"VIM1",5.83311688096883e-14,0.460386271912965,0.851,0.761,1.63233942797032e-09,"2","VIM"
"PRDX2",7.2217949731452e-14,0.626637602976751,0.425,0.285,2.02094710528495e-09,"2","PRDX2"
"CYTH1",8.47130263282715e-14,0.702419315052714,0.288,0.168,2.37060932877035e-09,"2","CYTH1"
"TMEM243",9.63282773070336e-14,0.721254379274633,0.275,0.156,2.69565051216003e-09,"2","TMEM243"
"RPS11",3.23725186596878e-13,0.336230087203228,0.818,0.702,9.05912562172705e-09,"2","RPS11"
"IDS1",8.08387404415122e-13,0.527632867236512,0.473,0.333,2.26219131251528e-08,"2","IDS"
"AES1",8.48632796406152e-13,0.563303318325401,0.416,0.283,2.37481401746298e-08,"2","AES"
"RPL27A1",1.26557821556557e-12,0.371198588593422,0.676,0.552,3.5415940784387e-08,"2","RPL27A"
"GPSM31",1.45575089800299e-12,0.459171218636159,0.546,0.398,4.07377331297156e-08,"2","GPSM3"
"GSTK1",1.76743929612909e-12,0.442143161958921,0.665,0.542,4.94600212628765e-08,"2","GSTK1"
"SLC25A61",2.30169679771688e-12,0.409361165936578,0.679,0.561,6.44106831873091e-08,"2","SLC25A6"
"MCL1",2.56027094208726e-12,0.437312049052667,0.662,0.526,7.164662204337e-08,"2","MCL1"
"TAGAP1",3.47245558673323e-12,0.519909419424222,0.381,0.251,9.71731971391428e-08,"2","TAGAP"
"COX4I11",5.37781295780545e-12,0.328523715875748,0.856,0.74,1.50492717811228e-07,"2","COX4I1"
"BTF31",6.67335751070809e-12,0.285190295497761,0.873,0.747,1.86747236579655e-07,"2","BTF3"
"PDCD41",2.39206220413586e-11,0.59251496351888,0.423,0.301,6.69394687205378e-07,"2","PDCD4"
"PNRC12",2.80638600594492e-11,0.2698089242242,0.832,0.698,7.85339059903626e-07,"2","PNRC1"
"CYLD",6.16540759630786e-11,0.664078265387595,0.289,0.185,1.72532766175079e-06,"2","CYLD"
"CDKN1B1",6.66389673689409e-11,0.459806918190261,0.462,0.332,1.86482486285244e-06,"2","CDKN1B"
"RPS101",7.32460351097043e-11,0.581833315126649,0.346,0.234,2.04971704650996e-06,"2","RPS10"
"COMMD6",7.33237464446755e-11,0.312074075158036,0.784,0.671,2.0518917205078e-06,"2","COMMD6"
"CRIP11",8.75302961826376e-11,0.401492084184159,0.74,0.621,2.44944780837493e-06,"2","CRIP1"
"FAM177A11",1.55977859671407e-10,0.576004305294521,0.466,0.35,4.36488442504466e-06,"2","FAM177A1"
"HNRNPUL11",1.56658992465206e-10,0.591010476785469,0.36,0.245,4.38394524514631e-06,"2","HNRNPUL1"
"CCNI",2.79259118366439e-10,0.33674077259945,0.705,0.568,7.81478716836642e-06,"2","CCNI"
"GMFG1",3.24224276205475e-10,0.333947694856387,0.696,0.587,9.07309214533401e-06,"2","GMFG"
"TNFAIP32",3.27563658637902e-10,0.392394181004633,0.795,0.691,9.16654142332305e-06,"2","TNFAIP3"
"HNRNPA0",3.31798634861224e-10,0.454131263834317,0.459,0.337,9.2850529979565e-06,"2","HNRNPA0"
"GIMAP41",3.5398699996811e-10,0.604378254308389,0.348,0.237,9.90597220710758e-06,"2","GIMAP4"
"RPS17",3.7025971643342e-10,0.359847124747119,0.608,0.479,1.03613479046728e-05,"2","RPS17"
"COX7C1",5.88094764237229e-10,0.292277636242168,0.842,0.726,1.64572438824146e-05,"2","COX7C"
"ANP32B",7.66507055306746e-10,0.424090043981366,0.492,0.367,2.1449933435704e-05,"2","ANP32B"
"ZNF3311",1.04784560995092e-09,0.419218325321476,0.479,0.357,2.93229115488664e-05,"2","ZNF331"
"CD481",1.80035087094024e-09,0.376423787070306,0.542,0.425,5.03810187723916e-05,"2","CD48"
"TUBB4B1",1.81835218506974e-09,0.587098858918693,0.406,0.294,5.08847675469915e-05,"2","TUBB4B"
"S100A10",3.5092102221573e-09,0.367549221884253,0.74,0.625,9.82017388568499e-05,"2","S100A10"
"SEPT6",3.93576477067198e-09,0.421584749551687,0.475,0.361,0.000110138441342485,"2","SEPT6"
"AHNAK1",4.21915286040976e-09,0.457105012564535,0.411,0.306,0.000118068773645707,"2","AHNAK"
"SELENOK1",7.22876219135653e-09,0.373159812795787,0.606,0.503,0.000202289681162921,"2","SELENOK"
"NOSIP",7.69850199834531e-09,0.660060994365997,0.286,0.192,0.000215434879921695,"2","NOSIP"
"NDUFV2",9.13766618098015e-09,0.473422785461084,0.524,0.414,0.000255708450408548,"2","NDUFV2"
"YWHAB",1.01601769830006e-08,0.290757025858424,0.791,0.678,0.000284322392692288,"2","YWHAB"
"EZR1",1.27982605285007e-08,0.38992920714108,0.627,0.526,0.000358146522629564,"2","EZR"
"CMTM7",1.49363632598472e-08,0.70927193856861,0.275,0.186,0.000417979189463564,"2","CMTM7"
"TECR1",1.84409691680892e-08,0.470590366339329,0.42,0.314,0.000516052081199808,"2","TECR"
"BIRC3",1.99800925917797e-08,0.333979437391645,0.499,0.374,0.000559122911088363,"2","BIRC3"
"PIK3IP1",2.68218014118436e-08,0.520900101988619,0.253,0.164,0.000750581290709031,"2","PIK3IP1"
"CD441",2.74694240046388e-08,0.356586465111769,0.58,0.465,0.000768704361345812,"2","CD44"
"TUBA1B",3.14261399463542e-08,0.456556904090741,0.499,0.389,0.000879429100258775,"2","TUBA1B"
"MBP1",3.43969634545448e-08,0.394758785289676,0.338,0.234,0.000962564625311981,"2","MBP"
"BCAS21",3.93019233218396e-08,0.555514683869713,0.363,0.261,0.00109982502223836,"2","BCAS2"
"YWHAZ1",4.56967562898735e-08,0.252366110127565,0.756,0.633,0.00127877802801582,"2","YWHAZ"
"CCNH1",5.13297165868361e-08,0.630613362496598,0.289,0.201,0.00143641078896602,"2","CCNH"
"JUND",5.19423315129403e-08,0.350568534785088,0.501,0.388,0.00145355420505812,"2","JUND"
"NDFIP1",5.77747067892521e-08,0.490579560541121,0.344,0.246,0.00161676739479043,"2","NDFIP1"
"RPL23",5.92145673293571e-08,0.303073377768817,0.631,0.508,0.00165706045214473,"2","RPL23"
"S100A11",6.27514683420915e-08,0.319856580041712,0.696,0.588,0.00175603709008509,"2","S100A11"
"ARID5B",7.11665296355841e-08,0.385913772072034,0.451,0.34,0.00199152416532219,"2","ARID5B"
"RHOH",1.58068194622957e-07,0.380264101569735,0.447,0.342,0.00442338035832884,"2","RHOH"
"HAX1",1.81474492960812e-07,0.507949691933564,0.292,0.204,0.00507838221101538,"2","HAX1"
"LAPTM5",1.92868204370912e-07,0.311623843076525,0.672,0.588,0.00539722383111561,"2","LAPTM5"
"AC020916.11",2.29700824022877e-07,0.41686677753508,0.267,0.182,0.0064279478594562,"2","AC020916.1"
"CAMK41",3.14735002049324e-07,0.475049249476809,0.256,0.174,0.00880754429734827,"2","CAMK4"
"FAM107B",4.20298394783154e-07,0.504997350102241,0.281,0.195,0.0117616302796118,"2","FAM107B"
"TUBA1A1",5.01118872477453e-07,0.367097307499345,0.473,0.383,0.014023310527409,"2","TUBA1A"
"PLIN2",5.21798861991363e-07,0.75497099409697,0.263,0.187,0.0146020193539663,"2","PLIN2"
"CIRBP",8.62095891927852e-07,0.313706293418663,0.661,0.567,0.024124891439709,"2","CIRBP"
"FBL",8.64560074264374e-07,0.555051768674583,0.258,0.177,0.0241938491182142,"2","FBL"
"EIF3H",1.00026264037712e-06,0.360447563123185,0.487,0.399,0.0279913497283132,"2","EIF3H"
"GPRIN31",1.19864480833672e-06,0.519299478311121,0.272,0.197,0.0335428763164948,"2","GPRIN3"
"EIF3F1",1.59830829409284e-06,0.312096763477725,0.589,0.492,0.0447270593018941,"2","EIF3F"
"TNFRSF4",0,4.77945767234979,0.71,0.082,0,"3","TNFRSF4"
"FOXP3",0,5.44439763892786,0.561,0.018,0,"3","FOXP3"
"IL2RA",3.61977432744363e-287,5.33791118552116,0.403,0.02,1.01295764779183e-282,"3","IL2RA"
"IL1R2",2.0311970201603e-271,7.21157233343303,0.293,0.002,5.6841017412166e-267,"3","IL1R2"
"BATF",5.54708976417873e-237,2.63871958991916,0.833,0.276,1.55229759960778e-232,"3","BATF"
"TNFRSF18",8.75779150066038e-212,3.02109541167867,0.67,0.165,2.4507803735448e-207,"3","TNFRSF18"
"LINC01943",4.20527498725223e-189,3.35400083068713,0.471,0.075,1.17680415243266e-184,"3","LINC01943"
"LTB1",1.01564288956089e-168,2.22764838902404,0.693,0.207,2.8421750621472e-164,"3","LTB"
"SAT1",3.44315202051059e-159,1.88292023014957,0.904,0.556,9.63531661419684e-155,"3","SAT1"
"CTLA4",1.09122894561458e-157,2.23850951508421,0.633,0.175,3.05369508140785e-153,"3","CTLA4"
"TBC1D4",7.15388777565804e-154,2.68563339557664,0.455,0.085,2.00194395514015e-149,"3","TBC1D4"
"CD4",1.78122138348749e-151,2.73597612378765,0.363,0.049,4.98456991955138e-147,"3","CD4"
"IL32",5.65870125846577e-143,1.40150803637915,0.978,0.821,1.58353096016906e-138,"3","IL32"
"LAIR2",6.3698053662972e-131,2.78540450511919,0.359,0.059,1.78252633370461e-126,"3","LAIR2"
"MAGEH1",9.17973635258329e-131,3.31883684231182,0.333,0.05,2.56885742090691e-126,"3","MAGEH1"
"GPX11",1.04423530726495e-128,1.94888413264572,0.698,0.277,2.92218808385024e-124,"3","GPX1"
"DNPH1",4.31301128079455e-128,2.00591196552536,0.656,0.247,1.20695307681755e-123,"3","DNPH1"
"SPOCK21",1.30445749841512e-122,1.59550343083877,0.794,0.386,3.65039386356488e-118,"3","SPOCK2"
"TMEM1731",3.05443302184028e-112,2.10857743974592,0.441,0.106,8.54752536831784e-108,"3","TMEM173"
"GK",7.61350728429759e-108,2.06492279232252,0.385,0.082,2.13056387843784e-103,"3","GK"
"CCR61",2.54534085612791e-106,2.46241393001772,0.335,0.063,7.12288185178835e-102,"3","CCR6"
"CARD16",6.34187597780151e-103,1.61874532297558,0.759,0.391,1.77471057362797e-98,"3","CARD16"
"S100A41",3.78352664763924e-102,1.12250958386661,0.957,0.739,1.05878209707537e-97,"3","S100A4"
"STAM",5.84602335968624e-86,1.96880136527149,0.381,0.1,1.6359511769746e-81,"3","STAM"
"SELL1",1.57911817487155e-83,1.80535111269301,0.372,0.097,4.41900430056055e-79,"3","SELL"
"PIM2",8.03050046193482e-82,1.85112285975958,0.462,0.153,2.24725524926784e-77,"3","PIM2"
"ARID5B1",8.00905978112684e-77,1.39628040485011,0.661,0.308,2.24125528915054e-72,"3","ARID5B"
"HTATIP2",1.06121325928611e-74,2.26785761595491,0.305,0.074,2.96969918478626e-70,"3","HTATIP2"
"MIR4435-2HG",2.14064192688076e-74,1.61533576451997,0.553,0.231,5.99037236818313e-70,"3","MIR4435-2HG"
"SNX9",1.0417930593333e-66,1.57629323052899,0.446,0.159,2.9153536972383e-62,"3","SNX9"
"PBXIP11",6.13248203765199e-66,1.49747814163626,0.484,0.189,1.71611377341653e-61,"3","PBXIP1"
"ATOX1",1.87659946442947e-65,1.84182823146569,0.359,0.112,5.25147594125942e-61,"3","ATOX1"
"PKM",2.1590889840288e-63,1.53711694618209,0.636,0.364,6.0419946129062e-59,"3","PKM"
"ICOS1",4.70541359892435e-61,1.2984592990007,0.538,0.235,1.31676294152299e-56,"3","ICOS"
"GLRX",1.9672909536818e-59,1.79552804261899,0.388,0.141,5.50526700478315e-55,"3","GLRX"
"CD281",6.31654290061485e-59,1.54939149053936,0.363,0.119,1.76762136530806e-54,"3","CD28"
"PHTF2",2.1230234336677e-58,1.863297413157,0.301,0.087,5.94106877677568e-54,"3","PHTF2"
"RHBDD2",3.92060244423451e-58,1.35015802737937,0.507,0.217,1.09714138799458e-53,"3","RHBDD2"
"TNFRSF1B1",7.957753870304e-58,1.35649708297347,0.548,0.26,2.22689784306587e-53,"3","TNFRSF1B"
"CD59",8.82871126329108e-58,2.04874755664103,0.255,0.065,2.47062655991938e-53,"3","CD59"
"MAF",1.30509615248334e-57,1.63443180121613,0.296,0.084,3.65218107310937e-53,"3","MAF"
"FTH11",6.84190556551506e-57,0.698701342917282,0.991,0.909,1.91463885345374e-52,"3","FTH1"
"B2M",6.92850808361367e-57,0.416821196968597,0.997,0.932,1.93887370211845e-52,"3","B2M"
"LAYN",8.02612038560264e-57,1.89675634527653,0.302,0.091,2.24602952870704e-52,"3","LAYN"
"SYNGR2",1.51595340062994e-56,1.51871358879587,0.559,0.285,4.24224399632282e-52,"3","SYNGR2"
"TMSB10",2.19352651026787e-55,0.67171728541742,0.982,0.91,6.13836458633361e-51,"3","TMSB10"
"TYMP",2.73179098864486e-53,1.42697686189029,0.523,0.256,7.64464390262377e-49,"3","TYMP"
"PELI1",3.02760754159238e-53,1.50565402459363,0.338,0.112,8.47245694439213e-49,"3","PELI1"
"UCP21",3.14242469487588e-53,1.22171571526775,0.69,0.412,8.79376126614065e-49,"3","UCP2"
"TNFRSF251",1.49517132643366e-52,1.5650512028273,0.304,0.094,4.18408743989196e-48,"3","TNFRSF25"
"TIGIT1",2.44065029391703e-52,0.965440395351554,0.702,0.39,6.82991578249742e-48,"3","TIGIT"
"NDUFV21",1.70165297629151e-51,1.03754092867861,0.671,0.392,4.76190568885416e-47,"3","NDUFV2"
"RORA1",5.65082139994833e-51,1.18074855669203,0.431,0.171,1.58132586056154e-46,"3","RORA"
"PRDX21",5.42773928302656e-50,1.18524455344583,0.547,0.267,1.51889856096215e-45,"3","PRDX2"
"CD271",7.48574314735771e-50,1.14154965212696,0.604,0.332,2.09481036235658e-45,"3","CD27"
"GEM",1.64568981313125e-48,1.53121594670408,0.336,0.12,4.60529837306648e-44,"3","GEM"
"UGP2",1.68969831929405e-48,1.71452505534359,0.33,0.119,4.72845177671247e-44,"3","UGP2"
"SMAP2",1.37756311512719e-47,1.41059822828328,0.367,0.139,3.85497262137192e-43,"3","SMAP2"
"ARPC1B",3.69578795974729e-46,1.0335415537422,0.641,0.382,1.03422930265568e-41,"3","ARPC1B"
"RHOG1",1.39451176656869e-45,1.17409394100852,0.575,0.311,3.90240172756582e-41,"3","RHOG"
"RPS26",1.50716220032155e-45,0.62538934744179,0.92,0.811,4.21764270137983e-41,"3","RPS26"
"TNFRSF9",2.36146928072769e-44,1.55387988259808,0.296,0.102,6.60833563518838e-40,"3","TNFRSF9"
"FXYD51",2.59062674864303e-44,0.718458444569459,0.874,0.663,7.24960989340266e-40,"3","FXYD5"
